"DepRate"	"D1"	"D2"	"D3"	"D4"	"D5"	"D6"	"D7"	"D8"	"KerFeed"	"KerTemp"	"WaterLev"	"BrineLev"	"WaterpH"	"WCBootLev"	"ECPdP"	"ECPLev"	"ReactorIP"	"ReactordP"	"ReactorCauLev"	"ClaydP"	"ClayOP"
"1196"	9.3148	0	0	0	0	0	0	1	0	0.188885516	-0.317961372	1.311081964	-0.084174278	-0.45614817	0.237972941	0.810268099	0.261293797	0.211574178	-0.184119871	0.002534199	0.329725932	0.287552328
"1197"	8.0194	0	0	0	0	0	0	1	0	-0.130600484	-0.329628738	1.319296286	-0.093525217	-0.670719041	0.127119037	0.811642572	0.261293797	0.105209997	-0.218823211	-0.482514186	0.231986459	0.288666227
"1202"	7.3668	0	0	0	0	0	0	1	0	-0.290343484	-2.57e-05	0.391951062	-0.134034984	-0.45614817	0.210114368	0.811642572	0.260311163	0.13871819	-0.204141029	0.039231938	-0.077521872	0.364310041
"1214"	7.3662	0	0	0	0	0	0	1	0	-0.290343484	0.393747943	0.879885958	-0.155981065	-1.099858743	0.174130379	0.808893627	-0.651573174	0.099833856	-0.254060449	-0.58250223	-0.238973002	0.2884637
"1228"	10.1448	0	0	0	0	0	0	1	0	0.39281275	0.796272065	0.498597544	-0.153691039	-0.45614817	0.010461265	0.811642572	-0.315512351	0.463279565	-0.211615595	0.221656934	0.396695571	0.288210541
"1229"	9.4766	0	0	0	0	0	0	1	0	0.229670963	0.040810127	1.055641707	-0.127559739	1.260412677	0.144530645	0.807519154	0.192509419	0.363635562	-0.226831675	-0.123514559	0.367735728	0.288008014
"1247"	8.1353	0	0	0	0	0	0	1	0	-0.103410186	0.609594211	1.428031273	-0.276766766	-1.743569316	0.712729449	0.814391517	-0.061992783	0.09450406	-0.373920447	0.695536441	-0.024670157	0.286286535
"1248"	8.5767	0	0	0	0	0	0	1	0	0.005351005	0.478336346	1.259868183	-0.219252899	-0.027008468	1.402229122	0.810268099	-0.845152068	0.15549546	-0.359772162	0.732234181	0.039765495	0.288868754
"1263"	11.1068	0	0	0	0	0	0	1	0	0.630727856	0.303325858	1.254734232	-0.13509445	0.831272975	0.053990284	0.813017044	-0.210370515	0.458830344	-0.289297687	-0.570801501	0.730095774	0.288413068
"1274"	11.0914	0	0	0	0	0	0	1	0	0.627329069	0.536673175	1.173450167	-0.089320256	0.402131234	0.283823508	0.810268099	0.261293797	0.465087061	-0.324801873	1.552348883	0.668194108	0.288311805
"1298"	10.6317	0	0	0	0	0	0	1	0	0.51516909	1.268800381	1.151636114	-0.147722495	0.187562402	0.038900224	0.811642572	0.256380627	0.155588152	-0.154488558	0.681176456	1.011730256	0.028317839
"1299"	10.6784	0	0	0	0	0	0	1	0	0.525365452	0.064144859	1.171906489	-0.195003631	0.402131234	-1.077764228	0.811642572	0.256380627	0.199987666	-0.139539427	-0.164467109	1.216621152	0.034950597
"1304"	9.7314	0	0	0	0	0	0	1	0	0.290849133	-0.204204555	1.279405137	-0.231999393	-0.45614817	0.231008298	0.811642572	0.23967585	0.076429102	-0.194263925	0.567892129	0.890098912	0.034798701
"1323"	9.9921	0	0	0	0	0	0	1	0	0.35542609	-0.145867726	0.716179278	-0.223372313	-1.958138148	0.409187085	0.810268099	0.261293797	0.258569071	-0.002594708	0.740743801	1.317980606	0.035153124
"1333"	15.5868	0	0	0	0	0	0	1	0	1.735333705	-0.385048726	0.702293163	-0.339005456	0.831272975	-0.729532071	1.182750145	-1.055435741	0.915524302	0.121002573	0.067951909	2.529588075	0.034849333
"1335"	15.5789	0	0	0	0	0	0	1	0	1.735333705	-0.25379086	-0.543776122	-0.316776412	0.831272975	0.393516638	1.361431569	-0.387244632	0.956216133	0.088167874	0.530662538	2.59728171	0.103252809
"1347"	13.6821	0	0	0	0	0	0	1	0	1.266301068	0.040810127	0.726160796	-0.251629126	0.402131234	-1.716770238	0.124406325	0.260311163	0.772315014	-0.015942146	-0.015016894	2.313113242	0.136011542
"1353"	10.4302	0	0	0	0	0	0	1	0	0.464187281	-0.236289811	1.718033148	-0.267297377	0.616702105	0.224624042	0.123031853	0.260311163	0.561579533	-0.178246998	0.472690747	1.561243294	0.389727172
"1355"	10.4826	0	0	0	0	0	0	1	0	0.47778243	-0.358797152	0.709529589	-0.241606973	0.187562402	0.042962933	0.125780798	0.252450092	0.582852369	-0.182518179	0.948165808	1.635814892	0.389322118
"1370"	18.0282	0	0	0	0	0	0	0	1	0.396211537	-0.011693019	0.805083942	-0.051462444	0.616702105	1.244944264	0.261853574	0.256380627	0.185295969	-0.323200181	0.907745109	0.979874428	0.035102492
"1371"	18.1544	0	0	0	0	0	0	0	1	0.413205473	0.131232212	0.384609861	-0.056845321	0.616702105	-0.856636808	0.261853574	0.258345895	0.202351314	-0.323467129	-0.608562943	1.000508317	0.034899965
"1389"	16.482	0	0	0	0	0	0	0	1	0.182087941	-0.597978152	1.79470015	-0.085339033	0.402131234	0.327932915	0.261853574	0.253432726	0.170048119	-0.33414508	0.988586507	1.059513999	0.035406282
"1394"	16.9428	0	0	0	0	0	0	0	1	0.243266112	-0.385048726	0.522157839	-0.02011278	0.402131234	-0.006950343	0.261853574	0.253432726	0.205549192	-0.349895058	-0.305939554	1.105849749	0.03505186
"1396"	15.9086	0	0	0	0	0	0	0	1	0.100517048	-0.942165444	0.90200735	-0.035465166	0.402131234	0.384810834	0.261853574	0.254415359	0.157024879	-0.368581472	0.196128072	1.075803911	0.035102492
"1419"	17.6246	0	0	0	0	0	0	0	1	0.338432154	-0.271291909	1.382349586	-0.018178103	-0.027008468	0.314003629	0.263228047	0.261293797	0.368779973	-0.342687441	0.455671505	1.278884816	0.034899965
"1441"	15.9091	0	0	0	0	0	0	0	1	0.100517048	-0.475470811	1.352300256	-0.03896601	0.616702105	-0.076016388	0.260479102	0.256380627	0.253517351	-0.393140758	0.240803581	1.273454846	0.034798701
"1445"	15.908	0	0	0	0	0	0	0	1	0.100517048	-0.869244407	1.673776395	-0.071164562	-0.027008468	0.373783482	0.260479102	0.254415359	0.290177075	-0.009802325	-1.129777216	1.383140254	0.035254387
"1446"	15.8736	0	0	0	0	0	0	0	1	0.097118261	-0.743820225	1.389921291	-0.041999636	-0.45614817	0.373783482	0.260479102	0.251467458	0.30079032	0.007549346	-0.834067894	1.423322038	0.034950597
"1455"	15.8659	0	0	0	0	0	0	0	1	0.093719473	-0.831325468	1.595405061	-0.015387957	-0.45614817	0.291948925	0.260479102	0.261293797	0.337496391	-0.135802144	0.781696351	1.632194912	0.035102492
"1465"	13.4736	0	0	0	0	0	0	0	1	-0.235962888	-0.720485493	0.938957827	-0.044927974	0.187562402	-0.218211186	0.261853574	0.247536922	0.15419777	-0.26687399	0.709896426	1.254268949	0.034849333
"1482"	13.6475	0	0	0	0	0	0	0	1	-0.212171377	-0.408383457	0.375704028	-0.03822899	0.402131234	-0.154368623	0.261853574	0.24950219	0.2459166	-0.263403656	-0.446348297	1.332098529	0.035001228
"1497"	12.7715	0	0	0	0	0	0	0	1	-0.334527718	0.425833199	1.043466909	-0.044217276	0.616702105	0.626832184	0.813017044	-0.322390789	0.448495176	-0.489242316	1.344395026	0.754711642	0.453624423
"1500"	13.4347	0	0	0	0	0	0	0	1	-0.242760462	1.035453064	0.958955789	-0.001062134	0.187562402	0.216498625	0.811642572	0.103089726	0.125694951	-0.462547439	-0.830344935	1.109107731	-0.01568114
"1505"	11.845	0	0	0	0	0	0	0	1	-0.463681632	1.230881442	1.101428168	-0.027733038	-0.027008468	0.580981616	0.396551879	0.251467458	-0.054220408	-0.502322805	-0.049587228	0.87561899	-0.066869825
"1523"	8.6691	0	0	0	0	0	0	0	0	-0.460282845	-1.653874759	1.484602523	-0.141536793	-0.2415773	0.106225108	0.674195323	0.260311163	-0.310235978	-0.377123832	0.281224279	-1.666331308	0.237528173
"1525"	8.3855	0	0	0	0	0	0	0	0	-0.514663441	-1.481781113	1.564405776	-0.055476569	-1.099858743	0.243196423	0.674195323	0.258345895	-0.32803286	-0.373119601	0.602462464	-1.666331308	0.226186664
"1537"	17.245	0	0	0	0	0	0	0	0	1.171135025	0.151650103	0.793628596	-0.100362392	-4.532978398	1.180521315	0.67831874	0.258345895	0.122265343	-0.290098533	0.792333377	-1.666331308	0.237173751
"1547"	17.2446	0	0	0	0	0	0	0	0	1.171135025	0.14581642	0.351752575	-0.115306784	-3.674698995	0.409187085	0.674195323	0.216092634	0.135844735	-0.282357019	1.097084172	-1.666331308	0.237578805
"1559"	14.6959	0	0	0	0	0	0	0	0	0.688507239	0.408332151	0.422000392	-0.074494313	-0.2415773	1.164850867	0.674195323	0.253432726	0.136076466	-0.401683119	-0.488896401	-1.666331308	0.23742691
"1571"	14.9868	0	0	0	0	0	0	0	0	0.742887834	0.061228017	1.370251623	-0.110805699	0.616702105	-0.390586104	0.67282085	0.257363261	0.194148064	-0.41449666	-0.584629635	-0.882605533	0.18583317
