"obs"	"leverage"	"rstudent"	"color"	"fct_color"	"txt"
"287"	287	0.0094369551049735	0.928102901653759	"normal"	"normal"	NA
"288"	288	0.0144979966952761	0.887357167683365	"normal"	"normal"	NA
"289"	289	0.007983357392767	0.856954318911024	"normal"	"normal"	NA
"290"	290	0.00821590879685394	1.07038601313337	"normal"	"normal"	NA
"291"	291	0.00957016030803257	1.17197466949754	"normal"	"normal"	NA
"292"	292	0.0107726783700816	1.17469671646049	"normal"	"normal"	NA
"293"	293	0.00854264934717716	1.13404782354093	"normal"	"normal"	NA
"294"	294	0.00723630364684595	0.98374759695254	"normal"	"normal"	NA
"295"	295	0.00942504622237276	0.964327793277084	"normal"	"normal"	NA
"296"	296	0.00837943925431651	1.01817654795579	"normal"	"normal"	NA
"297"	297	0.00762519981101132	0.987856515234444	"normal"	"normal"	NA
"298"	298	0.00830242455081654	0.93757102913198	"normal"	"normal"	NA
"299"	299	0.00891091306025282	0.922328159613937	"normal"	"normal"	NA
"300"	300	0.0079868668560188	0.83078056059476	"normal"	"normal"	NA
"301"	301	0.00862469724099475	0.61659282351039	"normal"	"normal"	NA
"302"	302	0.00781073821338783	0.515801060300793	"normal"	"normal"	NA
"303"	303	0.00970451115704397	0.508384790133193	"normal"	"normal"	NA
"304"	304	0.00969680211998353	0.435867853876761	"normal"	"normal"	NA
"305"	305	0.00857048492245813	0.817637448421246	"normal"	"normal"	NA
"306"	306	0.0118580945948215	1.03575415067638	"normal"	"normal"	NA
"307"	307	0.0104349645704963	0.431419407532422	"normal"	"normal"	NA
"308"	308	0.00948818252238855	0.0950569472011541	"normal"	"normal"	NA
"309"	309	0.0486545308712909	5.56532475870847	"outlier & leverage"	"outlier & leverage"	309
"310"	310	0.0172523972495499	2.18026943883743	"outlier"	"outlier"	310
"311"	311	0.0119136025958247	-0.12053995006103	"normal"	"normal"	NA
"312"	312	0.010408082620233	-0.0898152996878845	"normal"	"normal"	NA
"313"	313	0.011682613258149	0.0175998530628753	"normal"	"normal"	NA
"314"	314	0.0132690338266829	0.11371949151406	"normal"	"normal"	NA
"315"	315	0.0115484635466696	-0.275641872871517	"normal"	"normal"	NA
"316"	316	0.0117366474654571	-0.453321792503674	"normal"	"normal"	NA
"317"	317	0.00960814311280038	-0.601226522874631	"normal"	"normal"	NA
"318"	318	0.0136916703005385	-0.855328876696934	"normal"	"normal"	NA
"319"	319	0.00870407122203041	-0.407359689416095	"normal"	"normal"	NA
"320"	320	0.00896453434574046	-0.250206545233081	"normal"	"normal"	NA
"321"	321	0.0128350774586484	-0.194207339538145	"normal"	"normal"	NA
"322"	322	0.0142772034388654	-0.706356825990429	"normal"	"normal"	NA
"323"	323	0.00940665062544215	-1.29602890501278	"normal"	"normal"	NA
"324"	324	0.0141344071583836	-1.17356889098188	"normal"	"normal"	NA
"325"	325	0.0117780770410303	-0.826521006383306	"normal"	"normal"	NA
"326"	326	0.0124945717523585	-1.02615654118933	"normal"	"normal"	NA
"327"	327	0.0182423680898384	-0.823659848632373	"normal"	"normal"	NA
"328"	328	0.0125300235227139	-0.684831643729398	"normal"	"normal"	NA
"329"	329	0.00956540130031916	-0.88491975916485	"normal"	"normal"	NA
"330"	330	0.0111736199496517	-0.0539298352861214	"normal"	"normal"	NA
"331"	331	0.00874643485890133	-0.96156123989842	"normal"	"normal"	NA
"332"	332	0.00930565528738689	-0.556871541897506	"normal"	"normal"	NA
"333"	333	0.0714758905519581	-0.671587908078709	"leverage"	"leverage"	333
"334"	334	0.0166146722215059	-0.887062518783883	"normal"	"normal"	NA
"335"	335	0.0119488365654	-1.31873390831556	"normal"	"normal"	NA
"336"	336	0.0138576214062576	-1.77209064360552	"normal"	"normal"	NA
"337"	337	0.0113988631211983	-1.39787772506735	"normal"	"normal"	NA
"338"	338	0.0120602842458962	-1.13649807534447	"normal"	"normal"	NA
"339"	339	0.0112227435454997	-1.63631061954282	"normal"	"normal"	NA
"340"	340	0.0102410359605797	-2.05078739614588	"outlier"	"outlier"	340
"341"	341	0.0108346500799133	-1.58189845424031	"normal"	"normal"	NA
"342"	342	0.0098046455957654	-1.20483210042943	"normal"	"normal"	NA
"343"	343	0.0111911313115779	-0.874238119644383	"normal"	"normal"	NA
"344"	344	0.0126757689316052	-0.535912069772694	"normal"	"normal"	NA
"345"	345	0.00870234646299594	-1.26570667990619	"normal"	"normal"	NA
"346"	346	0.010856720933999	-1.86369197578682	"normal"	"normal"	NA
"347"	347	0.0179261722985016	-1.43346652517498	"normal"	"normal"	NA
"348"	348	0.0133439095164569	-1.33934951509678	"normal"	"normal"	NA
"349"	349	0.00971341614765559	-1.34119989081564	"normal"	"normal"	NA
"350"	350	0.0111899400486315	-1.41148806107026	"normal"	"normal"	NA
"351"	351	0.0139603936899229	-1.06663461889067	"normal"	"normal"	NA
"352"	352	0.0100931235713649	-1.11240585264705	"normal"	"normal"	NA
"353"	353	0.0098905059264347	-1.79080954040192	"normal"	"normal"	NA
"354"	354	0.0114096007318843	-1.99754527145779	"normal"	"normal"	NA
"355"	355	0.0154641237799681	-0.558259616748974	"normal"	"normal"	NA
"356"	356	0.0107187110407894	-1.4265105445908	"normal"	"normal"	NA
"357"	357	0.00950347723435012	-0.899717753457047	"normal"	"normal"	NA
"358"	358	0.0084875902453662	-0.631337734477231	"normal"	"normal"	NA
"359"	359	0.0099266534125829	-0.326202537648405	"normal"	"normal"	NA
"360"	360	0.0124189324851545	-0.501086305967203	"normal"	"normal"	NA
"361"	361	0.0132946622762773	-0.195552396305864	"normal"	"normal"	NA
"362"	362	0.0112246748374508	-1.12191577091787	"normal"	"normal"	NA
"363"	363	0.0123590602653179	-1.00650864474695	"normal"	"normal"	NA
"364"	364	0.0128309565117456	-0.319039246826545	"normal"	"normal"	NA
"365"	365	0.0145814662394218	-0.77671226875465	"normal"	"normal"	NA
"366"	366	0.00950759094740633	-0.427175024215922	"normal"	"normal"	NA
"367"	367	0.0100300230385389	-0.71514246018248	"normal"	"normal"	NA
"368"	368	0.0114901659629754	-1.6851670019577	"normal"	"normal"	NA
"369"	369	0.0101040415586931	-1.07215385065559	"normal"	"normal"	NA
"370"	370	0.0097701441735696	-0.669425073401153	"normal"	"normal"	NA
"371"	371	0.0110458705809319	-0.267238674357237	"normal"	"normal"	NA
"372"	372	0.00884057544398317	0.0850316750318007	"normal"	"normal"	NA
"373"	373	0.0117850478950455	-0.401228285340213	"normal"	"normal"	NA
"374"	374	0.00887032668241919	-0.917409197446292	"normal"	"normal"	NA
"375"	375	0.00998145327470531	-0.16477381966575	"normal"	"normal"	NA
