"x"
"(Intercept)"	2.43069731723868
"D1"	-0.19574060856548
"D2"	-0.574042519166427
"D3"	0.0407374879388012
"D4"	-0.172604904757501
"D5"	-0.191995680732079
"D6"	-0.299518842082854
"D7"	-0.210537205393241
"D8"	0.324766603751982
"KerFeed"	0.415848020172791
"KerTemp"	-0.000764252154888326
"BrineLev"	-0.00357746946434931
"WCBootLev"	0.00275283403186954
"ECPdP"	0.00431924379064579
"ReactordP"	-0.0469795004383023
"ClayOP"	0.0728861498918937
"KerFeed:ClayOP"	-0.125378353574083
"ReactordP:ClayOP"	0.0696841604313617
"KerFeed:KerTemp"	-0.00719036595570231
"KerFeed:ReactordP"	-0.0335923109269329
"KerFeed:BrineLev"	0.0367074559033444
"KerTemp:ClayOP"	0.00867972621396698
