"x"
"(Intercept)"	2.43836006673874
"D1"	-0.174901442754249
"D2"	-0.55634002072399
"D3"	0.056432247372365
"D4"	-0.15994807800974
"D5"	-0.182795075349095
"D6"	-0.290265869390062
"D7"	-0.204804654423031
"D8"	0.308229522756889
"KerFeed"	0.419062137436658
"KerTemp"	-0.00102070996283529
"WaterLev"	0.00296884260744704
"BrineLev"	-0.0018061945277418
"WaterpH"	0.00147555005278535
"WCBootLev"	0.00153987594925693
"ECPdP"	0.0042013429856375
"ReactorIP"	0.0207081516286981
"ReactordP"	-0.0120527451066544
"ClaydP"	0.00829942110388684
"ClayOP"	0.0245832367123557
"KerFeed:ReactorIP"	-0.106041731415379
"ReactorIP:ClaydP"	0.0431968361684415
"KerFeed:ClaydP"	-0.0221413991234977
"KerFeed:ClayOP"	-0.010890972632315
"ReactorIP:ReactordP"	-0.0120429904251
"ReactordP:ClayOP"	0.0339865609182382
"KerFeed:KerTemp"	-0.00785142384315147
"KerFeed:ReactordP"	-0.00938409188721199
"KerTemp:ReactorIP"	0.0162086535202324
"KerFeed:BrineLev"	0.00804609085733705
"KerTemp:ClayOP"	-0.00610018433296982
"ClaydP:ClayOP"	-0.0292933547064938
