DepRate,D1,D2,D3,D4,D5,D6,D7,D8,KerFeed,ReactordP,ClayOP
8.5474,0,1,0,0,0,0,0,0,1.065772621,-0.186789359,0.743592376
8.4415,0,1,0,0,0,0,0,0,1.028385962,-0.22576388,0.743541745
8.6977,0,1,0,0,0,0,0,0,1.123552004,-0.236708779,0.743643008
9.0415,0,1,0,0,0,0,0,0,1.249307132,-0.232971496,0.74106079
7.2571,0,1,0,0,0,0,0,0,0.586543622,-0.297039201,0.64339217
8.7449,0,1,0,0,0,0,0,0,1.14054594,-0.214552031,0.642531431
8.3939,0,1,0,0,0,0,0,0,1.007993238,-0.238310472,0.642328904
8.2779,0,1,0,0,0,0,0,0,0.967207791,-0.244450293,0.642430167
6.7092,0,1,0,0,0,0,0,0,0.382616388,-0.338149312,0.64162006
4.6547,0,1,0,0,0,0,0,0,-0.378711951,-0.446530512,0.634886039
5.5038,0,1,0,0,0,0,0,0,-0.062624739,-0.400882273,0.594076859
8.522,0,1,0,0,0,0,0,0,1.055576259,-0.1996029,0.59205159
8.6876,0,1,0,0,0,0,0,0,1.120153217,-0.207077466,0.591798431
8.311,0,1,0,0,0,0,0,0,0.977404153,-0.218289314,0.591950326
8.3776,0,1,0,0,0,0,0,0,1.004594451,-0.211882543,0.592608539
8.3369,0,1,0,0,0,0,0,0,0.987600515,-0.221759648,0.59235538
8.44,0,1,0,0,0,0,0,0,1.024987174,-0.198535105,0.591545273
8.6089,0,1,0,0,0,0,0,0,1.089564132,-0.23003506,0.591241482
8.6388,0,1,0,0,0,0,0,0,1.099760493,-0.195865617,0.59205159
8.4238,0,1,0,0,0,0,0,0,1.021588387,-0.200403746,0.592254117
8.0719,0,1,0,0,0,0,0,0,0.889035685,-0.219624058,0.591595904
7.8773,0,1,0,0,0,0,0,0,0.817661153,-0.236975728,0.591899695
8.0909,0,1,0,0,0,0,0,0,0.89583326,-0.223361341,0.591697168
8.0047,0,1,0,0,0,0,0,0,0.865244175,-0.233505394,0.591494641
6.7984,0,1,0,0,0,0,0,0,0.41660426,-0.308784947,0.590937692
7.1165,0,1,0,0,0,0,0,0,0.535561813,-0.309585793,0.592507276
7.4326,0,1,0,0,0,0,0,0,0.651120579,-0.296505304,0.592608539
7.2561,0,1,0,0,0,0,0,0,0.586543622,-0.27781889,0.590684533
7.083,0,1,0,0,0,0,0,0,0.521966664,-0.292234123,0.591494641
7.0854,0,1,0,0,0,0,0,0,0.521966664,-0.278085838,0.592102222
7.6361,0,1,0,0,0,0,0,0,0.729292685,-0.23430624,0.5917478
7.5594,0,1,0,0,0,0,0,0,0.6987036,-0.23644183,0.591342746
7.5149,0,1,0,0,0,0,0,0,0.681709664,-0.263937554,0.592152853
8.1557,0,1,0,0,0,0,0,0,0.91962477,-0.192662232,0.59205159
8.2265,0,1,0,0,0,0,0,0,0.946815068,-0.213217287,0.591849063
8.1667,0,1,0,0,0,0,0,0,0.926422345,-0.224696084,0.591849063
8.2149,0,1,0,0,0,0,0,0,0.943416281,-0.226030828,0.591950326
8.3246,0,1,0,0,0,0,0,0,0.984201728,-0.223628289,0.591849063
7.3182,0,1,0,0,0,0,0,0,0.610335132,-0.234573189,0.569672363
6.4082,0,1,0,0,0,0,0,0,0.270456409,-0.285026506,0.541267959
5.6904,0,1,0,0,0,0,0,0,0.005351005,-0.33628067,0.540508483
5.245,0,1,0,0,0,0,0,0,-0.161189569,-0.396344144,0.541419854
5.3988,0,1,0,0,0,0,0,0,-0.103410186,-0.382462808,0.541470485
5.38,0,1,0,0,0,0,0,0,-0.11020776,-0.37765773,0.5410148
5.724,0,1,0,0,0,0,0,0,0.018946154,-0.341352697,0.541369222
5.5397,0,1,0,0,0,0,0,0,-0.052428377,-0.348560314,0.347348409
4.2369,0,1,0,0,0,0,0,0,-0.535056164,-0.421971226,0.087202548
4.513,0,1,0,0,0,0,0,0,-0.433092547,-0.43184833,0.464054561
4.8932,0,1,0,0,0,0,0,0,-0.290343484,-0.413962762,0.439599432
5.0183,0,1,0,0,0,0,0,0,-0.242760462,-0.410759377,0.440156381
5.2412,0,1,0,0,0,0,0,0,-0.161189569,-0.39928058,0.44040954
5.4166,0,1,0,0,0,0,0,0,-0.096612611,-0.385933142,0.440004486
5.9577,0,1,0,0,0,0,0,0,0.103915835,-0.33414508,0.440814594
7.0038,0,1,0,0,0,0,0,0,0.494776367,-0.204674927,0.440004486
6.7095,0,1,0,0,0,0,0,0,0.382616388,-0.259132476,0.439751327
6.8658,0,1,0,0,0,0,0,0,0.440395771,-0.263136707,0.440207013
7.0897,0,1,0,0,0,0,0,0,0.525365452,-0.242314703,0.597266659
11.9298,0,0,1,0,0,0,0,0,0.137903707,-0.303979869,0.375752813
13.9058,0,0,1,0,0,0,0,0,0.508371515,-0.261535015,0.540559114
11.3691,0,0,1,0,0,0,0,0,0.032541303,-0.316259513,0.541571749
11.3955,0,0,1,0,0,0,0,0,0.035940091,-0.307183254,0.541369222
9.3807,0,0,1,0,0,0,0,0,-0.341325292,-0.400615324,0.540862905
9.7693,0,0,1,0,0,0,0,0,-0.26995076,-0.378458576,0.541470485
12.6526,0,0,1,0,0,0,0,0,0.273855197,-0.235640984,0.541723644
14.4023,0,0,1,0,0,0,0,0,0.603537558,-0.100831855,0.541521117
15.3214,0,0,1,0,0,0,0,0,0.776875707,-0.001259964,0.5410148
16.6992,0,0,1,0,0,0,0,0,1.035183536,0.108189032,0.48531989
17.8105,0,0,1,0,0,0,0,0,1.245908344,0.220040567,0.440308277
18.0184,0,0,1,0,0,0,0,0,1.283295004,0.255277804,0.439346274
18.1622,0,0,1,0,0,0,0,0,1.310485302,-0.034895509,0.439903223
18.263,0,0,1,0,0,0,0,0,1.330878025,-0.028755687,0.440156381
18.3179,0,0,1,0,0,0,0,0,1.341074387,-0.034094663,0.440207013
18.4175,0,0,1,0,0,0,0,0,1.358068323,-0.031425175,0.44010575
18.5048,0,0,1,0,0,0,0,0,1.375062259,7.48E-05,0.440156381
18.3614,0,0,1,0,0,0,0,0,1.347871961,-0.003395554,0.441675333
12.7547,0,0,1,0,0,0,0,0,0.29424792,-0.264204502,0.541673012
13.0081,0,0,1,0,0,0,0,0,0.341830941,-0.277284992,0.541521117
13.4719,0,0,1,0,0,0,0,0,0.426800622,-0.253526552,0.540913536
13.4933,0,0,1,0,0,0,0,0,0.430199409,-0.23857742,0.580659449
13.3989,0,0,1,0,0,0,0,0,0.413205473,-0.263670605,0.642531431
13.394,0,0,1,0,0,0,0,0,0.413205473,-0.244183345,0.642632694
13.4667,0,0,1,0,0,0,0,0,0.426800622,-0.221492699,0.642683326
13.4752,0,0,1,0,0,0,0,0,0.426800622,-0.241513857,0.64278459
12.8864,0,0,1,0,0,0,0,0,0.318039431,-0.287962943,0.642531431
12.4308,0,0,1,0,0,0,0,0,0.23306975,-0.29730615,0.642278272
12.8181,0,0,1,0,0,0,0,0,0.304444282,-0.296505304,0.642025114
12.8411,0,0,1,0,0,0,0,0,0.307843069,-0.282890916,0.642379536
12.4295,0,0,1,0,0,0,0,0,0.23306975,-0.317327308,0.642075745
12.6259,0,0,1,0,0,0,0,0,0.267057622,-0.307183254,0.642733958
12.2815,0,0,1,0,0,0,0,0,0.202480665,-0.321598488,0.642328904
11.9569,0,0,1,0,0,0,0,0,0.141302495,-0.333611183,0.642733958
12.3718,0,0,1,0,0,0,0,0,0.219474601,-0.316526461,0.642278272
13.1219,0,0,1,0,0,0,0,0,0.362223665,-0.29303497,0.642480799
12.2081,0,0,1,0,0,0,0,0,0.188885516,-0.330674746,0.642531431
11.8053,0,0,1,0,0,0,0,0,0.114112197,-0.323200181,0.595494548
14.5617,0,0,1,0,0,0,0,0,0.634126643,-0.203607132,0.541571749
15.3573,0,0,1,0,0,0,0,0,0.783673281,-0.186789359,0.541369222
16.1261,0,0,1,0,0,0,0,0,0.926422345,-0.132865708,0.54131859
16.0404,0,0,1,0,0,0,0,0,0.912827196,-0.118450474,0.541824908
16.0524,0,0,1,0,0,0,0,0,0.912827196,-0.140607222,0.541622381
12.1309,0,0,1,0,0,0,0,0,0.175290367,-0.245785037,0.541419854
12.9043,0,0,1,0,0,0,0,0,0.321438218,-0.211615595,0.541267959
12.8548,0,0,1,0,0,0,0,0,0.311241856,-0.202806285,0.5410148
12.3293,0,0,1,0,0,0,0,0,0.212677026,-0.232971496,0.541622381
11.493,0,0,1,0,0,0,0,0,0.056332814,-0.33841626,0.540862905
11.6524,0,0,1,0,0,0,0,0,0.083523112,-0.346691672,0.541267959
11.7239,0,0,1,0,0,0,0,0,0.097118261,-0.338149312,0.541116063
11.7128,0,0,1,0,0,0,0,0,0.097118261,-0.344289133,0.541267959
11.9966,0,0,1,0,0,0,0,0,0.151498856,-0.337882363,0.541267959
11.9238,0,0,1,0,0,0,0,0,0.13450492,-0.344022185,0.5410148
11.6032,0,0,1,0,0,0,0,0,0.076725537,-0.349895058,0.541419854
11.7324,0,0,1,0,0,0,0,0,0.100517048,-0.33628067,0.54131859
12.0622,0,0,1,0,0,0,0,0,0.161695218,-0.316526461,0.540812273
12.64,0,0,1,0,0,0,0,0,0.270456409,-0.297840047,0.540812273
13.4743,0,0,1,0,0,0,0,0,0.426800622,-0.289297687,0.541217327
12.3937,0,0,1,0,0,0,0,0,0.226272175,-0.308517998,0.541369222
12.6531,0,0,1,0,0,0,0,0,0.273855197,-0.278886685,0.541419854
12.8526,0,0,1,0,0,0,0,0,0.311241856,-0.272746863,0.541470485
13.133,0,0,1,0,0,0,0,0,0.362223665,-0.259933322,0.541217327
12.6491,0,0,1,0,0,0,0,0,0.273855197,-0.291700226,0.541571749
12.3025,0,0,1,0,0,0,0,0,0.205879452,-0.332543388,0.540812273
11.8258,0,0,1,0,0,0,0,0,0.117510984,-0.34295439,0.540964168
11.6458,0,0,1,0,0,0,0,0,0.083523112,-0.348293365,0.541166695
11.778,0,0,1,0,0,0,0,0,0.107314622,-0.344022185,0.541166695
11.774,0,0,1,0,0,0,0,0,0.107314622,-0.337615414,0.541267959
10.6928,0,0,1,0,0,0,0,0,-0.096612611,-0.347759467,0.541116063
10.9022,0,0,1,0,0,0,0,0,-0.055827165,-0.34295439,0.538888267
11.3227,0,0,1,0,0,0,0,0,0.022344942,-0.328005258,0.541470485
11.6764,0,0,1,0,0,0,0,0,0.090320686,-0.329340002,0.54131859
11.9308,0,0,1,0,0,0,0,0,0.137903707,-0.326670515,0.541217327
12.4737,0,0,1,0,0,0,0,0,0.239867324,-0.309585793,0.54131859
12.851,0,0,1,0,0,0,0,0,0.311241856,-0.279420582,0.541166695
12.5909,0,0,1,0,0,0,0,0,0.260260048,-0.288229892,0.541521117
12.9414,0,0,1,0,0,0,0,0,0.328235792,-0.273814658,0.541419854
13.1823,0,0,1,0,0,0,0,0,0.372420026,-0.252992654,0.5410148
12.9258,0,0,1,0,0,0,0,0,0.324837005,-0.2647384,0.54131859
13.329,0,0,1,0,0,0,0,0,0.399610324,-0.268208734,0.541369222
13.9319,0,0,1,0,0,0,0,0,0.51516909,-0.226831675,0.541824908
13.848,0,0,1,0,0,0,0,0,0.498175154,-0.246318935,0.541470485
12.9548,0,0,1,0,0,0,0,0,0.33163458,-0.272479914,0.540964168
12.4013,0,0,1,0,0,0,0,0,0.226272175,-0.292768021,0.541470485
13.9661,0,0,1,0,0,0,0,0,0.521966664,-0.256196039,0.54131859
14.2085,0,0,1,0,0,0,0,0,0.566150898,-0.255929091,0.541521117
13.7656,0,0,1,0,0,0,0,0,0.484580005,-0.278352787,0.541166695
13.7121,0,0,1,0,0,0,0,0,0.474383643,-0.276751095,0.541217327
12.726,0,0,1,0,0,0,0,0,0.287450346,-0.287429045,0.540660378
13.2354,0,0,1,0,0,0,0,0,0.382616388,-0.248721474,0.541521117
13.2135,0,0,1,0,0,0,0,0,0.379217601,-0.257530783,0.541267959
14.3457,0,0,1,0,0,0,0,0,0.593341196,-0.246852832,0.54131859
14.9991,0,0,1,0,0,0,0,0,0.715697536,-0.105903882,0.541470485
15.1687,0,0,1,0,0,0,0,0,0.746286622,-0.258598578,0.586887153
15.0878,0,0,1,0,0,0,0,0,0.732691473,-0.268208734,0.642430167
14.2511,0,0,1,0,0,0,0,0,0.572948473,-0.242314703,0.642936485
14.4724,0,0,1,0,0,0,0,0,0.617132707,-0.246051986,0.642936485
14.5815,0,0,1,0,0,0,0,0,0.63752543,-0.198535105,0.566330668
14.7944,0,0,1,0,0,0,0,0,0.67491209,-0.174509716,0.541571749
14.8331,0,0,1,0,0,0,0,0,0.685108451,-0.21481898,0.541571749
14.9222,0,0,1,0,0,0,0,0,0.702102388,-0.216153724,0.541419854
15.0176,0,0,1,0,0,0,0,0,0.719096324,-0.198535105,0.541166695
15.0096,0,0,1,0,0,0,0,0,0.715697536,-0.197734259,0.541116063
14.9924,0,0,1,0,0,0,0,0,0.712298749,-0.195064771,0.541622381
14.9871,0,0,1,0,0,0,0,0,0.712298749,-0.190259693,0.541470485
15.0134,0,0,1,0,0,0,0,0,0.719096324,-0.203340183,0.541166695
14.9575,0,0,1,0,0,0,0,0,0.708899962,-0.205475773,0.5410148
14.0723,0,0,1,0,0,0,0,0,0.538960601,-0.227632521,0.541166695
13.8602,0,0,1,0,0,0,0,0,0.501573941,-0.234840138,0.541166695
14.3393,0,0,1,0,0,0,0,0,0.589942409,-0.249789269,0.541723644
14.6404,0,0,1,0,0,0,0,0,0.647721792,-0.232437599,0.541521117
15.034,0,0,1,0,0,0,0,0,0.722495111,-0.23003506,0.541419854
14.8851,0,0,1,0,0,0,0,0,0.695304813,-0.19746731,0.541419854
14.8415,0,0,1,0,0,0,0,0,0.685108451,-0.185721564,0.541217327
14.9876,0,0,1,0,0,0,0,0,0.712298749,-0.171840228,0.541217327
15.1442,0,0,1,0,0,0,0,0,0.742887834,-0.16489956,0.541166695
15.1249,0,0,1,0,0,0,0,0,0.739489047,-0.185454615,0.541166695
15.1405,0,0,1,0,0,0,0,0,0.742887834,-0.189992744,0.541166695
15.1336,0,0,1,0,0,0,0,0,0.739489047,-0.125658091,0.541470485
14.7035,0,0,1,0,0,0,0,0,0.657918154,-0.228433367,0.541116063
15.1074,0,0,1,0,0,0,0,0,0.73609026,-0.243649447,0.541875539
17.6526,0,0,1,0,0,0,0,0,1.215319259,-0.095759828,0.441928492
17.9123,0,0,1,0,0,0,0,0,1.26290228,-0.077874261,0.439700696
18.3235,0,0,1,0,0,0,0,0,1.341074387,-0.059454796,0.438029848
18.9338,0,0,1,0,0,0,0,0,1.456633153,-0.031692124,0.440460172
12.7224,0,0,1,0,0,0,0,0,0.287450346,-0.263937554,0.331399412
8.9368,0,0,0,1,0,0,0,0,-0.001446569,-0.387801783,0.541369222
8.9376,0,0,0,1,0,0,0,0,-0.001446569,-0.380594166,0.541065432
9.9278,0,0,0,1,0,0,0,0,0.23306975,-0.016742993,0.541926171
13.2072,0,0,0,1,0,0,0,0,1.004594451,0.114328854,0.540964168
13.0384,0,0,0,1,0,0,0,0,0.967207791,0.109790724,0.541622381
13.0318,0,0,0,1,0,0,0,0,0.963809004,0.105519544,0.541521117
13.581,0,0,0,1,0,0,0,0,1.092962919,0.106053442,0.541521117
13.997,0,0,0,1,0,0,0,0,1.191527749,0.131680524,0.54131859
14.3742,0,0,0,1,0,0,0,0,1.279896217,0.116731392,0.541419854
13.7635,0,0,0,1,0,0,0,0,1.137147153,0.098845825,0.541166695
13.1977,0,0,0,1,0,0,0,0,1.004594451,0.079091616,0.541369222
13.6587,0,0,0,1,0,0,0,0,1.113355642,0.085498386,0.5410148
13.0809,0,0,0,1,0,0,0,0,0.977404153,0.095375491,0.540407219
9.7193,0,0,0,1,0,0,0,0,0.182087941,-0.054649718,0.542078066
13.8915,0,0,0,1,0,0,0,0,1.167736238,0.045989968,0.541369222
13.7046,0,0,0,1,0,0,0,0,1.123552004,0.028104401,0.5410148
12.4202,0,0,0,1,0,0,0,0,0.821059941,-0.023149763,0.541875539
12.6276,0,0,0,1,0,0,0,0,0.868642962,-0.024751456,0.541571749
12.6832,0,0,0,1,0,0,0,0,0.882238111,-0.014874351,0.541116063
11.5547,0,0,0,1,0,0,0,0,0.617132707,-0.083480185,0.497117085
10.2859,0,0,0,1,0,0,0,0,0.318039431,-0.134734349,0.249730422
13.9993,0,0,0,1,0,0,0,0,1.191527749,-0.026887046,0.25317338
14.3472,0,0,0,1,0,0,0,0,1.273098642,-0.030891277,0.288008014
14.6245,0,0,0,1,0,0,0,0,1.341074387,-0.025018404,0.287805487
14.3077,0,0,0,1,0,0,0,0,1.266301068,-0.027153995,0.287754855
14.9976,0,0,0,1,0,0,0,0,1.429442855,0.013422218,0.288362436
15.2887,0,0,0,1,0,0,0,0,1.497418599,0.027570503,0.288210541
13.5394,0,0,0,1,0,0,0,0,1.082766557,-0.049310742,0.287653592
12.1076,0,0,0,1,0,0,0,0,0.746286622,-0.091221699,0.287653592
14.4315,0,0,0,1,0,0,0,0,1.293491366,0.026769657,0.287704224
14.5617,0,0,0,1,0,0,0,0,1.324080451,0.019028143,0.2884637
14.6749,0,0,0,1,0,0,0,0,1.351270748,0.03050694,0.288058646
14.6655,0,0,0,1,0,0,0,0,1.351270748,0.031040837,0.287451065
14.8204,0,0,0,1,0,0,0,0,1.385258621,-0.011404017,0.287197906
14.6784,0,0,0,1,0,0,0,0,1.351270748,0.024367118,0.288261173
14.4315,0,0,0,1,0,0,0,0,1.293491366,-0.040768382,0.287552328
14.3852,0,0,0,1,0,0,0,0,1.283295004,-0.045306511,0.289223176
13.5077,0,0,0,1,0,0,0,0,1.075968983,-0.080009851,0.290235811
13.0333,0,0,0,1,0,0,0,0,0.963809004,-0.115247089,0.277932299
12.9026,0,0,0,1,0,0,0,0,0.933219919,-0.126992835,0.3021849
12.8652,0,0,0,1,0,0,0,0,0.926422345,-0.133399605,0.323602125
12.8133,0,0,0,1,0,0,0,0,0.912827196,-0.139005529,0.352158424
11.7103,0,0,0,1,0,0,0,0,0.651120579,-0.181717332,0.38906896
10.5447,0,0,0,1,0,0,0,0,0.379217601,-0.240179113,0.389524645
10.1659,0,0,0,1,0,0,0,0,0.287450346,-0.258598578,0.389220855
11.6589,0,0,0,1,0,0,0,0,0.640924217,-0.207878312,0.38937275
11.9232,0,0,0,1,0,0,0,0,0.702102388,-0.194797822,0.389625909
12.5318,0,0,0,1,0,0,0,0,0.844851451,-0.194530873,0.389625909
13.3999,0,0,0,1,0,0,0,0,1.052177472,-0.135001298,0.390132226
13.4437,0,0,0,1,0,0,0,0,1.062373834,-0.137937734,0.389170223
13.6654,0,0,0,1,0,0,0,0,1.113355642,-0.112043703,0.389879067
14.249,0,0,0,1,0,0,0,0,1.252705919,-0.104836087,0.389119591
14.4531,0,0,0,1,0,0,0,0,1.30028894,-0.086416622,0.387853798
6.7985,0,0,0,1,0,0,0,0,-0.504467079,-0.389136527,0.304868382
6.6129,0,0,0,1,0,0,0,0,-0.548651313,-0.392072963,0.187098964
6.8231,0,0,0,1,0,0,0,0,-0.501068292,-0.380060269,0.186744542
9.4326,0,0,0,1,0,0,0,0,0.114112197,-0.260734168,0.242338188
11.0139,0,0,0,1,0,0,0,0,0.487978792,0.099112774,0.288058646
10.8262,0,0,0,1,0,0,0,0,0.443794558,0.05212979,0.287957382
11.0555,0,0,0,1,0,0,0,0,0.498175154,0.043053532,0.288514331
10.9635,0,0,0,1,0,0,0,0,0.47778243,0.037447608,0.288159909
10.8167,0,0,0,1,0,0,0,0,0.440395771,0.031307786,0.288058646
10.6175,0,0,0,1,0,0,0,0,0.396211537,0.012087475,0.288159909
10.4213,0,0,0,1,0,0,0,0,0.348628516,-0.041302279,0.288008014
10.5329,0,0,0,1,0,0,0,0,0.375818814,-0.055717513,0.288311805
10.5746,0,0,0,1,0,0,0,0,0.386015175,-0.082946288,0.269831221
9.9491,0,0,0,1,0,0,0,0,0.236468537,-0.138471632,0.427599711
9.1609,0,0,0,1,0,0,0,0,0.052934027,-0.19533172,0.533470671
9.2826,0,0,0,1,0,0,0,0,0.080124325,-0.200670695,0.490737486
8.513,0,0,0,1,0,0,0,0,-0.100011399,-0.221492699,0.490686854
7.4755,0,0,0,1,0,0,0,0,-0.344724079,-0.254594347,0.490484327
7.1899,0,0,0,1,0,0,0,0,-0.412699824,-0.247920627,0.490788118
6.9955,0,0,0,1,0,0,0,0,-0.460282845,-0.228700316,0.490332432
6.7351,0,0,0,1,0,0,0,0,-0.521461015,-0.238043523,0.490788118
7.0548,0,0,0,1,0,0,0,0,-0.446687696,-0.235907933,0.490636222
8.0202,0,0,0,1,0,0,0,0,-0.218968952,-0.220157955,0.490990645
8.6207,0,0,0,1,0,0,0,0,-0.076219888,-0.208412209,0.490940013
8.8862,0,0,0,1,0,0,0,0,-0.011642931,-0.192662232,0.490383064
8.7111,0,0,0,1,0,0,0,0,-0.055827165,0.055867073,0.486332525
8.5457,0,0,0,1,0,0,0,0,-0.093213824,0.044922173,0.490940013
8.5845,0,0,0,1,0,0,0,0,-0.083017463,0.049193354,0.490940013
7.9261,0,0,0,1,0,0,0,0,-0.239361675,0.044121327,0.490636222
7.2812,0,0,0,1,0,0,0,0,-0.3923071,0.016892552,0.490585591
7.2067,0,0,0,1,0,0,0,0,-0.409301037,-0.006865888,0.490383064
7.4559,0,0,0,1,0,0,0,0,-0.351521654,-0.005798093,0.490484327
7.655,0,0,0,1,0,0,0,0,-0.303938632,-0.005264195,0.490838749
7.7103,0,0,0,1,0,0,0,0,-0.290343484,-0.045306511,0.490585591
8.5375,0,0,0,1,0,0,0,0,-0.096612611,-0.117916576,0.490788118
9.6524,0,0,0,1,0,0,0,0,0.168492792,-0.107772523,0.491041276
10.3364,0,0,0,1,0,0,0,0,0.328235792,-0.110175062,0.490636222
10.8695,0,0,0,1,0,0,0,0,0.45399092,-0.101632701,0.490990645
10.5202,0,0,0,1,0,0,0,0,0.372420026,-0.101365753,0.490383064
10.0339,0,0,0,1,0,0,0,0,0.25686126,-0.118717423,0.490383064
10.0045,0,0,0,1,0,0,0,0,0.250063686,-0.132064861,0.490484327
9.7253,0,0,0,1,0,0,0,0,0.185486729,-0.122454705,0.490585591
9.7929,0,0,0,1,0,0,0,0,0.199081878,-0.102700497,0.490686854
9.7574,0,0,0,1,0,0,0,0,0.192284303,0.000875626,0.490737486
9.8455,0,0,0,1,0,0,0,0,0.212677026,0.014756962,0.490788118
9.5818,0,0,0,1,0,0,0,0,0.151498856,-0.006065042,0.49114254
9.5385,0,0,0,1,0,0,0,0,0.141302495,-0.024217558,0.490889381
9.4374,0,0,0,1,0,0,0,0,0.117510984,-0.033026868,0.490585591
9.575,0,0,0,1,0,0,0,0,0.148100069,-0.024217558,0.490788118
9.4323,0,0,0,1,0,0,0,0,0.114112197,-0.028488738,0.490737486
8.4988,0,0,0,1,0,0,0,0,-0.103410186,-0.066929361,0.490484327
7.6642,0,0,0,1,0,0,0,0,-0.300539845,-0.112577601,0.490838749
7.7647,0,0,0,1,0,0,0,0,-0.276748335,-0.114179294,0.490484327
8.3522,0,0,0,1,0,0,0,0,-0.140796845,-0.098963214,0.49114254
8.7031,0,0,0,1,0,0,0,0,-0.055827165,-0.077874261,0.490889381
8.6798,0,0,0,1,0,0,0,0,-0.062624739,-0.085615775,0.490484327
8.8229,0,0,0,1,0,0,0,0,-0.028636867,-0.098429316,0.490838749
8.8059,0,0,0,1,0,0,0,0,-0.032035654,-0.109908113,0.490433695
8.7144,0,0,0,1,0,0,0,0,-0.052428377,-0.123789449,0.490990645
8.7481,0,0,0,1,0,0,0,0,-0.045630803,-0.133399605,0.490484327
8.7362,0,0,0,1,0,0,0,0,-0.04902959,-0.136869939,0.490838749
11.3689,0,0,0,1,0,0,0,0,0.572948473,-0.036497202,0.463244453
12.748,0,0,0,1,0,0,0,0,0.89583326,0.013689167,0.44040954
12.8271,0,0,0,1,0,0,0,0,0.916225983,0.015023911,0.440460172
13.1551,0,0,0,1,0,0,0,0,0.994398089,0.037714557,0.440257645
13.16,0,0,0,1,0,0,0,0,0.994398089,0.037447608,0.440612067
10.2818,0,0,0,1,0,0,0,0,0.314640643,-0.070666644,0.438434902
8.5286,0,0,0,1,0,0,0,0,-0.096612611,-0.149950429,0.440055118
8.925,0,0,0,1,0,0,0,0,-0.004845356,-0.139272478,0.439852591
8.9561,0,0,0,1,0,0,0,0,0.001952218,0.013956116,0.440358908
8.9817,0,0,0,1,0,0,0,0,0.008749793,0.011286628,0.440207013
9.2433,0,0,0,1,0,0,0,0,0.069927963,-0.003929452,0.44010575
9.5662,0,0,0,1,0,0,0,0,0.148100069,-0.000726066,0.440257645
9.909,0,0,0,1,0,0,0,0,0.226272175,0.011820526,0.439751327
9.811,0,0,0,1,0,0,0,0,0.205879452,-0.008734529,0.440207013
9.4565,0,0,0,1,0,0,0,0,0.120909771,-0.031692124,0.440156381
9.0607,0,0,0,1,0,0,0,0,0.029142516,-0.055450564,0.440004486
8.9034,0,0,0,1,0,0,0,0,-0.008244143,-0.064526822,0.439953854
9.0102,0,0,0,1,0,0,0,0,0.015547367,-0.059988693,0.440257645
10.2332,0,0,0,1,0,0,0,0,0.304444282,-0.009535376,0.440156381
9.6055,0,0,0,1,0,0,0,0,0.154897644,-0.036497202,0.440156381
9.6229,0,0,0,1,0,0,0,0,0.161695218,-0.029289585,0.439852591
9.3828,0,0,0,1,0,0,0,0,0.103915835,-0.03889974,0.439801959
8.766,0,0,0,1,0,0,0,0,-0.042232016,0.099646671,0.440460172
8.9233,0,0,0,1,0,0,0,0,-0.004845356,0.101782261,0.440207013
8.8809,0,0,0,1,0,0,0,0,-0.015041718,0.045456071,0.439852591
8.7434,0,0,0,1,0,0,0,0,-0.045630803,0.001142575,0.439953854
8.6964,0,0,0,1,0,0,0,0,-0.059225952,-0.027687892,0.440004486
8.8027,0,0,0,1,0,0,0,0,-0.032035654,-0.03462856,0.439700696
9.1035,0,0,0,1,0,0,0,0,0.039338878,-0.015942146,0.439650064
8.9312,0,0,0,1,0,0,0,0,-0.001446569,-0.030891277,0.44040954
8.9989,0,0,0,1,0,0,0,0,0.01214858,-0.018611634,0.440358908
9.0557,0,0,0,1,0,0,0,0,0.025743729,-0.023149763,0.439650064
9.0187,0,0,0,1,0,0,0,0,0.018946154,0.092439054,0.439953854
9.1503,0,0,0,1,0,0,0,0,0.049535239,0.118066136,0.440055118
9.3593,0,0,0,1,0,0,0,0,0.097118261,0.118866983,0.440510804
9.5167,0,0,0,1,0,0,0,0,0.13450492,0.088167874,0.440561435
9.3018,0,0,0,1,0,0,0,0,0.083523112,0.070282307,0.440257645
9.6113,0,0,0,1,0,0,0,0,0.158296431,0.07161705,0.440156381
9.4373,0,0,0,1,0,0,0,0,0.117510984,0.033443376,0.439953854
9.5932,0,0,0,1,0,0,0,0,0.154897644,0.029172196,0.440004486
8.6224,0,0,0,1,0,0,0,0,-0.076219888,0.005680704,0.439801959
8.5285,0,0,0,1,0,0,0,0,-0.096612611,0.008884089,0.440156381
8.6096,0,0,0,1,0,0,0,0,-0.079618675,-0.0041964,0.439903223
8.8177,0,0,0,1,0,0,0,0,-0.028636867,-0.013539607,0.44010575
8.7688,0,0,0,1,0,0,0,0,-0.042232016,-0.059721745,0.439953854
8.7958,0,0,0,1,0,0,0,0,-0.035434441,-0.079209005,0.440156381
8.8879,0,0,0,1,0,0,0,0,-0.011642931,-0.01941248,0.439903223
8.8525,0,0,0,1,0,0,0,0,-0.021839292,-0.06719631,0.440156381
9.1802,0,0,0,1,0,0,0,0,0.056332814,-0.08881916,0.440055118
8.6392,0,0,0,1,0,0,0,0,-0.072821101,-0.104836087,0.439852591
8.9235,0,0,0,1,0,0,0,0,-0.004845356,-0.100031009,0.440308277
9.3777,0,0,0,1,0,0,0,0,0.103915835,-0.107505574,0.440308277
