DepRate,D1,D2,D3,D4,D5,D6,D7,D8,KerFeed,KerTemp,WaterLev,BrineLev,WaterpH,WCBootLev,ECPdP,ECPLev,ReactorIP,ReactordP,ReactorCauLev,ClaydP,ClayOP
7.7597,1,0,0,0,0,0,0,0,-0.26053612,-0.335141568,-0.943414046,1.561900229,-0.027008468,0.135824841,0.124406325,0.262276431,-0.095700121,-0.44492882,0.99390502,-0.664320709,0.469522788
7.877,1,0,0,0,0,0,0,0,-0.232564101,-0.310377584,-1.000334545,1.390029843,-0.027008468,0.271054996,0.124406325,0.261293797,-0.016772801,-0.416098353,0.325899788,-0.642238829,0.541267959
7.8609,1,0,0,0,0,0,0,0,-0.23640473,-0.355238606,-1.087625682,1.407869671,0.187562402,0.210694755,0.124406325,0.261293797,-0.256752638,-0.419301738,0.613631341,-0.722964393,0.287704224
7.9492,1,0,0,0,0,0,0,0,-0.215366237,-0.273246192,-1.095616485,1.445747224,-0.027008468,0.266992287,0.124406325,0.262276431,-0.239929023,-0.41876784,0.534917349,-0.629206899,0.288210541
7.9562,1,0,0,0,0,0,0,0,-0.213700831,-0.184895065,-0.235725091,1.43743601,-0.027008468,0.25886687,0.124406325,0.260311163,-0.233579614,-0.424373764,0.802438552,-0.598799063,0.288058646
8.9195,1,0,0,0,0,0,0,0,0.015717307,-0.209513207,-0.33435283,1.341722143,-0.027008468,0.32503098,0.124406325,0.262276431,-0.08879456,-0.395810246,1.124740439,-0.421058021,0.384815894
7.6766,1,0,0,0,0,0,0,0,-0.280317061,0.16734271,-0.391070765,1.407382711,0.402131234,0.051668737,0.125780798,0.263259065,0.135427621,-0.439856793,1.306101732,-0.55101532,0.693770748
11.6362,1,0,0,0,0,0,0,0,0.662778419,-0.564492812,-0.816518143,1.438403348,0.616702105,0.195604695,0.124406325,0.337939248,0.299863399,-0.309585793,1.432682341,-0.161143422,0.693770748
11.8785,1,0,0,0,0,0,0,0,0.720489826,-0.562830212,-0.909997962,1.394530928,0.616702105,0.273376544,0.124406325,0.258345895,0.327671028,-0.280755326,1.525756318,0.015873624,0.693770748
11.6876,1,0,0,0,0,0,0,0,0.675014053,-0.730519428,-1.141717269,1.359963383,0.616702105,0.223463268,0.124406325,0.261293797,0.321970464,-0.283958711,1.616702891,0.042299482,0.693315062
11.4159,1,0,0,0,0,0,0,0,0.610301144,-0.536286955,-0.840015573,1.392793667,0.402131234,0.207792821,0.125780798,0.257363261,0.303200315,-0.265539246,0.65405204,-0.070281911,0.693618853
13.295,1,0,0,0,0,0,0,0,1.057853447,-0.345817208,-0.437541753,1.341202281,0.616702105,0.239133715,0.124406325,0.261293797,0.417257939,-0.173708869,-0.12404641,0.278322209,0.693365694
13.3951,1,0,0,0,0,0,0,0,1.081678945,-0.20723807,-0.944496715,1.314873565,1.045841807,0.302976277,0.124406325,0.258345895,0.416284672,-0.205475773,0.325899788,0.328639938,0.693163167
12.1197,1,0,0,0,0,0,0,0,0.777929331,-0.268404236,-0.915327492,1.303686657,1.045841807,0.326191754,0.124406325,0.262276431,0.356637308,-0.220424904,0.025403805,0.157776859,0.692099901
10.1367,1,0,0,0,0,0,0,0,0.305599869,-0.116086775,-0.274924728,1.298066881,1.045841807,0.138146389,0.125780798,0.262276431,0.247399673,-0.310119691,0.517366256,-0.15209347,0.693213799
10.7365,1,0,0,0,0,0,0,0,0.448484884,0.212787099,-0.572784692,1.271942161,0.616702105,0.230427911,0.124406325,0.260311163,0.271963079,-0.327471361,1.099211577,-0.088019816,0.693163167
10.6534,1,0,0,0,0,0,0,0,0.428703943,0.200507197,-0.352897919,1.274659922,0.616702105,0.269313835,0.124406325,0.260311163,0.268255395,-0.335479824,1.200795175,-0.114445673,0.693264431
