DepRate,D1,D2,D3,D4,D5,D6,D7,D8,Theta
8.2269,1,0,0,0,0,0,0,0,-0.004565708
8.349,1,0,0,0,0,0,0,0,0.005414078
8.2632,1,0,0,0,0,0,0,0,-0.001620233
8.4137,1,0,0,0,0,0,0,0,0.01079097
7.6102,1,0,0,0,0,0,0,0,-0.055194463
7.6816,1,0,0,0,0,0,0,0,-0.049323574
7.9669,1,0,0,0,0,0,0,0,-0.025847578
8.43,1,0,0,0,0,0,0,0,0.012176761
12.264,1,0,0,0,0,0,0,0,0.324551746
13.3822,1,0,0,0,0,0,0,0,0.414867107
13.2673,1,0,0,0,0,0,0,0,0.405681154
12.3913,1,0,0,0,0,0,0,0,0.335487857
12.4398,1,0,0,0,0,0,0,0,0.33970453
13.1342,1,0,0,0,0,0,0,0,0.395593338
13.1732,1,0,0,0,0,0,0,0,0.399339643
13.5285,1,0,0,0,0,0,0,0,0.426921909
3.0833,1,0,0,0,0,0,0,0,-0.48334177
7.8828,1,0,0,0,0,0,0,0,-0.03571451
11.2696,1,0,0,0,0,0,0,0,0.252830833
11.6167,1,0,0,0,0,0,0,0,0.280567519
9.6361,1,0,0,0,0,0,0,0,0.118984376
8.9068,1,0,0,0,0,0,0,0,0.059336138
6.0503,1,0,0,0,0,0,0,0,-0.242084948
8.4535,1,0,0,0,0,0,0,0,0.022591551
8.6324,1,0,0,0,0,0,0,0,0.037287614
11.1019,1,0,0,0,0,0,0,0,0.237498002
12.4644,1,0,0,0,0,0,0,0,0.346481839
12.3718,1,0,0,0,0,0,0,0,0.339197815
11.981,1,0,0,0,0,0,0,0,0.307629388
11.9925,1,0,0,0,0,0,0,0,0.308483803
11.8999,1,0,0,0,0,0,0,0,0.300908313
11.7589,1,0,0,0,0,0,0,0,0.289388639
10.1312,1,0,0,0,0,0,0,0,0.159156814
10.4243,1,0,0,0,0,0,0,0,0.182846638
10.8758,1,0,0,0,0,0,0,0,0.219020721
11.0582,1,0,0,0,0,0,0,0,0.233487308
12.4564,1,0,0,0,0,0,0,0,0.345758783
13.8759,1,0,0,0,0,0,0,0,0.46290767
13.381,1,0,0,0,0,0,0,0,0.418447778
13.7298,1,0,0,0,0,0,0,0,0.449356504
14.5379,1,0,0,0,0,0,0,0,0.518274328
13.9476,1,0,0,0,0,0,0,0,0.469539403
13.818,1,0,0,0,0,0,0,0,0.459269339
13.2632,1,0,0,0,0,0,0,0,0.413752124
12.4644,1,0,0,0,0,0,0,0,0.348412907
12.3654,1,0,0,0,0,0,0,0,0.340197921
12.3978,1,0,0,0,0,0,0,0,0.342662355
12.4455,1,0,0,0,0,0,0,0,0.346569928
12.7545,1,0,0,0,0,0,0,0,0.371780367
12.0235,1,0,0,0,0,0,0,0,0.311893504
11.736,1,0,0,0,0,0,0,0,0.288448291
11.6777,1,0,0,0,0,0,0,0,0.283594646
11.4341,1,0,0,0,0,0,0,0,0.263763749
11.5377,1,0,0,0,0,0,0,0,0.272651162
11.0079,1,0,0,0,0,0,0,0,0.228195797
11.0386,1,0,0,0,0,0,0,0,0.228979686
10.4899,1,0,0,0,0,0,0,0,0.182482942
11.0851,1,0,0,0,0,0,0,0,0.233936334
10.9882,1,0,0,0,0,0,0,0,0.224916414
9.8175,1,0,0,0,0,0,0,0,0.124040165
10.6989,1,0,0,0,0,0,0,0,0.200132349
12.8144,1,0,0,0,0,0,0,0,0.381925079
12.866,1,0,0,0,0,0,0,0,0.386190939
12.4682,1,0,0,0,0,0,0,0,0.349562022
12.1951,1,0,0,0,0,0,0,0,0.329755966
12.2699,1,0,0,0,0,0,0,0,0.335795813
10.7297,1,0,0,0,0,0,0,0,0.203297694
10.3891,1,0,0,0,0,0,0,0,0.173722293
11.036,1,0,0,0,0,0,0,0,0.229603163
10.3996,1,0,0,0,0,0,0,0,0.174284121
9.7607,1,0,0,0,0,0,0,0,0.119157776
10.2998,1,0,0,0,0,0,0,0,0.165866414
10.245,1,0,0,0,0,0,0,0,0.157985394
10.2568,1,0,0,0,0,0,0,0,0.162108327
10.3028,1,0,0,0,0,0,0,0,0.16605064
10.3593,1,0,0,0,0,0,0,0,0.171023219
10.3393,1,0,0,0,0,0,0,0,0.169288286
11.4545,1,0,0,0,0,0,0,0,0.265845227
11.5296,1,0,0,0,0,0,0,0,0.271883041
10.8221,1,0,0,0,0,0,0,0,0.210974796
11.4808,1,0,0,0,0,0,0,0,0.267527927
9.3123,1,0,0,0,0,0,0,0,0.080368435
9.7546,1,0,0,0,0,0,0,0,0.118819143
11.3198,1,0,0,0,0,0,0,0,0.253906911
11.7267,1,0,0,0,0,0,0,0,0.288734852
11.3872,1,0,0,0,0,0,0,0,0.259201151
10.4472,1,0,0,0,0,0,0,0,0.17858334
10.7528,1,0,0,0,0,0,0,0,0.204565816
11.0226,1,0,0,0,0,0,0,0,0.227628342
11.1814,1,0,0,0,0,0,0,0,0.241565471
11.5291,1,0,0,0,0,0,0,0,0.271356678
11.6736,1,0,0,0,0,0,0,0,0.284007299
11.2657,1,0,0,0,0,0,0,0,0.248510264
10.8695,1,0,0,0,0,0,0,0,0.214180363
10.4103,1,0,0,0,0,0,0,0,0.175418637
10.2389,1,0,0,0,0,0,0,0,0.160618583
10.376,1,0,0,0,0,0,0,0,0.170651968
12.7358,1,0,0,0,0,0,0,0,0.371308731
13.9616,1,0,0,0,0,0,0,0,0.47960618
14.2323,1,0,0,0,0,0,0,0,0.502472225
14.6357,1,0,0,0,0,0,0,0,0.535826105
14.1552,1,0,0,0,0,0,0,0,0.495095563
14.0547,1,0,0,0,0,0,0,0,0.481189698
12.3122,1,0,0,0,0,0,0,0,0.336760906
9.5838,1,0,0,0,0,0,0,0,0.107008932
8.4059,1,0,0,0,0,0,0,0,0.00488021
4.274,0,1,0,0,0,0,0,0,-0.170623044
6.742,0,1,0,0,0,0,0,0,0.185163763
7.2324,0,1,0,0,0,0,0,0,0.251577274
7.4308,0,1,0,0,0,0,0,0,0.275597218
7.1498,0,1,0,0,0,0,0,0,0.238974508
5.339,0,1,0,0,0,0,0,0,-0.004933576
6.503,0,1,0,0,0,0,0,0,0.152727507
6.4789,0,1,0,0,0,0,0,0,0.148857392
6.3391,0,1,0,0,0,0,0,0,0.130516252
6.1934,0,1,0,0,0,0,0,0,0.11082411
6.0151,0,1,0,0,0,0,0,0,0.086054632
6.4276,0,1,0,0,0,0,0,0,0.142754839
4.4558,0,1,0,0,0,0,0,0,-0.126627326
4.3021,0,1,0,0,0,0,0,0,-0.147776798
4.0144,0,1,0,0,0,0,0,0,-0.186114009
4.1708,0,1,0,0,0,0,0,0,-0.162649612
4.0608,0,1,0,0,0,0,0,0,-0.175304157
4.3766,0,1,0,0,0,0,0,0,-0.151533322
4.633,0,1,0,0,0,0,0,0,-0.126440932
4.6678,0,1,0,0,0,0,0,0,-0.121234734
4.5798,0,1,0,0,0,0,0,0,-0.132926561
4.9401,0,1,0,0,0,0,0,0,-0.082378196
5.6069,0,1,0,0,0,0,0,0,0.011952911
4.916,0,1,0,0,0,0,0,0,-0.086119949
5.0979,0,1,0,0,0,0,0,0,-0.060193171
5.0938,0,1,0,0,0,0,0,0,-0.060148764
5.0761,0,1,0,0,0,0,0,0,-0.063020337
5.1028,0,1,0,0,0,0,0,0,-0.05881174
5.0693,0,1,0,0,0,0,0,0,-0.064118414
5.0078,0,1,0,0,0,0,0,0,-0.073482282
5.095,0,1,0,0,0,0,0,0,-0.060461196
5.6918,0,1,0,0,0,0,0,0,0.028950709
7.3048,0,1,0,0,0,0,0,0,0.254307096
7.5404,0,1,0,0,0,0,0,0,0.286399641
7.4515,0,1,0,0,0,0,0,0,0.273510286
7.4007,0,1,0,0,0,0,0,0,0.267040502
6.8162,0,1,0,0,0,0,0,0,0.188273719
6.723,0,1,0,0,0,0,0,0,0.1758638
6.699,0,1,0,0,0,0,0,0,0.172751
6.6458,0,1,0,0,0,0,0,0,0.166138385
6.5759,0,1,0,0,0,0,0,0,0.155895721
6.2886,0,1,0,0,0,0,0,0,0.116030186
6.0645,0,1,0,0,0,0,0,0,0.086385293
6.1717,0,1,0,0,0,0,0,0,0.101858384
6.1395,0,1,0,0,0,0,0,0,0.096965146
6.3884,0,1,0,0,0,0,0,0,0.130838109
6.4161,0,1,0,0,0,0,0,0,0.134574297
6.2179,0,1,0,0,0,0,0,0,0.108038074
6.1713,0,1,0,0,0,0,0,0,0.101934858
6.2281,0,1,0,0,0,0,0,0,0.109520792
6.2196,0,1,0,0,0,0,0,0,0.10813946
6.5719,0,1,0,0,0,0,0,0,0.155964554
7.0196,0,1,0,0,0,0,0,0,0.217212511
7.1589,0,1,0,0,0,0,0,0,0.235927392
7.304,0,1,0,0,0,0,0,0,0.256343563
7.464,0,1,0,0,0,0,0,0,0.27864371
7.1213,0,1,0,0,0,0,0,0,0.230957082
7.2582,0,1,0,0,0,0,0,0,0.250393497
7.5092,0,1,0,0,0,0,0,0,0.284934579
7.4433,0,1,0,0,0,0,0,0,0.276466032
4.0177,0,1,0,0,0,0,0,0,-0.248335794
5.3902,0,1,0,0,0,0,0,0,0.015121205
5.5255,0,1,0,0,0,0,0,0,0.032947884
5.7068,0,1,0,0,0,0,0,0,0.056631567
5.927,0,1,0,0,0,0,0,0,0.084939499
6.6195,0,1,0,0,0,0,0,0,0.173945811
7.2604,0,1,0,0,0,0,0,0,0.255563519
7.4889,0,1,0,0,0,0,0,0,0.284761188
7.3001,0,1,0,0,0,0,0,0,0.259822525
7.0499,0,1,0,0,0,0,0,0,0.22879752
7.0962,0,1,0,0,0,0,0,0,0.234803239
7.315,0,1,0,0,0,0,0,0,0.262650443
7.7137,0,1,0,0,0,0,0,0,0.312594566
7.9585,0,1,0,0,0,0,0,0,0.343268978
8.152,0,1,0,0,0,0,0,0,0.367781489
7.889,0,1,0,0,0,0,0,0,0.334235574
8.3252,0,1,0,0,0,0,0,0,0.388965591
8.3619,0,1,0,0,0,0,0,0,0.394239242
8.4087,0,1,0,0,0,0,0,0,0.399724189
7.9958,0,1,0,0,0,0,0,0,0.346577185
7.0351,0,1,0,0,0,0,0,0,0.225882408
6.9247,0,1,0,0,0,0,0,0,0.212134645
6.1796,0,1,0,0,0,0,0,0,0.116634881
6.6552,0,1,0,0,0,0,0,0,0.177291144
7.3868,0,1,0,0,0,0,0,0,0.270933925
8.2093,0,1,0,0,0,0,0,0,0.374826836
8.3708,0,1,0,0,0,0,0,0,0.395414257
8.5024,0,1,0,0,0,0,0,0,0.411345164
8.613,0,1,0,0,0,0,0,0,0.424685009
8.638,0,1,0,0,0,0,0,0,0.427766935
8.572,0,1,0,0,0,0,0,0,0.419522301
8.3497,0,1,0,0,0,0,0,0,0.392443443
8.2085,0,1,0,0,0,0,0,0,0.374178471
8.1057,0,1,0,0,0,0,0,0,0.361786535
8.1259,0,1,0,0,0,0,0,0,0.363277859
8.0913,0,1,0,0,0,0,0,0,0.360302119
8.3873,0,1,0,0,0,0,0,0,0.397076615
8.1894,0,1,0,0,0,0,0,0,0.372689475
8.1999,0,1,0,0,0,0,0,0,0.374083649
8.2858,0,1,0,0,0,0,0,0,0.385646917
8.4834,0,1,0,0,0,0,0,0,0.409731097
8.5474,0,1,0,0,0,0,0,0,0.416141409
8.4415,0,1,0,0,0,0,0,0,0.404423665
8.6977,0,1,0,0,0,0,0,0,0.43723475
9.0415,0,1,0,0,0,0,0,0,0.480249867
7.2571,0,1,0,0,0,0,0,0,0.253886985
8.7449,0,1,0,0,0,0,0,0,0.447019632
8.3939,0,1,0,0,0,0,0,0,0.401178589
8.2779,0,1,0,0,0,0,0,0,0.386997863
6.7092,0,1,0,0,0,0,0,0,0.182192674
4.6547,0,1,0,0,0,0,0,0,-0.089907427
5.5038,0,1,0,0,0,0,0,0,0.02094318
8.522,0,1,0,0,0,0,0,0,0.418603302
8.6876,0,1,0,0,0,0,0,0,0.441825528
8.311,0,1,0,0,0,0,0,0,0.391368906
8.3776,0,1,0,0,0,0,0,0,0.400834412
8.3369,0,1,0,0,0,0,0,0,0.395090952
8.44,0,1,0,0,0,0,0,0,0.407712463
8.6089,0,1,0,0,0,0,0,0,0.431723273
8.6388,0,1,0,0,0,0,0,0,0.434187044
8.4238,0,1,0,0,0,0,0,0,0.40653813
8.0719,0,1,0,0,0,0,0,0,0.3599464
7.8773,0,1,0,0,0,0,0,0,0.33495374
8.0909,0,1,0,0,0,0,0,0,0.362466896
8.0047,0,1,0,0,0,0,0,0,0.351840322
6.7984,0,1,0,0,0,0,0,0,0.192832284
7.1165,0,1,0,0,0,0,0,0,0.235550989
7.4326,0,1,0,0,0,0,0,0,0.276745581
7.2561,0,1,0,0,0,0,0,0,0.253257116
7.083,0,1,0,0,0,0,0,0,0.230382803
7.0854,0,1,0,0,0,0,0,0,0.230162194
7.6361,0,1,0,0,0,0,0,0,0.303379602
7.5594,0,1,0,0,0,0,0,0,0.292519328
7.5149,0,1,0,0,0,0,0,0,0.287029715
8.1557,0,1,0,0,0,0,0,0,0.370076911
8.2265,0,1,0,0,0,0,0,0,0.380333763
8.1667,0,1,0,0,0,0,0,0,0.373398112
8.2149,0,1,0,0,0,0,0,0,0.379488192
8.3246,0,1,0,0,0,0,0,0,0.393951829
7.3182,0,1,0,0,0,0,0,0,0.260851521
6.4082,0,1,0,0,0,0,0,0,0.138361785
5.6904,0,1,0,0,0,0,0,0,0.042212692
5.245,0,1,0,0,0,0,0,0,-0.018582546
5.3988,0,1,0,0,0,0,0,0,0.002594871
5.38,0,1,0,0,0,0,0,0,8.00E-05
5.724,0,1,0,0,0,0,0,0,0.047235387
5.5397,0,1,0,0,0,0,0,0,0.008447677
4.2369,0,1,0,0,0,0,0,0,-0.205941137
4.513,0,1,0,0,0,0,0,0,-0.126283716
4.8932,0,1,0,0,0,0,0,0,-0.074825517
5.0183,0,1,0,0,0,0,0,0,-0.056849474
5.2412,0,1,0,0,0,0,0,0,-0.026125284
5.4166,0,1,0,0,0,0,0,0,-0.00189884
5.9577,0,1,0,0,0,0,0,0,0.073045775
7.0038,0,1,0,0,0,0,0,0,0.216638702
6.7095,0,1,0,0,0,0,0,0,0.17602275
6.8658,0,1,0,0,0,0,0,0,0.197609448
7.0897,0,1,0,0,0,0,0,0,0.230867323
11.9298,0,0,1,0,0,0,0,0,0.082286493
13.9058,0,0,1,0,0,0,0,0,0.224304034
11.3691,0,0,1,0,0,0,0,0,0.052120988
11.3955,0,0,1,0,0,0,0,0,0.05331471
9.3807,0,0,1,0,0,0,0,0,-0.084649592
9.7693,0,0,1,0,0,0,0,0,-0.058315738
12.6526,0,0,1,0,0,0,0,0,0.139093291
14.4023,0,0,1,0,0,0,0,0,0.255530381
15.3214,0,0,1,0,0,0,0,0,0.314965146
16.6992,0,0,1,0,0,0,0,0,0.404269293
17.8105,0,0,1,0,0,0,0,0,0.476648427
18.0184,0,0,1,0,0,0,0,0,0.488514342
18.1622,0,0,1,0,0,0,0,0,0.511223001
18.263,0,0,1,0,0,0,0,0,0.518381317
18.3179,0,0,1,0,0,0,0,0,0.522346964
18.4175,0,0,1,0,0,0,0,0,0.528438852
18.5048,0,0,1,0,0,0,0,0,0.533169196
18.3614,0,0,1,0,0,0,0,0,0.52333253
12.7547,0,0,1,0,0,0,0,0,0.146780602
13.0081,0,0,1,0,0,0,0,0,0.164181232
13.4719,0,0,1,0,0,0,0,0,0.19463221
13.4933,0,0,1,0,0,0,0,0,0.196536491
13.3989,0,0,1,0,0,0,0,0,0.192238857
13.394,0,0,1,0,0,0,0,0,0.19202522
13.4667,0,0,1,0,0,0,0,0,0.196550005
13.4752,0,0,1,0,0,0,0,0,0.196782303
12.8864,0,0,1,0,0,0,0,0,0.158893524
12.4308,0,0,1,0,0,0,0,0,0.128923913
12.8181,0,0,1,0,0,0,0,0,0.154141893
12.8411,0,0,1,0,0,0,0,0,0.155246577
12.4295,0,0,1,0,0,0,0,0,0.12903099
12.6259,0,0,1,0,0,0,0,0,0.141022606
12.2815,0,0,1,0,0,0,0,0,0.118229504
11.9569,0,0,1,0,0,0,0,0,0.096613128
12.3718,0,0,1,0,0,0,0,0,0.124220331
13.1219,0,0,1,0,0,0,0,0,0.174547514
12.2081,0,0,1,0,0,0,0,0,0.113462434
11.8053,0,0,1,0,0,0,0,0,0.084565785
14.5617,0,0,1,0,0,0,0,0,0.268646992
15.3573,0,0,1,0,0,0,0,0,0.322136593
16.1261,0,0,1,0,0,0,0,0,0.37192454
16.0404,0,0,1,0,0,0,0,0,0.366615479
16.0524,0,0,1,0,0,0,0,0,0.367273137
12.1309,0,0,1,0,0,0,0,0,0.103525781
12.9043,0,0,1,0,0,0,0,0,0.155992044
12.8548,0,0,1,0,0,0,0,0,0.152201553
12.3293,0,0,1,0,0,0,0,0,0.116950468
11.493,0,0,1,0,0,0,0,0,0.060828936
11.6524,0,0,1,0,0,0,0,0,0.070804916
11.7239,0,0,1,0,0,0,0,0,0.075712034
11.7128,0,0,1,0,0,0,0,0,0.075752216
11.9966,0,0,1,0,0,0,0,0,0.095544051
11.9238,0,0,1,0,0,0,0,0,0.089375635
11.6032,0,0,1,0,0,0,0,0,0.068347948
11.7324,0,0,1,0,0,0,0,0,0.076951563
12.0622,0,0,1,0,0,0,0,0,0.099086867
12.64,0,0,1,0,0,0,0,0,0.138478833
13.4743,0,0,1,0,0,0,0,0,0.195178029
12.3937,0,0,1,0,0,0,0,0,0.122540883
12.6531,0,0,1,0,0,0,0,0,0.139536489
12.8526,0,0,1,0,0,0,0,0,0.153030765
13.133,0,0,1,0,0,0,0,0,0.171341967
12.6491,0,0,1,0,0,0,0,0,0.139676697
12.3025,0,0,1,0,0,0,0,0,0.115305482
11.8258,0,0,1,0,0,0,0,0,0.083167834
11.6458,0,0,1,0,0,0,0,0,0.070807384
11.778,0,0,1,0,0,0,0,0,0.079464864
11.774,0,0,1,0,0,0,0,0,0.079434274
10.6928,0,0,1,0,0,0,0,0,0.005074323
10.9022,0,0,1,0,0,0,0,0,0.019804832
11.3227,0,0,1,0,0,0,0,0,0.048440196
11.6764,0,0,1,0,0,0,0,0,0.073199651
11.9308,0,0,1,0,0,0,0,0,0.090512568
12.4737,0,0,1,0,0,0,0,0,0.127493474
12.851,0,0,1,0,0,0,0,0,0.153098378
12.5909,0,0,1,0,0,0,0,0,0.134702395
12.9414,0,0,1,0,0,0,0,0,0.159204393
13.1823,0,0,1,0,0,0,0,0,0.174936704
12.9258,0,0,1,0,0,0,0,0,0.157859384
13.329,0,0,1,0,0,0,0,0,0.185007373
13.9319,0,0,1,0,0,0,0,0,0.22617115
13.848,0,0,1,0,0,0,0,0,0.220361628
12.9548,0,0,1,0,0,0,0,0,0.160406488
12.4013,0,0,1,0,0,0,0,0,0.122401625
13.9661,0,0,1,0,0,0,0,0,0.229144795
14.2085,0,0,1,0,0,0,0,0,0.245142256
13.7656,0,0,1,0,0,0,0,0,0.215975052
13.7121,0,0,1,0,0,0,0,0,0.212250153
12.726,0,0,1,0,0,0,0,0,0.144535664
13.2354,0,0,1,0,0,0,0,0,0.178583387
13.2135,0,0,1,0,0,0,0,0,0.17746674
14.3457,0,0,1,0,0,0,0,0,0.254805257
14.9991,0,0,1,0,0,0,0,0,0.295747656
15.1687,0,0,1,0,0,0,0,0,0.310035573
15.0878,0,0,1,0,0,0,0,0,0.304951727
14.2511,0,0,1,0,0,0,0,0,0.248213494
14.4724,0,0,1,0,0,0,0,0,0.263822666
14.5815,0,0,1,0,0,0,0,0,0.26986013
14.7944,0,0,1,0,0,0,0,0,0.282699585
14.8331,0,0,1,0,0,0,0,0,0.287283392
14.9222,0,0,1,0,0,0,0,0,0.29344771
15.0176,0,0,1,0,0,0,0,0,0.299164105
15.0096,0,0,1,0,0,0,0,0,0.297920292
14.9924,0,0,1,0,0,0,0,0,0.296630748
14.9871,0,0,1,0,0,0,0,0,0.296518118
15.0134,0,0,1,0,0,0,0,0,0.299278258
14.9575,0,0,1,0,0,0,0,0,0.295652223
14.0723,0,0,1,0,0,0,0,0,0.234771559
13.8602,0,0,1,0,0,0,0,0,0.221388233
14.3393,0,0,1,0,0,0,0,0,0.253636555
14.6404,0,0,1,0,0,0,0,0,0.274171995
