DepRate,D1,D2,D3,D4,D5,D6,D7,D8,Theta
15.034,0,0,1,0,0,0,0,0,0.301139279
14.8851,0,0,1,0,0,0,0,0,0.290563657
14.8415,0,0,1,0,0,0,0,0,0.286622055
14.9876,0,0,1,0,0,0,0,0,0.296085079
15.1442,0,0,1,0,0,0,0,0,0.306916655
15.1249,0,0,1,0,0,0,0,0,0.306195772
15.1405,0,0,1,0,0,0,0,0,0.307530527
15.1336,0,0,1,0,0,0,0,0,0.304737908
14.7035,0,0,1,0,0,0,0,0,0.277768956
15.1074,0,0,1,0,0,0,0,0,0.306378748
17.6526,0,0,1,0,0,0,0,0,0.478907554
17.9123,0,0,1,0,0,0,0,0,0.495714098
18.3235,0,0,1,0,0,0,0,0,0.5236387
18.9338,0,0,1,0,0,0,0,0,0.564434796
12.7224,0,0,1,0,0,0,0,0,0.136814327
8.9368,0,0,0,1,0,0,0,0,0.039907356
8.9376,0,0,0,1,0,0,0,0,0.03987239
9.9278,0,0,0,1,0,0,0,0,0.122325815
13.2072,0,0,0,1,0,0,0,0,0.391985916
13.0384,0,0,0,1,0,0,0,0,0.378987053
13.0318,0,0,0,1,0,0,0,0,0.377927495
13.581,0,0,0,1,0,0,0,0,0.42328951
13.997,0,0,0,1,0,0,0,0,0.456960006
14.3742,0,0,0,1,0,0,0,0,0.48854234
13.7635,0,0,0,1,0,0,0,0,0.439086608
13.1977,0,0,0,1,0,0,0,0,0.39311332
13.6587,0,0,0,1,0,0,0,0,0.431199896
13.0809,0,0,0,1,0,0,0,0,0.383044158
9.7193,0,0,0,1,0,0,0,0,0.104531813
13.8915,0,0,0,1,0,0,0,0,0.45179427
13.7046,0,0,0,1,0,0,0,0,0.436842833
12.4202,0,0,0,1,0,0,0,0,0.331212239
12.6276,0,0,0,1,0,0,0,0,0.348160662
12.6832,0,0,0,1,0,0,0,0,0.35271389
11.5547,0,0,0,1,0,0,0,0,0.259590851
10.2859,0,0,0,1,0,0,0,0,0.142996413
13.9993,0,0,0,1,0,0,0,0,0.475644465
14.3472,0,0,0,1,0,0,0,0,0.505304115
14.6245,0,0,0,1,0,0,0,0,0.530854491
14.3077,0,0,0,1,0,0,0,0,0.50255025
14.9976,0,0,0,1,0,0,0,0,0.562326473
15.2887,0,0,0,1,0,0,0,0,0.587294979
13.5394,0,0,0,1,0,0,0,0,0.433768092
12.1076,0,0,0,1,0,0,0,0,0.307073398
14.4315,0,0,0,1,0,0,0,0,0.510202329
14.5617,0,0,0,1,0,0,0,0,0.522128721
14.6749,0,0,0,1,0,0,0,0,0.531855391
14.6655,0,0,0,1,0,0,0,0,0.531862884
14.8204,0,0,0,1,0,0,0,0,0.546966236
14.6784,0,0,0,1,0,0,0,0,0.532159748
14.4315,0,0,0,1,0,0,0,0,0.513572163
14.3852,0,0,0,1,0,0,0,0,0.509827761
13.5077,0,0,0,1,0,0,0,0,0.432420299
13.0333,0,0,0,1,0,0,0,0,0.391359233
12.9026,0,0,0,1,0,0,0,0,0.379544257
12.8652,0,0,0,1,0,0,0,0,0.376725346
12.8133,0,0,0,1,0,0,0,0,0.371176342
11.7103,0,0,0,1,0,0,0,0,0.273819901
10.5447,0,0,0,1,0,0,0,0,0.173046728
10.1659,0,0,0,1,0,0,0,0,0.138789802
11.6589,0,0,0,1,0,0,0,0,0.270700854
11.9232,0,0,0,1,0,0,0,0,0.293298837
12.5318,0,0,0,1,0,0,0,0,0.346834205
13.3999,0,0,0,1,0,0,0,0,0.422259794
13.4437,0,0,0,1,0,0,0,0,0.42621516
13.6654,0,0,0,1,0,0,0,0,0.444168756
14.249,0,0,0,1,0,0,0,0,0.495807926
14.4531,0,0,0,1,0,0,0,0,0.512748342
6.7985,0,0,0,1,0,0,0,0,-0.16987549
6.6129,0,0,0,1,0,0,0,0,-0.200346752
6.8231,0,0,0,1,0,0,0,0,-0.181319127
9.4326,0,0,0,1,0,0,0,0,0.065723834
11.0139,0,0,0,1,0,0,0,0,0.203507288
10.8262,0,0,0,1,0,0,0,0,0.188031067
11.0555,0,0,0,1,0,0,0,0,0.208820019
10.9635,0,0,0,1,0,0,0,0,0.20124724
10.8167,0,0,0,1,0,0,0,0,0.18725891
10.6175,0,0,0,1,0,0,0,0,0.170992798
10.4213,0,0,0,1,0,0,0,0,0.154118489
10.5329,0,0,0,1,0,0,0,0,0.16479717
10.5746,0,0,0,1,0,0,0,0,0.168700795
9.9491,0,0,0,1,0,0,0,0,0.11952278
9.1609,0,0,0,1,0,0,0,0,0.058571239
9.2826,0,0,0,1,0,0,0,0,0.06593353
8.513,0,0,0,1,0,0,0,0,0.000130066
7.4755,0,0,0,1,0,0,0,0,-0.089665509
7.1899,0,0,0,1,0,0,0,0,-0.11452983
6.9955,0,0,0,1,0,0,0,0,-0.131851134
6.7351,0,0,0,1,0,0,0,0,-0.154313169
7.0548,0,0,0,1,0,0,0,0,-0.12690408
8.0202,0,0,0,1,0,0,0,0,-0.043383729
8.6207,0,0,0,1,0,0,0,0,0.008832331
8.8862,0,0,0,1,0,0,0,0,0.032345844
8.7111,0,0,0,1,0,0,0,0,0.015257626
8.5457,0,0,0,1,0,0,0,0,0.002267353
8.5845,0,0,0,1,0,0,0,0,0.005911423
7.9261,0,0,0,1,0,0,0,0,-0.050099926
7.2812,0,0,0,1,0,0,0,0,-0.105087088
7.2067,0,0,0,1,0,0,0,0,-0.111400048
7.4559,0,0,0,1,0,0,0,0,-0.090599797
7.655,0,0,0,1,0,0,0,0,-0.073447705
7.7103,0,0,0,1,0,0,0,0,-0.068763023
8.5375,0,0,0,1,0,0,0,0,0.001247889
9.6524,0,0,0,1,0,0,0,0,0.097388706
10.3364,0,0,0,1,0,0,0,0,0.155334
10.8695,0,0,0,1,0,0,0,0,0.200808033
10.5202,0,0,0,1,0,0,0,0,0.171218623
10.0339,0,0,0,1,0,0,0,0,0.129533588
10.0045,0,0,0,1,0,0,0,0,0.127225375
9.7253,0,0,0,1,0,0,0,0,0.10367002
9.7929,0,0,0,1,0,0,0,0,0.108412303
9.7574,0,0,0,1,0,0,0,0,0.104927377
9.8455,0,0,0,1,0,0,0,0,0.112114174
9.5818,0,0,0,1,0,0,0,0,0.090351674
9.5385,0,0,0,1,0,0,0,0,0.086821935
9.4374,0,0,0,1,0,0,0,0,0.078302318
9.575,0,0,0,1,0,0,0,0,0.089264287
9.4323,0,0,0,1,0,0,0,0,0.077052159
8.4988,0,0,0,1,0,0,0,0,-0.001299396
7.6642,0,0,0,1,0,0,0,0,-0.072737434
7.7647,0,0,0,1,0,0,0,0,-0.064146661
8.3522,0,0,0,1,0,0,0,0,-0.014758966
8.7031,0,0,0,1,0,0,0,0,0.015958432
8.6798,0,0,0,1,0,0,0,0,0.013486379
8.8229,0,0,0,1,0,0,0,0,0.025858923
8.8059,0,0,0,1,0,0,0,0,0.024634895
8.7144,0,0,0,1,0,0,0,0,0.017314869
8.7481,0,0,0,1,0,0,0,0,0.019773198
8.7362,0,0,0,1,0,0,0,0,0.018573217
11.3689,0,0,0,1,0,0,0,0,0.242103513
12.748,0,0,0,1,0,0,0,0,0.358101674
12.8271,0,0,0,1,0,0,0,0,0.365478509
13.1551,0,0,0,1,0,0,0,0,0.393124885
13.16,0,0,0,1,0,0,0,0,0.393126362
10.2818,0,0,0,1,0,0,0,0,0.147788632
8.5286,0,0,0,1,0,0,0,0,-0.002622781
8.925,0,0,0,1,0,0,0,0,0.031149345
8.9561,0,0,0,1,0,0,0,0,0.032769412
8.9817,0,0,0,1,0,0,0,0,0.035248902
9.2433,0,0,0,1,0,0,0,0,0.057635648
9.5662,0,0,0,1,0,0,0,0,0.086105265
9.909,0,0,0,1,0,0,0,0,0.114405569
9.811,0,0,0,1,0,0,0,0,0.107253572
9.4565,0,0,0,1,0,0,0,0,0.07648667
9.0607,0,0,0,1,0,0,0,0,0.043113642
8.9034,0,0,0,1,0,0,0,0,0.029476724
9.0102,0,0,0,1,0,0,0,0,0.038183915
10.2332,0,0,0,1,0,0,0,0,0.14320359
9.6055,0,0,0,1,0,0,0,0,0.088953907
9.6229,0,0,0,1,0,0,0,0,0.091343585
9.3828,0,0,0,1,0,0,0,0,0.070321761
8.766,0,0,0,1,0,0,0,0,0.016295193
8.9233,0,0,0,1,0,0,0,0,0.029774447
8.8809,0,0,0,1,0,0,0,0,0.026372904
8.7434,0,0,0,1,0,0,0,0,0.015479164
8.6964,0,0,0,1,0,0,0,0,0.010650499
8.8027,0,0,0,1,0,0,0,0,0.020592862
9.1035,0,0,0,1,0,0,0,0,0.046540151
8.9312,0,0,0,1,0,0,0,0,0.03180069
8.9989,0,0,0,1,0,0,0,0,0.036685648
9.0557,0,0,0,1,0,0,0,0,0.041627765
9.0187,0,0,0,1,0,0,0,0,0.038413522
9.1503,0,0,0,1,0,0,0,0,0.049293076
9.3593,0,0,0,1,0,0,0,0,0.06648868
9.5167,0,0,0,1,0,0,0,0,0.080286467
9.3018,0,0,0,1,0,0,0,0,0.06197541
9.6113,0,0,0,1,0,0,0,0,0.089044112
9.4373,0,0,0,1,0,0,0,0,0.074617264
9.5932,0,0,0,1,0,0,0,0,0.088251897
8.6224,0,0,0,1,0,0,0,0,0.004304538
8.5285,0,0,0,1,0,0,0,0,-0.003104017
8.6096,0,0,0,1,0,0,0,0,0.003110228
8.8177,0,0,0,1,0,0,0,0,0.021757588
8.7688,0,0,0,1,0,0,0,0,0.017003767
8.7958,0,0,0,1,0,0,0,0,0.019603356
8.8879,0,0,0,1,0,0,0,0,0.027974816
8.8525,0,0,0,1,0,0,0,0,0.024525483
9.1802,0,0,0,1,0,0,0,0,0.053324318
8.6392,0,0,0,1,0,0,0,0,0.005966202
8.9235,0,0,0,1,0,0,0,0,0.030952945
9.3777,0,0,0,1,0,0,0,0,0.070972628
9.7482,0,0,0,1,0,0,0,0,0.102196426
10.1799,0,0,0,1,0,0,0,0,0.139577803
10.413,0,0,0,1,0,0,0,0,0.159418234
11.337,0,0,0,1,0,0,0,0,0.237645818
10.6732,0,0,0,1,0,0,0,0,0.177198116
10.9,0,0,0,1,0,0,0,0,0.200017454
11.2333,0,0,0,1,0,0,0,0,0.22953327
10.4875,0,0,0,1,0,0,0,0,0.16527008
10.0331,0,0,0,1,0,0,0,0,0.124827486
9.8523,0,0,0,1,0,0,0,0,0.109702807
9.5809,0,0,0,1,0,0,0,0,0.085765789
9.5025,0,0,0,1,0,0,0,0,0.078383102
10.0809,0,0,0,1,0,0,0,0,0.12918312
9.9224,0,0,0,1,0,0,0,0,0.115287978
10.1122,0,0,0,1,0,0,0,0,0.132943488
10.0543,0,0,0,1,0,0,0,0,0.127890224
9.8943,0,0,0,1,0,0,0,0,0.112840472
9.44,0,0,0,1,0,0,0,0,0.073778666
9.2212,0,0,0,1,0,0,0,0,0.054861497
8.9303,0,0,0,1,0,0,0,0,0.029492354
8.875,0,0,0,1,0,0,0,0,0.024423452
8.7698,0,0,0,1,0,0,0,0,0.014249473
8.3115,0,0,0,1,0,0,0,0,-0.025347594
8.5689,0,0,0,1,0,0,0,0,-0.002290556
8.3565,0,0,0,1,0,0,0,0,-0.021512714
10.9371,0,0,0,1,0,0,0,0,0.204410415
12.9184,0,0,0,1,0,0,0,0,0.379216109
13.6376,0,0,0,1,0,0,0,0,0.441845909
13.3011,0,0,0,1,0,0,0,0,0.410885959
11.9072,0,0,0,1,0,0,0,0,0.289873341
11.411,0,0,0,1,0,0,0,0,0.253442995
11.9497,0,0,0,1,0,0,0,0,0.294103816
12.1089,0,0,0,1,0,0,0,0,0.305653649
11.8714,0,0,0,1,0,0,0,0,0.288074929
13.8965,0,0,0,1,0,0,0,0,0.452708141
14.972,0,0,0,1,0,0,0,0,0.54947318
15.1374,0,0,0,1,0,0,0,0,0.563533927
15.2071,0,0,0,1,0,0,0,0,0.569062472
12.1532,0,0,0,1,0,0,0,0,0.307838745
9.9218,0,0,0,1,0,0,0,0,0.137719185
14.3645,0,0,0,1,0,0,0,0,0.497019795
15.0482,0,0,0,1,0,0,0,0,0.555883373
9.0251,0,0,0,1,0,0,0,0,0.057165197
1.2085,0,0,0,0,1,0,0,0,-1.375496754
6.3657,0,0,0,0,1,0,0,0,-0.216606926
6.7531,0,0,0,0,1,0,0,0,-0.177704286
6.9652,0,0,0,0,1,0,0,0,-0.157117001
9.0028,0,0,0,0,1,0,0,0,0.044323765
9.7511,0,0,0,0,1,0,0,0,0.117934033
9.6382,0,0,0,0,1,0,0,0,0.107392045
9.7802,0,0,0,0,1,0,0,0,0.121233081
9.5305,0,0,0,0,1,0,0,0,0.096639914
8.2374,0,0,0,0,1,0,0,0,-0.013491566
8.1819,0,0,0,0,1,0,0,0,-0.036540293
7.897,0,0,0,0,1,0,0,0,-0.055021845
8.458,0,0,0,0,1,0,0,0,-0.000213206
9.0006,0,0,0,0,1,0,0,0,0.050377427
8.461,0,0,0,0,1,0,0,0,-0.00029731
8.4921,0,0,0,0,1,0,0,0,0.002308905
8.3367,0,0,0,0,1,0,0,0,-0.01224233
8.164,0,0,0,0,1,0,0,0,-0.024939402
8.2674,0,0,0,0,1,0,0,0,-0.01471402
8.0134,0,0,0,0,1,0,0,0,-0.038045752
7.6101,0,0,0,0,1,0,0,0,-0.075678635
8.649,0,0,0,0,1,0,0,0,0.020234138
8.9569,0,0,0,0,1,0,0,0,0.048518442
9.2078,0,0,0,0,1,0,0,0,0.071711895
9.1828,0,0,0,0,1,0,0,0,0.070431191
9.0107,0,0,0,0,1,0,0,0,0.053671492
9.0201,0,0,0,0,1,0,0,0,0.055118296
8.7161,0,0,0,0,1,0,0,0,0.02737151
8.8966,0,0,0,0,1,0,0,0,0.044704632
9.507,0,0,0,0,1,0,0,0,0.098741193
9.2327,0,0,0,0,1,0,0,0,0.073443266
9.5844,0,0,0,0,1,0,0,0,0.105971054
10.1338,0,0,0,0,1,0,0,0,0.158091604
10.1027,0,0,0,0,1,0,0,0,0.154343812
9.3881,0,0,0,0,1,0,0,0,0.088186257
8.9928,0,0,0,0,1,0,0,0,0.05139874
9.159,0,0,0,0,1,0,0,0,0.067328143
9.1818,0,0,0,0,1,0,0,0,0.069309814
9.1,0,0,0,0,1,0,0,0,0.063143471
9.1506,0,0,0,0,1,0,0,0,0.067396728
9.0461,0,0,0,0,1,0,0,0,0.058642591
9.881,0,0,0,0,1,0,0,0,0.1364317
10.4875,0,0,0,0,1,0,0,0,0.19188402
10.2747,0,0,0,0,1,0,0,0,0.172224516
10.178,0,0,0,0,1,0,0,0,0.163080031
10.3466,0,0,0,0,1,0,0,0,0.178463375
10.2648,0,0,0,0,1,0,0,0,0.171073012
10.0473,0,0,0,0,1,0,0,0,0.150688372
9.8368,0,0,0,0,1,0,0,0,0.131121233
9.856,0,0,0,0,1,0,0,0,0.13393467
9.7893,0,0,0,0,1,0,0,0,0.127521628
9.6898,0,0,0,0,1,0,0,0,0.11864684
10.2098,0,0,0,0,1,0,0,0,0.166450116
10.7984,0,0,0,0,1,0,0,0,0.222354598
11.4626,0,0,0,0,1,0,0,0,0.281501943
11.1224,0,0,0,0,1,0,0,0,0.25022542
10.9875,0,0,0,0,1,0,0,0,0.238885481
9.9642,0,0,0,0,1,0,0,0,0.142221548
9.5228,0,0,0,0,1,0,0,0,0.103040834
8.4229,0,0,0,0,1,0,0,0,-1.02E-05
8.4615,0,0,0,0,1,0,0,0,0.003539029
8.2849,0,0,0,0,1,0,0,0,-0.013348648
8.1111,0,0,0,0,1,0,0,0,-0.029113282
7.6078,0,0,0,0,1,0,0,0,-0.075995911
7.7522,0,0,0,0,1,0,0,0,-0.063132701
7.9077,0,0,0,0,1,0,0,0,-0.048964337
7.5792,0,0,0,0,1,0,0,0,-0.078578298
7.6025,0,0,0,0,1,0,0,0,-0.077224712
7.4819,0,0,0,0,1,0,0,0,-0.087282341
8.0882,0,0,0,0,1,0,0,0,-0.030925009
8.8748,0,0,0,0,1,0,0,0,0.042204191
9.4017,0,0,0,0,1,0,0,0,0.091928879
10.1173,0,0,0,0,1,0,0,0,0.158180941
10.7113,0,0,0,0,1,0,0,0,0.214645602
11.2215,0,0,0,0,1,0,0,0,0.264534424
11.5021,0,0,0,0,1,0,0,0,0.289912007
11.6779,0,0,0,0,1,0,0,0,0.30563477
12.2193,0,0,0,0,1,0,0,0,0.356111231
12.2408,0,0,0,0,1,0,0,0,0.356992853
11.9944,0,0,0,0,1,0,0,0,0.336396774
11.8619,0,0,0,0,1,0,0,0,0.323045662
12.0937,0,0,0,0,1,0,0,0,0.345720208
11.8459,0,0,0,0,1,0,0,0,0.322925783
8.8748,0,0,0,0,1,0,0,0,0.043660523
8.7096,0,0,0,0,1,0,0,0,0.02920122
8.4954,0,0,0,0,1,0,0,0,0.008234701
7.8864,0,0,0,0,1,0,0,0,-0.048464008
7.9074,0,0,0,0,1,0,0,0,-0.047002477
8.0465,0,0,0,0,1,0,0,0,-0.03399618
8.7477,0,0,0,0,1,0,0,0,0.032433049
10.6611,0,0,0,0,1,0,0,0,0.213647165
11.6146,0,0,0,0,1,0,0,0,0.303791272
11.8293,0,0,0,0,1,0,0,0,0.322831263
11.8204,0,0,0,0,1,0,0,0,0.321842492
10.9718,0,0,0,0,1,0,0,0,0.243634309
10.9822,0,0,0,0,1,0,0,0,0.24324225
11.2605,0,0,0,0,1,0,0,0,0.269399712
11.1131,0,0,0,0,1,0,0,0,0.255195017
10.3155,0,0,0,0,1,0,0,0,0.180697319
10.0101,0,0,0,0,1,0,0,0,0.152300344
10.0082,0,0,0,0,1,0,0,0,0.1523457
12.8748,0,0,0,0,1,0,0,0,0.420827517
13.092,0,0,0,0,1,0,0,0,0.438395764
11.5105,0,0,0,0,1,0,0,0,0.291835676
11.0422,0,0,0,0,1,0,0,0,0.247696653
11.1949,0,0,0,0,1,0,0,0,0.263780037
11.3806,0,0,0,0,1,0,0,0,0.28123597
10.9916,0,0,0,0,1,0,0,0,0.244265888
11.0486,0,0,0,0,1,0,0,0,0.250220293
11.038,0,0,0,0,1,0,0,0,0.248223014
11.7944,0,0,0,0,1,0,0,0,0.31994743
11.6416,0,0,0,0,1,0,0,0,0.30510394
12.1041,0,0,0,0,1,0,0,0,0.348530422
13.3151,0,0,0,0,1,0,0,0,0.461499106
12.3258,0,0,0,0,1,0,0,0,0.370823653
10.8831,0,0,0,0,1,0,0,0,0.233103856
6.4672,0,0,0,0,1,0,0,0,-0.254779293
7.2044,0,0,0,0,0,1,0,0,-0.014463513
13.0988,0,0,0,0,0,1,0,0,0.564058304
14.1067,0,0,0,0,0,1,0,0,0.65162487
8.9522,0,0,0,0,0,1,0,0,0.148288577
9.5917,0,0,0,0,0,1,0,0,0.210771894
9.4163,0,0,0,0,0,1,0,0,0.194296446
9.6157,0,0,0,0,0,1,0,0,0.214104985
9.8291,0,0,0,0,0,1,0,0,0.234948415
9.6474,0,0,0,0,0,1,0,0,0.216604681
9.6996,0,0,0,0,0,1,0,0,0.222784145
10.0555,0,0,0,0,0,1,0,0,0.256881873
10.4975,0,0,0,0,0,1,0,0,0.299497672
10.5819,0,0,0,0,0,1,0,0,0.308362491
10.5169,0,0,0,0,0,1,0,0,0.301642223
11.1982,0,0,0,0,0,1,0,0,0.366856178
12.4017,0,0,0,0,0,1,0,0,0.482920667
13.3442,0,0,0,0,0,1,0,0,0.57124534
13.5435,0,0,0,0,0,1,0,0,0.592335053
13.6832,0,0,0,0,0,1,0,0,0.611715212
12.5,0,0,0,0,0,1,0,0,0.498220158
13.241,0,0,0,0,0,1,0,0,0.571206525
14.2355,0,0,0,0,0,1,0,0,0.668147222
14.0125,0,0,0,0,0,1,0,0,0.654369669
13.7875,0,0,0,0,0,1,0,0,0.636488893
13.6394,0,0,0,0,0,1,0,0,0.620220934
13.7149,0,0,0,0,0,1,0,0,0.628928971
13.5441,0,0,0,0,0,1,0,0,0.611786917
14.0029,0,0,0,0,0,1,0,0,0.662047619
14.1448,0,0,0,0,0,1,0,0,0.675452835
13.5577,0,0,0,0,0,1,0,0,0.623811777
12.1981,0,0,0,0,0,1,0,0,0.485346781
11.1178,0,0,0,0,0,1,0,0,0.368838719
10.3596,0,0,0,0,0,1,0,0,0.291211207
9.7706,0,0,0,0,0,1,0,0,0.228898742
8.8747,0,0,0,0,0,1,0,0,0.13449319
8.7723,0,0,0,0,0,1,0,0,0.124581183
8.7133,0,0,0,0,0,1,0,0,0.117738674
8.668,0,0,0,0,0,1,0,0,0.113621409
8.15,0,0,0,0,0,1,0,0,0.058701242
8.6694,0,0,0,0,0,1,0,0,0.114440423
9.4364,0,0,0,0,0,1,0,0,0.196045285
10.2232,0,0,0,0,0,1,0,0,0.277987541
10.7168,0,0,0,0,0,1,0,0,0.329019482
10.6431,0,0,0,0,0,1,0,0,0.321374383
10.589,0,0,0,0,0,1,0,0,0.31626513
10.8366,0,0,0,0,0,1,0,0,0.342759114
9.6779,0,0,0,0,0,1,0,0,0.220255722
9.7975,0,0,0,0,0,1,0,0,0.232569356
9.9819,0,0,0,0,0,1,0,0,0.252594398
10.0763,0,0,0,0,0,1,0,0,0.262440288
10.1922,0,0,0,0,0,1,0,0,0.275722263
10.1506,0,0,0,0,0,1,0,0,0.269907815
10.4061,0,0,0,0,0,1,0,0,0.296911564
10.7738,0,0,0,0,0,1,0,0,0.336083869
11.0601,0,0,0,0,0,1,0,0,0.364196691
10.6435,0,0,0,0,0,1,0,0,0.32178791
10.9163,0,0,0,0,0,1,0,0,0.351672419
10.5712,0,0,0,0,0,1,0,0,0.314895939
7.3492,0,0,0,0,0,1,0,0,-0.028080884
8.1392,0,0,0,0,0,1,0,0,0.057012608
7.6735,0,0,0,0,0,1,0,0,0.00712879
7.3308,0,0,0,0,0,1,0,0,-0.029342306
7.3173,0,0,0,0,0,1,0,0,-0.030645943
8.4111,0,0,0,0,0,1,0,0,0.085458065
9.415,0,0,0,0,0,1,0,0,0.192408141
9.5632,0,0,0,0,0,1,0,0,0.207309091
9.5951,0,0,0,0,0,1,0,0,0.20942995
9.5892,0,0,0,0,0,1,0,0,0.210131728
10.121,0,0,0,0,0,1,0,0,0.266408659
10.2277,0,0,0,0,0,1,0,0,0.276575801
10.2756,0,0,0,0,0,1,0,0,0.282371325
10.2262,0,0,0,0,0,1,0,0,0.277454794
10.0962,0,0,0,0,0,1,0,0,0.264003911
10.2295,0,0,0,0,0,1,0,0,0.278609122
10.5679,0,0,0,0,0,1,0,0,0.313325801
10.5732,0,0,0,0,0,1,0,0,0.314907003
10.4394,0,0,0,0,0,1,0,0,0.300151749
10.1984,0,0,0,0,0,1,0,0,0.274764024
9.5392,0,0,0,0,0,1,0,0,0.205388889
9.3919,0,0,0,0,0,1,0,0,0.18938754
9.557,0,0,0,0,0,1,0,0,0.206337222
9.6344,0,0,0,0,0,1,0,0,0.214294983
9.5659,0,0,0,0,0,1,0,0,0.207845756
9.6411,0,0,0,0,0,1,0,0,0.215973562
9.8579,0,0,0,0,0,1,0,0,0.239058065
8.8848,0,0,0,0,0,1,0,0,0.135500378
8.6338,0,0,0,0,0,1,0,0,0.108647903
8.7475,0,0,0,0,0,1,0,0,0.121024126
9.2787,0,0,0,0,0,1,0,0,0.1773885
9.3641,0,0,0,0,0,1,0,0,0.186635646
8.8874,0,0,0,0,0,1,0,0,0.135407428
8.542,0,0,0,0,0,1,0,0,0.099400893
9.165,0,0,0,0,0,1,0,0,0.16466741
9.903,0,0,0,0,0,1,0,0,0.24305103
10.2134,0,0,0,0,0,1,0,0,0.274753537
10.4042,0,0,0,0,0,1,0,0,0.293808686
9.3438,0,0,0,0,0,1,0,0,0.182621683
8.592,0,0,0,0,0,1,0,0,0.104210617
10.497,0,0,0,0,0,1,0,0,0.304781941
10.8997,0,0,0,0,0,1,0,0,0.346467685
11.3127,0,0,0,0,0,1,0,0,0.388173573
10.4775,0,0,0,0,0,1,0,0,0.30174146
9.8687,0,0,0,0,0,1,0,0,0.237356918
10.2261,0,0,0,0,0,1,0,0,0.274590804
11.3329,0,0,0,0,0,1,0,0,0.384907689
10.0375,0,0,0,0,0,1,0,0,0.256544216
10.0405,0,0,0,0,0,1,0,0,0.257579866
9.5042,0,0,0,0,0,1,0,0,0.204973807
9.9817,0,0,0,0,0,1,0,0,0.25167532
9.7837,0,0,0,0,0,1,0,0,0.232083724
9.5934,0,0,0,0,0,1,0,0,0.213688035
10.1409,0,0,0,0,0,1,0,0,0.26794661
10.8071,0,0,0,0,0,1,0,0,0.333823231
10.4519,0,0,0,0,0,1,0,0,0.29832391
9.0241,0,0,0,0,0,1,0,0,0.153884495
7.3632,0,0,0,0,0,1,0,0,-0.016818141
7.3338,0,0,0,0,0,1,0,0,-0.01938684
7.4442,0,0,0,0,0,1,0,0,-0.007765808
7.8335,0,0,0,0,0,1,0,0,0.032461362
8.007,0,0,0,0,0,1,0,0,0.049302132
8.2392,0,0,0,0,0,1,0,0,0.07390474
8.5919,0,0,0,0,0,1,0,0,0.109892295
8.9257,0,0,0,0,0,1,0,0,0.143203226
8.5158,0,0,0,0,0,1,0,0,0.101953734
8.4266,0,0,0,0,0,1,0,0,0.093141432
8.4056,0,0,0,0,0,1,0,0,0.090621575
7.6991,0,0,0,0,0,1,0,0,0.018202016
6.1975,0,0,0,0,0,1,0,0,-0.136644334
5.9777,0,0,0,0,0,1,0,0,-0.158913622
6.8209,0,0,0,0,0,1,0,0,-0.072679511
7.5808,0,0,0,0,0,1,0,0,0.006519886
12.9753,0,0,0,0,0,1,0,0,0.552467713
10.6647,0,0,0,0,0,1,0,0,0.317725182
8.5221,0,0,0,0,0,1,0,0,0.115181718
8.6702,0,0,0,0,0,1,0,0,0.131374453
9.1137,0,0,0,0,0,1,0,0,0.170780315
9.4644,0,0,0,0,0,1,0,0,0.197171389
10.2491,0,0,0,0,0,1,0,0,0.277466602
11.3149,0,0,0,0,0,1,0,0,0.384862982
12.4113,0,0,0,0,0,1,0,0,0.504004689
10.8911,0,0,0,0,0,1,0,0,0.344132048
10.1695,0,0,0,0,0,1,0,0,0.268607338
9.764,0,0,0,0,0,1,0,0,0.225506402
9.8516,0,0,0,0,0,1,0,0,0.235574101
9.7313,0,0,0,0,0,1,0,0,0.223361483
9.4375,0,0,0,0,0,1,0,0,0.193328795
9.5301,0,0,0,0,0,1,0,0,0.203146125
9.4185,0,0,0,0,0,1,0,0,0.191095012
9.2574,0,0,0,0,0,1,0,0,0.175526863
9.0424,0,0,0,0,0,1,0,0,0.153150991
9.1908,0,0,0,0,0,1,0,0,0.16690701
9.1968,0,0,0,0,0,1,0,0,0.167614881
8.5462,0,0,0,0,0,1,0,0,0.098077469
7.7637,0,0,0,0,0,1,0,0,0.036659586
6.6356,0,0,0,0,0,1,0,0,-0.058600122
6.7139,0,0,0,0,0,1,0,0,-0.057185312
6.2966,0,0,0,0,0,1,0,0,-0.097004092
6.683,0,0,0,0,0,1,0,0,-0.059486268
6.8151,0,0,0,0,0,1,0,0,-0.047447913
7.1051,0,0,0,0,0,1,0,0,-0.025296274
7.2174,0,0,0,0,0,1,0,0,-0.03981514
8.9535,0,0,0,0,0,1,0,0,0.136641159
9.509,0,0,0,0,0,1,0,0,0.19621884
9.485,0,0,0,0,0,1,0,0,0.195088683
9.9522,0,0,0,0,0,1,0,0,0.245929337
9.3859,0,0,0,0,0,1,0,0,0.185692472
8.868,0,0,0,0,0,1,0,0,0.135076189
8.9712,0,0,0,0,0,1,0,0,0.145327908
8.5397,0,0,0,0,0,1,0,0,0.100638913
8.4336,0,0,0,0,0,1,0,0,0.089647734
8.7513,0,0,0,0,0,1,0,0,0.123649544
8.7048,0,0,0,0,0,1,0,0,0.119751945
8.5938,0,0,0,0,0,1,0,0,0.107877645
8.4985,0,0,0,0,0,1,0,0,0.097593387
7.7547,0,0,0,0,0,1,0,0,0.020351577
