DepRate,D1,D2,D3,D4,D5,D6,D7,D8,KerFeed,KerTemp,WaterLev,BrineLev,WaterpH,WCBootLev,ECPdP,ECPLev,ReactorIP,ReactordP,ReactorCauLev,ClaydP,ClayOP,KerFeed,KerTemp,WaterLev,BrineLev,WaterpH,WCBootLev,ECPdP,ECPLev,ReactorIP,ReactordP,ReactorCauLev,ClaydP,ClayOP
7.0125,0,1,0,0,0,0,0,0,7.66,32.69,32.8728,45.873,12.10000038,38.18,20,79.49,797.21,24.6,61.26,49.86,679.99,0.25539054,-0.736552566,-0.885534442,0.69191064,0.596472423,-0.716646923,-0.217210622,0.017270375,0.530535936,0.372585491,0.496594625,-0.15661485,0.210501369
6.8162,0,1,0,0,0,0,0,0,7.45,32.4,32.8431,37.1384,11.30000019,37.44,20,79.5,789.96,23.98,64.52,48.15,680.01,0.122096449,-0.827521245,-0.888048815,-0.36206213,-0.539021053,-0.783230675,-0.217210622,0.018751727,0.44430925,0.321699137,0.745671295,-0.231987898,0.210825243
6.723,0,1,0,0,0,0,0,0,7.35,31.99,33.0804,36.8809,12.30000019,36.17,20,79.5,785.02,23.84,67.16,47.15,680.08,0.058623072,-0.956132137,-0.867959228,-0.393133729,0.880345455,-0.897502789,-0.217210622,0.018751727,0.38555617,0.31020867,0.947377556,-0.276065703,0.211958803
6.699,0,1,0,0,0,0,0,0,7.32,31.49,34.9243,31.2135,12.30000019,55.05,19.88,79.48,789.86,23.74,50.68,48.09,683.68,0.039581059,-1.112974687,-0.711856448,-1.076998505,0.880345455,0.801282661,-0.254890236,0.015789023,0.443119916,0.302001193,-0.311758495,-0.234632566,0.270256182
6.6458,0,1,0,0,0,0,0,0,7.26,31.52,35.288,29.7276,12.39999962,73.46,19.82,79.35,794.79,23.53,44.27,49.22,688.07,0.001497033,-1.103564134,-0.68106596,-1.256296714,1.022281296,2.457778431,-0.273730044,-0.003468554,0.501754063,0.284765493,-0.801507408,-0.184824646,0.341346597
6.5759,0,1,0,0,0,0,0,0,7.19,32.27,34.5924,34.8915,12.39999962,41.14,19.92,79.39,792.38,25.66,40.54,49.83,684.13,-0.042934331,-0.868300309,-0.739954779,-0.633187472,1.022281296,-0.450311916,-0.242330365,0.002456854,0.473091123,0.459584742,-1.086493905,-0.157937185,0.277543355
6.2886,0,1,0,0,0,0,0,0,6.87,32.5,33.1142,37.561,12.5,43.23,20,79.51,766.35,23.46,39.66,46.55,680.02,-0.246049136,-0.796152735,-0.865097753,-0.311068508,1.164218487,-0.262257806,-0.217210622,0.020233079,0.163507586,0.279020259,-1.153729326,-0.302512387,0.21098718
6.0645,0,1,0,0,0,0,0,0,6.63,31.98,32.829,37.4099,11.5,34.04,20,79.49,757.79,22.05,35.3,45.21,679.91,-0.39838524,-0.959268988,-0.889242508,-0.329301201,-0.255148021,-1.089156021,-0.217210622,0.017270375,0.06170063,0.163294841,-1.486850271,-0.361576646,0.209205871
6.1717,0,1,0,0,0,0,0,0,6.75,31.77,31.0237,37.9017,11.5,27.84,20,79.47,761.01,20.72,34.45,42.1,679.98,-0.322217188,-1.025142859,-1.042077449,-0.269957464,-0.255148021,-1.647019887,-0.217210622,0.01430767,0.099997172,0.054135404,-1.551793575,-0.498658622,0.210339432
6.1395,0,1,0,0,0,0,0,0,6.71,32.11,31.2444,37.4542,12.30000019,33.86,20,79.49,760.51,20.35,41.14,41.82,680.09,-0.347606539,-0.918489925,-1.023393202,-0.32395568,0.880345455,-1.105352069,-0.217210622,0.017270375,0.094050504,0.023767741,-1.040651574,-0.511000407,0.21212074
6.3884,0,1,0,0,0,0,0,0,6.98,32.11,32.3462,37.8934,12.10000038,38.23,20,79.51,772.61,20.62,44.7,44.32,680.08,-0.176228422,-0.918489925,-0.930115886,-0.270958995,0.596472423,-0.712148021,-0.217210622,0.020233079,0.23795987,0.045927928,-0.768653737,-0.400805893,0.211958803
6.4161,0,1,0,0,0,0,0,0,7.01,32.68,32.9236,36.8889,12.10000038,24.86,20,79.49,777.09,20.68,47.68,45.55,680.01,-0.157186409,-0.739689417,-0.881233764,-0.392168398,0.596472423,-1.915154455,-0.217210622,0.017270375,0.291242015,0.050852413,-0.540970155,-0.346590192,0.210825243
6.2179,0,1,0,0,0,0,0,0,6.8,32.78,32.6893,37.2248,12.30000019,35.07,20,79.49,769.02,21.02,37.47,44.68,679.93,-0.2904805,-0.708320907,-0.901069374,-0.351636553,0.880345455,-0.996478637,-0.217210622,0.017270375,0.195262794,0.078757833,-1.321053837,-0.384937883,0.209529746
6.1713,0,1,0,0,0,0,0,0,6.75,32.09,32.6659,37.4571,12.30000019,40.15,20,79.49,770.41,20.51,39.49,44.5,680.03,-0.322217188,-0.924763627,-0.903050395,-0.323605747,0.880345455,-0.539390179,-0.217210622,0.017270375,0.211794531,0.036899703,-1.166717986,-0.392871888,0.211149117
6.2281,0,1,0,0,0,0,0,0,6.81,32.08,33.8904,37.3925,12.39999962,34.16,19.98,79.33,773.72,20.69,42.7,45.83,680.44,-0.284133162,-0.927900478,-0.799385416,-0.331400797,1.022281296,-1.078358656,-0.223490558,-0.006431258,0.251161473,0.051673161,-0.92146151,-0.334248407,0.217788541
6.2196,0,1,0,0,0,0,0,0,6.8,32.42,33.6869,37.1552,12.60000038,35.63,20,79.51,777.49,20.74,45.75,48.19,679.98,-0.2904805,-0.821247543,-0.816613528,-0.360034934,1.306155677,-0.946090933,-0.217210622,0.020233079,0.29599935,0.055776899,-0.688429656,-0.230224786,0.210339432
6.5719,0,1,0,0,0,0,0,0,7.18,32.28,32.2719,37.0365,12.39999962,37.49,20,79.49,793.41,20.66,46.49,47.72,680.03,-0.049281668,-0.865163458,-0.936406052,-0.374358036,1.022281296,-0.778731773,-0.217210622,0.017270375,0.485341259,0.049210918,-0.63189078,-0.250941354,0.211149117
7.0196,0,1,0,0,0,0,0,0,7.67,32.54,32.3566,37.4812,12.39999962,33.55,20,79.47,811.6,21.33,50.4,50.91,680.01,0.261737878,-0.783605331,-0.929235432,-0.320697687,1.022281296,-1.133245262,-0.217210622,0.01430767,0.701681041,0.10420101,-0.333151584,-0.110333155,0.210825243
7.1589,0,1,0,0,0,0,0,0,7.82,32.31,33.0042,37.4247,12.30000019,41.08,20,79.5,818.98,21.54,54.31,53.8,680.05,0.356947943,-0.855752905,-0.874410246,-0.327515339,0.880345455,-0.455710599,-0.217210622,0.018751727,0.789453861,0.121436711,-0.034412387,0.017051703,0.211472992
7.304,0,1,0,0,0,0,0,0,7.98,32.5,31.6778,37.9931,12.60000038,34.37,20,79.49,818.27,21.01,51.66,51.55,679.94,0.458505345,-0.796152735,-0.98670198,-0.258928555,1.306155677,-1.059463267,-0.217210622,0.017270375,0.781009593,0.077937086,-0.236882687,-0.082123359,0.209691683
7.464,0,1,0,0,0,0,0,0,8.16,32.56,32.4945,37.7676,12.60000038,34.28,20,79.49,819.26,21.48,54.76,53.18,680.01,0.572757423,-0.777331629,-0.917560952,-0.286138829,1.306155677,-1.067561291,-0.217210622,0.017270375,0.792783995,0.116512225,-3.06382E-05,-0.010276536,0.210825243
7.1213,0,1,0,0,0,0,0,0,7.78,33.24,32.1902,34.5979,12.39999962,40.46,20.02,79.68,800.12,21.15,57.53,53.29,677.65,0.331558592,-0.564025761,-0.943322694,-0.668615129,1.022281296,-0.511496985,-0.210930686,0.045416064,0.565145544,0.089427553,0.211608128,-0.005427977,0.172608072
7.2582,0,1,0,0,0,0,0,0,7.93,32.86,27.2372,32.8929,12.5,29.11,19.96,79.38,802.37,20.56,59.75,51.84,681.09,0.426768657,-0.683226099,-1.362638855,-0.874351347,1.164218487,-1.532747772,-0.229770493,0.000975502,0.59190555,0.041003442,0.381224756,-0.069340795,0.228314457
7.5728,0,1,0,0,0,0,0,0,8.28,33.2,20.5453,36.0783,12.69999981,36.7,20,79.61,814.29,22.39,61.91,54.07,680.31,0.648925475,-0.576573165,-1.929168599,-0.489980585,1.448091518,-0.849814427,-0.217210622,0.035046599,0.733674115,0.191200261,0.546257151,0.028952711,0.215683358
7.5092,0,1,0,0,0,0,0,0,8.21,33.51,36.3484,35.8936,12.69999981,32.18,20,79.49,810.72,21.46,43.93,54.59,679.98,0.604494112,-0.479330783,-0.591293527,-0.512267669,1.448091518,-1.256515181,-0.217210622,0.017270375,0.691214906,0.11487073,-0.82748473,0.05187317,0.210339432
7.4433,0,1,0,0,0,0,0,0,8.14,33.46,44.6226,35.5447,12.30000019,42.29,20,79.49,809.16,20.99,38.88,54.37,679.97,0.560062748,-0.495015038,0.109192195,-0.554368178,0.880345455,-0.346837167,-0.217210622,0.017270375,0.672661301,0.07629559,-1.213324357,0.042176053,0.210177494
7.2732,0,1,0,0,0,0,0,0,7.95,33.57,40.2312,35.7332,12.30000019,34.87,20,79.48,803,19.12,43.9,52.97,679.88,0.439463332,-0.460509677,-0.262579457,-0.53162256,0.880345455,-1.014474245,-0.217210622,0.015789023,0.599398352,-0.07718422,-0.829776847,-0.019532875,0.20872006
3.0965,0,1,0,0,0,0,0,0,3.38,33.08,35.4806,37.3771,12.39999962,55.04,9.56,79.08,375.74,16.84,45.68,24.48,357.47,-2.461269983,-0.614215377,-0.664760631,-0.333259059,1.022281296,0.80038288,-3.495337077,-0.04346506,-4.482148396,-0.264314683,-0.693777928,-1.275309555,-5.012296048
4.0177,0,1,0,0,0,0,0,0,4.39,31.42,34.531,38.1599,12.39999962,68.05,16.07,79.34,580.61,10.25,47.94,18.49,595.32,-1.820188878,-1.134932644,-0.745152843,-0.238801399,1.022281296,1.970997219,-1.451217994,-0.004949906,-2.045560646,-0.805187382,-0.521105145,-1.539335611,-1.1606206
5.3902,0,1,0,0,0,0,0,0,5.89,31.22,33.8497,36.4953,12.39999962,61.89,20,79.49,790.8,11.56,50.32,35.47,740.06,-0.868088228,-1.197669664,-0.802831039,-0.439662694,1.022281296,1.416732474,-0.217210622,0.017270375,0.454299652,-0.697669441,-0.339263895,-0.790894472,1.183257914
5.5255,0,1,0,0,0,0,0,0,6.04,31.53,31.9559,36.6623,12.39999962,49.82,20,79.45,806.65,12.32,52.17,39.53,739.98,-0.772878163,-1.100427283,-0.963158304,-0.419511405,1.022281296,0.330697496,-0.217210622,0.011344966,0.642809028,-0.635292619,-0.197916704,-0.611938582,1.181962416
5.7068,0,1,0,0,0,0,0,0,6.24,30.59,29.4093,36.1952,12.39999962,36.45,20,79.5,818.89,12.86,53.75,39.76,740.08,-0.645931409,-1.395291278,-1.178750983,-0.475874682,1.022281296,-0.872308937,-0.217210622,0.018751727,0.788383461,-0.590972247,-0.077198564,-0.601800687,1.183581788
5.927,0,1,0,0,0,0,0,0,6.48,28.23,28.3714,35.7204,12.39999962,37.14,20,79.48,834.96,14.15,55.85,44.72,739.96,-0.493595305,-2.135588116,-1.266618587,-0.53316709,1.022281296,-0.810224088,-0.217210622,0.015789023,0.979509371,-0.4850958,0.083249598,-0.383174771,1.181638542
6.6195,0,1,0,0,0,0,0,0,7.24,27.66,33.2716,36.3531,12.10000038,41.69,20.01,79.49,866.66,15.94,43.1,50.61,740,-0.011197642,-2.314388624,-0.851772422,-0.456821457,0.596472423,-0.400823993,-0.214070654,0.017270375,1.356528122,-0.338181971,-0.890899956,-0.123556496,1.182286291
7.2604,0,1,0,0,0,0,0,0,7.94,28.59,32.1432,36.7276,12.10000038,37.31,20,79.49,883.58,16.72,35.54,53.36,740.03,0.433115995,-2.02266148,-0.947301668,-0.411631889,0.596472423,-0.794927821,-0.217210622,0.017270375,1.557763368,-0.274163655,-1.468513338,-0.002342531,1.182772102
7.4889,0,1,0,0,0,0,0,0,8.19,30.44,33.5103,36.8815,12,35.71,20,79.51,879.09,16.7,38.31,52.59,740.06,0.591799436,-1.442344043,-0.831564312,-0.393061329,0.454535233,-0.938892689,-0.217210622,0.020233079,1.504362289,-0.27580515,-1.256874573,-0.036282441,1.183257914
7.3001,0,1,0,0,0,0,0,0,7.98,26.3,47.3462,36.5108,11.89999962,38.57,20,79.5,870.49,17.89,42.85,57.61,740.02,0.458505345,-2.741000361,0.339769521,-0.437792365,0.312598043,-0.681555486,-0.217210622,0.018751727,1.402079599,-0.17813618,-0.910000927,0.184988143,1.182610165
7.0499,0,1,0,0,0,0,0,0,7.71,29.11,37.4328,36.8875,11.89999962,48.29,20,79.5,853.94,16.39,44.79,52.47,739.98,0.287127228,-1.859545227,-0.499489278,-0.392337331,0.312598043,0.193031091,-0.217210622,0.018751727,1.205244888,-0.301248327,-0.761777387,-0.041571778,1.181962416
7.0962,0,1,0,0,0,0,0,0,7.76,30.48,31.5039,37.2746,11.89999962,35.48,20,79.48,855.33,15.84,53.44,50.76,740.02,0.318863917,-1.429796639,-1.001424184,-0.345627366,0.312598043,-0.959587639,-0.217210622,0.015789023,1.221776625,-0.346389448,-0.100883768,-0.116944825,1.182610165
7.315,0,1,0,0,0,0,0,0,8,31.22,28.2269,37.6051,11.89999962,18.62,20,80.39,858.73,16.49,55.02,51.85,739.98,0.471200021,-1.197669664,-1.278851816,-0.305747119,0.312598043,-2.476617443,-0.217210622,0.15059206,1.262213968,-0.293040851,0.019834372,-0.068900017,1.181962416
7.7137,0,1,0,0,0,0,0,0,8.43,31.58,33.943,37.1939,11.80000019,13.88,20.01,82.01,872.24,17.13,60.88,54.06,739.8,0.744135541,-1.084743028,-0.794932351,-0.355365145,0.170662201,-2.903113366,-0.214070654,0.390571095,1.422892937,-0.240513001,0.467561148,0.028511933,1.179047547
7.9585,0,1,0,0,0,0,0,0,8.7,31.76,43.3419,37.1778,11.80000019,38.78,20,82,878.65,18.6,61.35,56.55,740.1,0.915513658,-1.02827971,0.000769379,-0.357307874,0.170662201,-0.662660097,-0.217210622,0.389089743,1.499129221,-0.119863097,0.503470974,0.138265669,1.183905662
8.152,0,1,0,0,0,0,0,0,8.91,31.79,38.583,37.308,11.80000019,21.87,20,81.99,883.01,18.45,72.2,58.96,740.01,1.048807749,-1.018869157,-0.402114465,-0.341597108,0.170662201,-2.184188803,-0.217210622,0.38760839,1.550984166,-0.132174312,1.332453144,0.24449318,1.182448228
7.889,0,1,0,0,0,0,0,0,8.62,31.46,34.7428,37.457,12.30000019,40.63,20,82,869.85,18.1,72.7,56.32,740.05,0.864734956,-1.12238524,-0.727222061,-0.323617814,0.880345455,-0.496200718,-0.217210622,0.389089743,1.394467864,-0.16090048,1.370655087,0.128127773,1.183095976
8.3252,0,1,0,0,0,0,0,0,9.1,32.1,32.8218,37.003,12.19999981,53.36,20.01,82.01,883.92,19.9,73.63,61.41,739.78,1.169407164,-0.921626776,-0.889852053,-0.378400361,0.738408265,0.649219768,-0.214070654,0.390571095,1.561807102,-0.013165903,1.441710702,0.352483804,1.178723673
8.3619,0,1,0,0,0,0,0,0,9.14,32.15,28.2319,37.1526,12.19999981,26.17,20,81.99,883.04,18.86,83.74,61.06,740.12,1.194796515,-0.905942521,-1.278428521,-0.360348667,0.738408265,-1.797283219,-0.217210622,0.38760839,1.551340966,-0.098523658,2.214153995,0.337056572,1.184229537
8.4087,0,1,0,0,0,0,0,0,9.19,31.84,25.0454,37.1276,11.60000038,26.96,20,82.01,892.28,19.33,50.22,61.37,740.15,1.226533204,-1.003184902,-1.548194511,-0.363365327,-0.113210831,-1.726200565,-0.217210622,0.390571095,1.661235391,-0.059948519,-0.346904283,0.350720691,1.184715348
8.3444,0,1,0,0,0,0,0,0,9.12,31.81,42.2397,36.7938,11.69999981,41.46,20,82,898.32,20.66,39.39,64.9,739.94,1.18210184,-1.012595455,-0.092541801,-0.403643773,0.028725011,-0.421518942,-0.217210622,0.389089743,1.733071141,0.049210918,-1.174358375,0.506315345,1.181314668
7.9958,0,1,0,0,0,0,0,0,8.74,31.27,34.6337,36.8208,11.69999981,28.72,20,81.99,898.58,21.03,44.29,65.68,739.99,0.940903008,-1.181985409,-0.736458361,-0.40038578,0.028725011,-1.567839209,-0.217210622,0.38760839,1.736163408,0.079578581,-0.799979331,0.540696033,1.182124353
7.3443,0,1,0,0,0,0,0,0,8.03,30.53,29.9594,36.5017,11.69999981,37.68,20,82,876.18,19.74,48.48,61.07,739.83,0.490242034,-1.414112384,-1.132180052,-0.438890429,0.028725011,-0.761635945,-0.217210622,0.389089743,1.469752681,-0.026297865,-0.479847046,0.33749735,1.179533359
7.0351,0,1,0,0,0,0,0,0,7.69,30.99,25.4614,36.637,11.60000038,33.92,20,82,870.33,18.54,52.04,58.08,740.11,0.274432553,-1.269817238,-1.512976356,-0.422564265,-0.113210831,-1.099953386,-0.217210622,0.389089743,1.400176666,-0.124787583,-0.20784921,0.205704711,1.184067599
6.9247,0,1,0,0,0,0,0,0,7.57,31.76,44.2294,36.6484,11.60000038,39.63,20,82,870.61,17.65,55.43,56.2,739.99,0.198264501,-1.02827971,0.075904265,-0.421188668,-0.113210831,-0.586178761,-0.217210622,0.389089743,1.4035068,-0.197834124,0.051159966,0.122838437,1.182124353
6.1796,0,1,0,0,0,0,0,0,6.75,31.95,40.0534,36.0313,11.60000038,36.25,19.99,82,843.56,15.7,58.48,49.93,740.01,-0.322217188,-0.968679541,-0.277631832,-0.495651905,-0.113210831,-0.890304546,-0.22035059,0.389089743,1.08179206,-0.357879915,0.28419182,-0.153529404,1.182448228
6.6552,0,1,0,0,0,0,0,0,7.27,32.07,38.3814,36.2456,7.900000095,37.25,20,82,871.16,17.06,44.73,54.05,740.11,0.007844371,-0.931037329,-0.419181725,-0.469793095,-5.364867314,-0.800326503,-0.217210622,0.389089743,1.410048134,-0.246258235,-0.766361621,0.028071155,1.184067599
6.6848,0,1,0,0,0,0,0,0,7.31,31.42,39.373,36.7973,7.900000095,34.13,20,82.01,867.45,16.09,38.15,51.91,739.88,0.033233721,-1.134932644,-0.335233834,-0.40322144,-5.364867314,-1.081057997,-0.217210622,0.390571095,1.365923858,-0.325870757,-1.269099194,-0.066255349,1.180343045
6.9353,0,1,0,0,0,0,0,0,7.58,31.86,37.0431,36.9467,11.30000019,35.1,20,82,874.92,15.59,43.03,50.79,740.06,0.204611839,-0.9969112,-0.532480901,-0.38519388,-0.539021053,-0.993779295,-0.217210622,0.389089743,1.454767078,-0.366908139,-0.896248228,-0.115622491,1.183257914
7.3868,0,1,0,0,0,0,0,0,8.07,31.61,30.2515,37.0661,11.60000038,68.35,20,82,903.74,16.21,45.92,52.72,740.04,0.515631384,-1.075332475,-1.10745115,-0.370786311,-0.113210831,1.997990632,-0.217210622,0.389089743,1.797533022,-0.316021785,-0.675440996,-0.030552327,1.182934039
8.2093,0,1,0,0,0,0,0,0,8.97,31.92,30.4773,37.1475,11.69999981,48.05,20,82,927.19,18.37,48.58,58.06,739.88,1.086891775,-0.978090094,-1.088335142,-0.360964066,0.028725011,0.17143636,-0.217210622,0.389089743,2.076431752,-0.138740293,-0.472206657,0.204823155,1.180343045
8.3708,0,1,0,0,0,0,0,0,9.15,32.97,41.1581,36.6439,11.69999981,69.25,20,82,913.14,18.85,56.98,60.26,740.08,1.201143853,-0.648720738,-0.184109005,-0.421731667,0.028725011,2.07897087,-0.217210622,0.389089743,1.909330381,-0.099344406,0.16958599,0.301794327,1.183581788
8.5024,0,1,0,0,0,0,0,0,9.29,33.66,32.1065,36.6806,11.80000019,59.85,20,82,915.38,19.38,46.21,61.29,739.87,1.29000658,-0.432278018,-0.950408655,-0.41730321,0.170662201,1.233177267,-0.217210622,0.389089743,1.935971453,-0.055844781,-0.653283868,0.347194467,1.180181107
8.613,0,1,0,0,0,0,0,0,9.41,33.7,25.982,36.5962,11.89999962,28.81,20,82,922.05,20.15,39.71,63.1,739.97,1.366174632,-0.419730614,-1.468902866,-0.427487454,0.312598043,-1.559741185,-0.217210622,0.389089743,2.015300004,0.007352788,-1.149909131,0.426975295,1.181800479
8.638,0,1,0,0,0,0,0,0,9.44,33.62,35.9475,36.7525,11.80000019,23.18,20,82.01,927.02,20.7,44,64.23,739.89,1.385216645,-0.444825422,-0.625233331,-0.408627295,0.170662201,-2.066317567,-0.217210622,0.390571095,2.074409884,0.052493909,-0.822136458,0.476783215,1.180504982
8.572,0,1,0,0,0,0,0,0,9.37,33.74,44.5185,36.4814,11.89999962,52.99,20,82,927.34,20.87,48.16,64.94,740,1.340785282,-0.40718321,0.10037919,-0.441339957,0.312598043,0.615927892,-0.217210622,0.389089743,2.078215752,0.066446619,-0.50429629,0.508078457,1.182286291
8.3497,0,1,0,0,0,0,0,0,9.13,33.56,37.0711,36.5771,12,61,19.99,81.99,917.98,19.8,52.01,62.59,740.2,1.188449177,-0.463646528,-0.530110449,-0.429792182,0.454535233,1.336652016,-0.22035059,0.38760839,1.966894127,-0.02137338,-0.210141326,0.404495614,1.185525034
8.2085,0,1,0,0,0,0,0,0,8.97,32.93,32.2224,36.4922,12,31.28,20,81.99,915.27,19.4,55.81,61.45,739.96,1.086891775,-0.661268142,-0.940596673,-0.44003676,0.454535233,-1.337495419,-0.217210622,0.38760839,1.934663186,-0.054203285,0.080193443,0.354246916,1.181638542
8.1057,0,1,0,0,0,0,0,0,8.86,33.4,27.6926,36.9766,12,27.16,20,82.02,901.6,18.77,59.4,59.96,739.94,1.01707106,-0.513836145,-1.324085134,-0.381585954,0.454535233,-1.708204956,-0.217210622,0.392052447,1.772081283,-0.105910387,0.354483396,0.288570986,1.181314668
8.1259,0,1,0,0,0,0,0,0,8.88,33.16,21.4535,36.4305,12,28.19,20,81.98,900.79,20.15,49.25,59.45,740.05,1.029765736,-0.589120569,-1.852281271,-0.447481877,0.454535233,-1.615527572,-0.217210622,0.386127038,1.762447681,0.007352788,-0.421016053,0.266091305,1.183095976
8.0913,0,1,0,0,0,0,0,0,8.84,33.68,35.4433,37.0003,12.10000038,49.67,20,81.99,902.37,17.31,54.5,59.97,740.04,1.004376385,-0.426004316,-0.667918413,-0.37872616,0.596472423,0.31720079,-0.217210622,0.38760839,1.781239152,-0.225739544,-0.019895649,0.289011764,1.182934039
8.3873,0,1,0,0,0,0,0,0,9.17,33.99,44.4878,36.8423,12.19999981,37.54,20,82.01,912.25,19.91,39.81,58.68,739.77,1.213838528,-0.328761935,0.097780158,-0.397791452,0.738408265,-0.774232871,-0.217210622,0.390571095,1.898745311,-0.012345155,-1.142268743,0.232151395,1.178561736
8.1894,0,1,0,0,0,0,0,0,8.95,33.44,42.6438,35.7932,12.19999981,10.47,20,81.99,906.03,18.03,29.7,62.9,740.02,1.074197099,-0.501288741,-0.058331088,-0.524382576,0.738408265,-3.209938492,-0.217210622,0.38760839,1.824768761,-0.166645713,-1.914712036,0.418159734,1.182610165
8.1999,0,1,0,0,0,0,0,0,8.96,33.05,38.4616,35.7601,12.19999981,18.26,20,82,913.61,17.67,37.05,63.88,739.96,1.080544437,-0.62362593,-0.412392071,-0.528376634,0.738408265,-2.509009538,-0.217210622,0.389089743,1.914920248,-0.196192628,-1.35314347,0.461355983,1.181638542
8.2858,0,1,0,0,0,0,0,0,9.06,33.2,34.3941,36.0978,12.19999981,46.81,20,81.98,918.87,17.8,39.32,64.1,739.99,1.144017814,-0.576573165,-0.756742664,-0.48762759,0.738408265,0.059863587,-0.217210622,0.386127038,1.977479196,-0.185522909,-1.179706647,0.471053101,1.182124353
8.4834,0,1,0,0,0,0,0,0,9.27,33.02,30.4234,36.5362,12.19999981,37.93,20,82,935.5,18.31,41.42,64.85,740.09,1.277311905,-0.633036483,-1.092898263,-0.434727438,0.738408265,-0.739141434,-0.217210622,0.389089743,2.175265374,-0.143664779,-1.019258485,0.504111455,1.183743725
8.5474,0,1,0,0,0,0,0,0,9.34,31.79,26.3209,35.9037,12.39999962,24.86,20,81.99,932.98,20.76,36.91,67.99,739.95,1.321743269,-1.018869157,-1.440211922,-0.511048939,1.022281296,-1.915154455,-0.217210622,0.38760839,2.145294167,0.057418395,-1.363840014,0.642515764,1.181476605
8.4415,0,1,0,0,0,0,0,0,9.23,32.15,29.0166,36.5553,12.30000019,38.75,20,82,919.64,19.3,41.37,65.99,739.94,1.251922554,-0.905942521,-1.211996583,-0.43242271,0.880345455,-0.665359439,-0.217210622,0.389089743,1.986637065,-0.062410762,-1.02307868,0.554360153,1.181314668
8.6977,0,1,0,0,0,0,0,0,9.51,32.09,39.1709,36.3995,12.30000019,34.93,20,81.99,929.5,18.89,50.38,67.83,739.96,1.429648009,-0.924763627,-0.352343423,-0.451222536,0.880345455,-1.009075563,-0.217210622,0.38760839,2.103905358,-0.096061415,-0.334679661,0.635463315,1.181638542
9.0415,0,1,0,0,0,0,0,0,9.88,33.95,35.6848,36.6487,12.5,51.67,20,82.02,935.39,19.03,55.43,67.91,739.45,1.664499503,-0.341309339,-0.647473258,-0.421152468,1.164218487,0.497156876,-0.217210622,0.392052447,2.173957107,-0.084570948,0.051159966,0.63898954,1.173379747
8.9995,0,1,0,0,0,0,0,0,9.84,34.11,40.2769,36.2794,12.30000019,82.3,19.99,81.96,916.67,20.58,40.99,72.95,720.42,1.639110152,-0.291119723,-0.258710539,-0.465714571,0.880345455,3.25318433,-0.22035059,0.383164334,1.951313857,0.042644937,-1.052112156,0.86114168,0.865213323
7.2571,0,1,0,0,0,0,0,0,7.93,34.42,41.963,36.6539,12.19999981,78.16,20,82.01,847.15,16.63,31.87,60.42,720.16,0.426768657,-0.193877342,-0.115966954,-0.420525003,0.738408265,2.880675233,-0.217210622,0.390571095,1.124489137,-0.281550384,-1.748915602,0.308846776,0.861002957
8.7449,0,1,0,0,0,0,0,0,9.56,33.86,39.4388,37.4444,12.30000019,56.97,20,82,904.01,19.72,34.88,71.97,719.99,1.461384697,-0.369540998,-0.32966327,-0.32513821,0.880345455,0.974040503,-0.217210622,0.389089743,1.800744223,-0.027939361,-1.518939904,0.81794543,0.858250025
8.3939,0,1,0,0,0,0,0,0,9.17,33.12,34.8928,37.4692,12.30000019,58.29,20,81.98,888.47,18.83,39.46,69.18,719.95,1.213838528,-0.601667973,-0.714523207,-0.322145684,0.880345455,1.09281152,-0.217210622,0.386127038,1.615921781,-0.100985901,-1.169010103,0.694968353,0.857602277
8.2779,0,1,0,0,0,0,0,0,9.05,32.63,31.0488,37.5069,12.39999962,47.81,20,82,884.73,18.6,41.83,68.53,719.97,1.137670476,-0.755373672,-1.039952508,-0.31759656,1.022281296,0.14984163,-0.217210622,0.389089743,1.571440704,-0.119863097,-0.987932892,0.666317779,0.857926151
6.7092,0,1,0,0,0,0,0,0,7.33,31.1,43.4716,37.1136,12.39999962,63.6,20.01,82,826.68,15.09,46.28,55.41,719.81,0.045928397,-1.235311877,0.011749655,-0.365054657,1.022281296,1.570594928,-0.214070654,0.389089743,0.881032548,-0.407945521,-0.647935596,0.08801697,0.855335156
4.6547,0,1,0,0,0,0,0,0,5.09,31.36,46.8868,36.1229,12.30000019,63.42,20,82.01,747.84,11.03,45.74,40.43,718.48,-1.375875241,-1.15375375,0.300877164,-0.484598863,0.880345455,1.55439888,-0.217210622,0.390571095,-0.056638063,-0.741169066,-0.689193695,-0.572268557,0.833797513
5.5038,0,1,0,0,0,0,0,0,6.02,32.25,45.7722,36.0139,12.30000019,74.14,20.02,81.99,778.54,12.74,45.72,46.74,710.42,-0.785572838,-0.874574011,0.206516212,-0.497751501,0.880345455,2.5189635,-0.210930686,0.38760839,0.308487353,-0.600821218,-0.690721773,-0.294137604,0.703276159
8.522,0,1,0,0,0,0,0,0,9.31,31.75,39.8715,36.9461,12.30000019,64.51,20,81.99,897.16,20.28,53.14,73.75,710.02,1.302701256,-1.031416561,-0.293031309,-0.385266279,0.880345455,1.652474947,-0.217210622,0.38760839,1.719274871,0.018022508,-0.123804934,0.896403924,0.696798673
