DepRate,D1,D2,D3,D4,D5,D6,D7,D8,KerFeed,KerTemp,WaterLev,BrineLev,WaterpH,WCBootLev,ECPdP,ECPLev,ReactorIP,ReactordP,ReactorCauLev,ClaydP,ClayOP
7.074,1,0,0,0,0,0,0,0,-1.460104412,-1.292590776,-0.958730637,2.170158551,0.738408265,-3.010187237,-0.217210622,0.091337978,-0.393814139,-0.625443648,0.881670213,-0.995856268,1.344223455
7.1524,1,0,0,0,0,0,0,0,-1.425257528,-1.18007193,-1.255291209,2.474817087,0.738408265,-3.173047495,-0.217210622,0.091337978,-0.418076545,-0.659094301,0.73573879,-1.062413755,1.344061518
7.3349,1,0,0,0,0,0,0,0,-1.344138553,-1.128941259,-1.319454286,2.177121003,0.738408265,-3.16225013,-0.217210622,0.09281933,-0.403923475,-0.641037853,0.768592461,-1.035085515,1.344547329
7.4443,1,0,0,0,0,0,0,0,-1.295454473,-1.279416002,-1.345097505,2.474406822,0.738408265,-3.129858034,-0.217210622,0.09281933,-0.39524134,-0.63857561,1.083376474,-1.007757276,1.344709266
7.3917,1,0,0,0,0,0,0,0,-1.318876149,-1.259528366,-1.390525539,2.192168103,0.738408265,-3.080370111,-0.217210622,0.095782034,-0.400355474,-0.671405516,1.427193963,-1.008198054,1.344871203
7.3148,1,0,0,0,0,0,0,0,-1.353024826,-1.425875575,-1.371316406,2.281654308,0.738408265,-3.002988994,-0.217210622,0.09281933,-0.394289873,-0.682075235,1.646473118,-0.972935809,1.344223455
7.465,1,0,0,0,0,0,0,0,-1.286250833,-1.261630057,-1.498626651,2.451576738,0.738408265,-3.070472526,-0.217210622,0.091337978,-0.384537337,-0.682895983,1.79316858,-0.951778463,1.344061518
8.6339,1,0,0,0,0,0,0,0,-0.766276932,-1.413265434,-1.847455706,2.359653072,0.738408265,-3.236032125,-0.217210622,0.09281933,-0.30711172,-0.573736546,0.727334362,-0.855688847,1.347138324
10.9418,1,0,0,0,0,0,0,0,0.26027799,-1.22913228,-1.329367858,2.339827582,0.738408265,-1.200728794,-0.217210622,0.091337978,-0.069363933,-0.308635056,-1.403570035,-0.40829912,1.344709266
11.0848,1,0,0,0,0,0,0,0,0.32381484,-1.190549013,-0.608834878,2.326626677,0.738408265,-0.367532117,-0.217210622,0.09281933,-0.068888199,-0.318484028,-1.311121332,-0.451936148,1.346004763
10.924,1,0,0,0,0,0,0,0,0.252343818,-1.098952963,-0.964512849,2.340418847,0.738408265,1.11350647,-0.217210622,0.09281933,-0.090534071,-0.355417672,-1.240829756,-0.504829514,1.344547329
11.0442,1,0,0,0,0,0,0,0,0.305788401,-1.438360242,-1.050755,2.312038109,0.738408265,0.184033286,-0.217210622,0.094300682,-0.051404995,-0.313559542,-1.123167771,-0.425930242,1.344871203
10.8107,1,0,0,0,0,0,0,0,0.201945957,-1.419382294,-1.256484901,2.318614428,0.738408265,0.29740562,-0.217210622,0.094300682,-0.062703665,-0.339002719,-1.036831379,-0.439153584,1.342927957
10.0353,1,0,0,0,0,0,0,0,-0.142968372,-2.155758068,-0.489270934,2.207565136,0.738408265,0.175935263,-0.217210622,0.09281933,-0.107422608,-0.357879915,-0.593688837,-0.504829514,1.345357015
9.9616,1,0,0,0,0,0,0,0,-0.175720635,-1.638867759,-0.644755703,2.276767319,-0.113210831,0.381984981,-0.217210622,0.091337978,-0.125619412,-0.361983653,-0.536385922,-0.570505445,1.34276602
9.8446,1,0,0,0,0,0,0,0,-0.227768804,-1.364801086,-0.931199521,2.336171389,0.170662201,0.127347119,-0.217210622,0.09281933,-0.148811417,-0.352955429,-1.047527923,-0.668798951,1.343737643
10.1744,1,0,0,0,0,0,0,0,-0.08108183,-1.405203727,-1.033636944,2.210798996,0.028725011,0.319000351,-0.217210622,0.09281933,-0.095648205,-0.314380289,-0.759485271,-0.583288008,1.346004763
10.8006,1,0,0,0,0,0,0,0,0.197439347,-1.153879224,-1.206756189,2.20001142,1.022281296,0.184933067,-0.214070654,0.091337978,-0.009064719,-0.235588515,-0.563127282,-0.432101135,1.342604083
11.3273,1,0,0,0,0,0,0,0,0.43171958,-1.272483561,-1.493360859,2.23646474,0.596472423,0.427873783,-0.214070654,0.09281933,0.039579025,-0.217532067,-0.184164005,-0.370832985,1.344223455
9.4981,1,0,0,0,0,0,0,0,-0.381882162,-1.07627353,-1.362554196,2.261732285,0.170662201,0.049066222,-0.217210622,0.094300682,-0.17616609,-0.483454305,0.25745046,-0.724777764,1.342604083
8.3124,1,0,0,0,0,0,0,0,-0.909282449,-1.1602784,-0.481787076,2.415388883,0.170662201,0.261414403,-0.217210622,0.091337978,-0.314842388,-0.645962339,0.497358664,-0.973376587,1.344061518
8.1521,1,0,0,0,0,0,0,0,-0.980626525,-0.964444792,-0.56289889,1.983873757,-0.113210831,-1.36088971,-0.217210622,0.094300682,-0.306517053,-0.658273554,0.679199914,-0.935469675,1.343089895
7.6813,1,0,0,0,0,0,0,0,-1.190025194,-0.833293051,-0.809883136,2.486437262,0.170662201,-2.150896927,-0.217210622,0.09281933,-0.367292,-0.745272804,0.777760927,-1.067703091,1.344547329
7.6362,1,0,0,0,0,0,0,0,-1.210082781,-0.495140513,-1.044693413,2.104154028,0.170662201,-0.343238045,-0.217210622,0.09281933,-0.385369871,-0.755121776,0.510347324,-1.13822758,1.344547329
7.9969,1,0,0,0,0,0,0,0,-1.049685558,-0.992801925,-1.042145176,2.539675279,0.170662201,-1.706405395,-0.217210622,0.09281933,-0.341126661,-0.643500096,-0.239938842,-1.093708997,1.344223455
8.4318,1,0,0,0,0,0,0,0,-0.856218706,-1.048449662,-0.754956359,2.000091322,0.170662201,1.162994393,-0.217210622,0.091337978,-0.270480245,-0.595896732,0.156597329,-0.966324138,1.346166701
8.3265,1,0,0,0,0,0,0,0,-0.902998585,-0.89458712,-0.502266095,2.003663047,0.028725011,0.660017133,-0.217210622,0.09281933,-0.277973047,-0.613132433,0.532504451,-0.980429036,1.343413769
7.4766,1,0,0,0,0,0,0,0,-1.281046017,-0.291590251,-0.829346246,2.09904984,0.028725011,0.390982785,-0.217210622,0.091337978,-0.716242479,-0.709159908,0.662391059,-1.24930365,0.905535677
7.4456,1,0,0,0,0,0,0,0,-1.294883213,0.121564396,-1.136980219,2.510582609,0.028725011,0.292006938,-0.22035059,0.094300682,-1.352060222,-0.731320094,0.996276043,-1.04522341,-0.035805058
7.3605,1,0,0,0,0,0,0,0,-1.332713345,-0.915666759,-1.550192464,2.514757667,0.028725011,0.306403425,-0.217210622,0.09281933,-1.582909874,-0.783847944,1.188813837,-1.204785067,-0.275148186
7.4952,1,0,0,0,0,0,0,0,-1.272794478,-0.900170715,-1.578350057,2.652425967,0.170662201,0.387383663,-0.217210622,0.094300682,-1.558409602,-0.770715981,1.32863295,-1.155858702,-0.274986249
7.8253,1,0,0,0,0,0,0,0,-1.125980557,-0.685798317,-1.563932624,2.58047259,0.170662201,0.276710671,-0.217210622,0.086893922,-1.526654395,-0.748555795,1.444766857,-1.110458563,-0.275633998
8.0695,1,0,0,0,0,0,0,0,-1.017314136,-0.639529764,-1.041594893,2.505949019,0.028725011,0.328897935,-0.217210622,0.09281933,-1.489547187,-0.723933365,1.554024415,-1.053157415,-0.274986249
7.7597,1,0,0,0,0,0,0,0,-1.155178311,-0.557407005,-1.270953129,2.727034004,0.028725011,0.102153267,-0.217210622,0.09281933,-1.097780698,-0.73624458,1.177353254,-1.134260578,0.304910735
7.877,1,0,0,0,0,0,0,0,-1.102939722,-0.53077514,-1.33994177,2.411877491,0.028725011,0.311802107,-0.217210622,0.091337978,-0.895237186,-0.647603834,0.217720439,-1.107373116,0.534375697
7.6567,1,0,0,0,0,0,0,0,-1.200942615,0.39243148,-1.166966446,2.347164099,0.028725011,0.194830652,-0.214070654,0.091337978,-1.398087433,-0.642679348,0.461448837,-1.401812857,0.001602427
7.8609,1,0,0,0,0,0,0,0,-1.110112213,-0.579019909,-1.445740156,2.444590153,0.170662201,0.218224943,-0.217210622,0.091337978,-1.511074125,-0.657452806,0.631065465,-1.205666623,-0.276605621
7.9492,1,0,0,0,0,0,0,0,-1.070822193,-0.490843027,-1.455425149,2.514045735,0.028725011,0.305503644,-0.217210622,0.09281933,-1.467901315,-0.655811311,0.517987713,-1.091505106,-0.274986249
7.9562,1,0,0,0,0,0,0,0,-1.067711997,-0.39582781,-0.41322173,2.498805568,0.028725011,0.292906718,-0.217210622,0.089856626,-1.451607445,-0.673047011,0.902299262,-1.05447975,-0.275472061
8.9195,1,0,0,0,0,0,0,0,-0.639266705,-0.422302832,-0.532760276,2.323296284,0.028725011,0.395481687,-0.217210622,0.09281933,-1.080059628,-0.585227013,1.365306815,-0.838057724,0.03398986
7.6766,1,0,0,0,0,0,0,0,-1.192119816,-0.017021682,-0.601503406,2.443697222,0.312598043,-0.028314895,-0.214070654,0.094300682,-0.504660031,-0.720650375,1.625844068,-0.996297046,1.022130435
11.6362,1,0,0,0,0,0,0,0,0.569139441,-0.8040576,-1.117153074,2.500579364,0.454535233,0.194830652,-0.217210622,0.206883439,-0.082684469,-0.320125523,1.807685319,-0.52157908,1.022130435
11.8785,1,0,0,0,0,0,0,0,0.676917235,-0.802269595,-1.23045225,2.420131073,0.454535233,0.315401229,-0.217210622,0.086893922,-0.011324453,-0.231484777,1.94139212,-0.306038611,1.022130435
11.6876,1,0,0,0,0,0,0,0,0.591989857,-0.982607159,-1.511300107,2.356745011,0.454535233,0.238020112,-0.217210622,0.091337978,-0.025953256,-0.241333749,2.072042766,-0.273861813,1.020673001
11.4159,1,0,0,0,0,0,0,0,0.471136547,-0.773724251,-1.145632371,2.41694548,0.312598043,0.213726041,-0.214070654,0.08541257,-0.074121267,-0.184702161,0.689132419,-0.410943788,1.021644624
13.295,1,0,0,0,0,0,0,0,1.306953972,-0.56888788,-0.657827057,2.32234302,0.454535233,0.262314184,-0.217210622,0.091337978,0.218573732,0.097635029,-0.428656442,0.013525479,1.020834938
13.3951,1,0,0,0,0,0,0,0,1.351448809,-0.419856088,-1.272265344,2.274064391,0.738408265,0.361290031,-0.217210622,0.086893922,0.216076132,-3.39407E-05,0.217720439,0.074793629,1.020187189
12.1197,1,0,0,0,0,0,0,0,0.784187241,-0.485635854,-1.236911734,2.253551103,0.738408265,0.397281248,-0.217210622,0.09281933,0.063008897,-0.045995809,-0.213961521,-0.133253613,1.016786509
10.1367,1,0,0,0,0,0,0,0,-0.097902275,-0.321829494,-0.460732376,2.243246192,0.738408265,0.105752389,-0.214070654,0.09281933,-0.217317033,-0.321767018,0.49277443,-0.510559629,1.020349126
10.54,1,0,0,0,0,0,0,0,0.081536961,-0.124458829,-0.808020637,2.198913355,0.738408265,0.29740562,-0.217210622,0.08541257,-0.162131954,-0.336540476,1.083376474,-0.415792347,1.020996875
10.7365,1,0,0,0,0,0,0,0,0.168939801,0.031850457,-0.821743865,2.19534163,0.454535233,0.248817477,-0.217210622,0.089856626,-0.154282352,-0.375115615,1.32863295,-0.432541913,1.020187189
10.6534,1,0,0,0,0,0,0,0,0.131998296,0.018644314,-0.555237248,2.200325152,0.454535233,0.309102766,-0.217210622,0.089856626,-0.163797021,-0.399738045,1.474564373,-0.464718711,1.020511064
10.8349,1,0,0,0,0,0,0,0,0.212736431,-0.043496704,-0.865402526,2.177603668,0.454535233,0.417976198,-0.22035059,0.088375274,-0.128354879,-0.382502344,1.602922903,-0.420640906,1.020187189
10.8392,1,0,0,0,0,0,0,0,0.214640632,0.055815999,-0.95895075,2.2397348,1.022281296,0.122848217,-0.217210622,0.086893922,-0.103497807,-0.3455687,1.333981222,-0.394194222,1.020349126
10.9094,1,0,0,0,0,0,0,0,0.245869533,-0.213670871,-0.449904486,2.043470894,1.022281296,0.266813086,-0.217210622,0.089856626,-0.083635936,-0.313559542,1.07267993,-0.399483559,1.020511064
10.9646,1,0,0,0,0,0,0,0,0.27043373,0.073664681,-0.688414363,2.230721019,0.454535233,0.290207377,-0.217210622,0.086893922,-0.052951129,-0.260210945,0.842704231,-0.369951429,1.020511064
10.4135,1,0,0,0,0,0,0,0,0.025299549,0.138848445,-0.93301969,2.129530173,0.454535233,0.325298814,-0.217210622,0.088375274,-0.058422064,-0.152693003,0.698300885,-0.337333853,1.020025252
9.7869,1,0,0,0,0,0,0,0,-0.253475521,-0.181047621,-0.282110295,2.154677052,0.028725011,0.501655778,-0.217210622,0.088375274,-0.11527221,-0.112476368,0.577582744,-0.425930242,1.019377503
9.3687,1,0,0,0,0,0,0,0,-0.439452515,-0.156141024,-0.278766263,2.119707928,0.028725011,0.226322967,-0.217210622,0.083931217,-0.16058582,0.888835761,1.079556279,-0.526427639,1.020834938
9.3166,1,0,0,0,0,0,0,0,-0.462620297,-0.101214763,-0.271273939,2.103309364,-0.113210831,0.06616205,-0.22035059,0.08541257,-0.181042358,0.768185857,1.486024956,-0.560808327,1.020349126
8.58,1,0,0,0,0,0,0,0,-0.790269868,-0.278039054,-0.517360799,2.088648396,0.028725011,0.310902327,-0.217210622,0.086893922,-0.311869054,0.562178198,1.440182624,-0.755632228,1.019701378
9.0851,1,0,0,0,0,0,0,0,-0.565637588,-0.273427883,-0.635798778,2.17242708,-0.255148021,0.370287835,-0.217210622,0.086893922,-0.239557571,0.555612216,1.444002818,-0.656897943,1.020996875
10.3891,1,0,0,0,0,0,0,0,0.014382129,-0.115393329,-0.968695005,2.303265661,0.028725011,0.187632408,-0.217210622,0.086893922,-0.132874347,0.576951655,1.42948608,-0.626925036,1.020834938
11.185,1,0,0,0,0,0,0,0,0.368436624,0.05895285,-1.142830157,2.277744717,0.028725011,0.54844436,-0.217210622,0.088375274,-0.013227387,0.642611467,1.705304111,-0.429015689,1.020996875
