DepRate,KerFeed,KerTemp,WaterLev,BrineLev,WaterpH,WCBootLev,ECPdP,ECPLev,ReactorIP,ReactordP,ReactorCauLev,ClaydP,ClayOP
13.0859,9.1702,29.4846,22.3928,58.7406,12.30000019,15.63012703,17.00298118,80.01673822,843.9666209,88.34426735,61.70501023,60.84581376,746.2819815
11.0008,7.709,30.1526,21.5017,58.4512,12.30000019,15.01101696,18.28347346,79.99164566,794.3280412,60.05686476,62.51415291,50.52117928,749.4577612
8.3441,5.8473,30.3463,21.6148,58.8031,12.30000019,14.34750024,19.99858202,80.00274479,743.1628548,26.61935629,60.89153838,37.41001578,750.0106365
8.2301,5.7674,30.4235,27.007,59.9635,11.69999981,14.10592369,20.00127961,80.00438673,735.0380308,19.60137661,60.69300893,36.76549165,750.0305924
8.3091,5.8227,30.0182,25.3967,57.8647,11.80000019,14.29376695,19.99943857,79.99640975,733.0556496,17.17068903,60.55833345,37.29989396,750.0210403
8.1042,5.6792,30.4256,26.6295,59.8091,11.30000019,13.99183123,19.996959,80.00818055,729.8890228,15.22339459,65.22710566,36.3326162,750.0702133
6.9929,4.9004,30.2908,33.71,58.6501,12.19999981,13.53439138,19.99992851,80.00043621,719.5490074,12.70775239,68.60231755,30.9512094,749.9712975
7.074,4.9573,30.9174,32.0082,58.1237,12.19999981,12.6884527,20.00047733,79.99033651,719.4888539,12.44468493,66.30411737,30.82085931,750.0042972
7.1524,5.0122,31.2761,28.5052,60.6485,12.19999981,10.87549172,20.00211458,79.99450762,717.4538749,12.02527642,64.38957064,29.30736633,749.9904853
7.3349,5.14,31.4391,27.7473,58.1814,12.19999981,11.0013022,19.99559879,79.99924328,718.636669,12.24531823,64.81894123,29.92615785,750.0200797
7.4443,5.2167,30.9594,27.4444,60.6451,12.19999981,11.35950228,19.99854118,79.99712438,719.3702992,12.28254046,68.93875067,30.5521506,750.0272795
7.3917,5.1798,31.0228,26.9078,58.3061,12.19999981,11.90714548,19.99531393,80.01622058,718.9388697,11.88443349,73.44203794,30.53921591,750.0387084
7.3148,5.126,30.4925,27.1347,59.0477,12.19999981,12.77404704,20.00046304,79.99707029,719.4544798,11.75255744,76.30868701,31.3440208,749.9957314
7.465,5.2312,31.0161,25.6309,60.4559,12.19999981,12.0244876,20.00051974,79.98605152,720.2746379,11.74404309,78.22579808,31.81517376,749.9878813
8.6339,6.0504,30.5327,21.5105,59.6941,12.19999981,10.17510301,20.0035573,80.00074328,726.7774416,13.068065,64.27848065,33.9966954,750.1769729
10.9418,7.6677,31.1197,27.6302,59.5298,12.19999981,32.80426336,19.9959471,79.98514822,746.7747159,16.30410124,36.39151809,44.15476447,750.0315246
11.0848,7.7678,31.2427,36.1412,59.4204,12.19999981,42.05593841,19.99748279,80.00484809,746.8073191,16.18370787,37.60325739,43.16262256,750.1121582
10.924,7.6552,31.5347,31.9399,59.5347,12.19999981,58.51977318,20.00063407,79.99693692,744.9911221,15.73015245,38.51555011,41.95749295,750.0227781
11.0442,7.7394,30.4527,30.9212,59.2995,12.19999981,48.19091176,19.99737388,80.0056878,748.2831417,16.24071509,40.05642328,43.75063616,750.0386858
10.8107,7.5758,30.5132,28.4911,59.354,12.19999981,49.44750996,20.00098785,80.00859574,747.3337852,15.9255066,41.1882655,43.450553,749.9236032
10.0353,7.0324,28.1657,37.5535,58.4337,12.19999981,48.10051863,19.99598998,79.99990863,743.5721454,15.6993448,46.99486483,41.95821575,750.0690759
9.9616,6.9808,29.8135,35.7169,59.0072,11.60000038,50.39307127,20.00170648,79.98933823,742.0380786,15.64699067,47.7378442,40.46607778,749.9075147
9.8446,6.8988,30.6872,32.3334,59.4995,11.80000019,47.56034129,20.00432549,80.00486868,740.092095,15.75597226,41.04984844,38.24193906,749.9676058
10.1744,7.1299,30.5584,31.1234,58.4605,11.69999981,49.68867768,20.00198905,80.00085454,744.5610728,16.23120771,44.81793883,40.1821116,750.1078231
10.8006,7.5687,31.3596,29.0785,58.3711,12.39999962,48.19885586,20.00591483,79.99378562,751.8391793,17.18586878,47.38501961,43.60536118,749.8967909
11.3273,7.9378,30.9815,25.6931,58.6732,12.10000038,50.90394421,20.00646253,79.99705684,755.9258016,17.40752574,52.34623769,45.00451948,750.0023922
9.4981,6.656,31.607,27.2382,58.8826,11.80000019,46.68808791,19.99566603,80.00920908,737.7881217,14.17269326,58.13488543,36.96849582,749.8963135
8.3124,5.8251,31.3392,37.6419,60.156,11.80000019,49.05179549,20.00275688,79.98931517,726.1257746,12.18987356,61.26669695,31.33415617,749.9907116
8.1521,5.7127,31.9635,36.6838,56.5799,11.60000038,31.01822792,19.99884102,80.01005664,726.8346211,12.03502921,63.65229909,32.18604184,749.9279041
7.6813,5.3828,32.3816,33.7664,60.7448,11.80000019,22.23758624,19.99851131,80.00408408,721.7184371,10.98445504,64.94282627,29.18898534,750.0236892
7.6362,5.3512,33.4596,30.9928,57.5767,11.80000019,42.33221955,19.99953423,79.99583809,720.1965427,10.85923607,61.44426976,27.58733052,750.021506
7.9969,5.6039,31.8731,31.0229,61.186,11.80000019,27.17689333,20.00118043,80.00251194,723.9196816,12.22441587,51.61839108,28.60438066,749.9970692
8.4318,5.9087,31.6957,34.4152,56.7143,11.80000019,59.06980857,19.99954724,79.9917607,729.8581259,12.80477308,56.80516885,31.48877243,750.1205671
8.3265,5.835,32.1862,37.4,56.7439,11.69999981,53.48025365,19.99887486,79.99936947,729.2262172,12.58648658,61.732318,31.1677069,749.9467708
7.4766,5.2394,34.1085,33.5365,57.5344,11.69999981,50.48816137,19.99975861,79.99303556,692.3799201,11.4234858,63.42952693,25.06739658,722.9085647
7.4456,5.2176,35.4256,29.9027,60.9449,11.69999981,49.39178767,19.98632769,80.00675593,638.9237697,11.15461586,67.80029517,29.7034681,664.7829478
7.3605,5.158,32.119,25.0218,60.9795,11.69999981,49.55184949,19.99901242,79.99503505,619.5055402,10.51235242,70.31740388,26.07501883,649.9956213
7.4952,5.2524,32.1684,24.6892,62.1204,11.80000019,50.45325432,19.99787895,80.0092811,621.5671498,10.66905323,72.15331657,27.18794385,650.0064883
7.8253,5.4837,32.8518,24.8595,61.5241,11.80000019,49.22090167,20.00345868,79.96421109,624.241602,10.93868095,73.67302632,28.21615561,649.9728086
8.0695,5.6549,32.9993,31.0294,60.9065,11.69999981,49.79631222,20.00131852,79.99603471,627.3599751,11.24027166,75.10385727,29.51669397,650.0129811
7.7597,5.4377,33.2611,28.3202,62.7387,11.69999981,47.28291996,20.0012851,80.00237014,660.3013148,11.09289665,70.17353596,27.67690135,685.8218584
7.877,5.52,33.346,27.5053,60.1269,11.69999981,49.61032573,19.99769143,79.98883813,677.3278462,12.17420806,57.60919127,28.28799067,699.9943063
7.6567,5.3656,36.2891,29.5485,59.5906,11.69999981,48.3094273,20.01027465,79.99011701,635.0525738,12.22677497,60.79990405,21.6120199,667.086155
7.8609,5.5087,33.1922,26.2556,60.398,11.80000019,48.56876998,20.00363076,79.99267908,625.5518919,12.04610394,63.01992756,26.05607505,649.9064265
7.9492,5.5706,33.4733,26.1412,60.9736,11.69999981,49.54271176,19.99740211,80.00143844,629.1771915,12.07427509,61.53706062,28.65165822,650.012971
7.9562,5.5755,33.7762,38.4518,60.8473,11.69999981,49.39740258,20.00154904,79.98204657,630.5504566,11.86342526,66.57319316,29.49219386,649.9811015
8.9195,6.2505,33.6918,37.0398,59.3928,11.69999981,50.53664232,19.99544597,79.99599342,661.7948817,12.9299992,72.63183395,34.40307679,669.0924411
7.6766,5.3795,34.9838,36.2278,60.3906,11.89999962,45.82551397,20.01071616,80.00942415,710.168535,11.27738367,76.03593693,30.80862286,730.1136829
11.6362,8.1543,32.4748,30.1369,60.862,12,48.30563563,19.99700799,80.77061665,745.6493262,16.16403428,78.42372633,41.58488792,730.1125175
11.8785,8.3241,32.4805,28.7986,60.1953,12,49.65335888,19.99525619,79.95629984,751.6541791,17.23538773,80.169976,46.46830674,730.106362
11.6876,8.1903,31.9056,25.4812,59.67,12,48.79139375,20.00021312,79.98864625,750.423583,17.11503691,81.87641091,47.19740672,730.0155661
11.4159,7.9999,32.5715,29.8005,60.1689,11.89999962,48.52280041,20.006636,79.95264036,746.3665975,17.80630919,63.78351964,44.08650912,730.0769285
13.295,9.3167,33.2245,35.5625,59.3849,12,49.06497674,19.99877806,79.99005928,770.979129,21.25410492,49.14636149,53.71984044,730.0291948
13.3951,9.3868,33.6996,28.3047,58.9848,12.19999981,50.16286909,19.99888561,79.95617572,770.7735186,20.06047462,57.60674921,55.10609275,729.9919164
12.1197,8.4931,33.4899,28.7223,58.8148,12.19999981,50.55625396,19.99681804,79.99811462,757.8998317,19.503687,51.96304683,50.39322437,729.781829
10.1367,7.1034,34.0121,37.8906,58.7294,12.19999981,47.32417458,20.01270456,79.99818855,734.3267936,16.13953065,61.21431788,41.82737644,729.9964731
10.54,7.3861,34.6413,33.7884,58.362,12.19999981,49.45198176,19.99804535,79.95063094,738.9733961,15.9615676,68.94410969,43.97619281,730.0362582
10.7365,7.5238,35.1396,33.6263,58.3324,12,48.90857489,19.99672149,79.97634117,739.6280522,15.48896756,72.15474103,43.59512294,729.9945195
10.6534,7.4656,35.0975,36.7743,58.3737,12,49.57551497,19.9981296,79.98207488,738.8272011,15.18726945,74.06189624,42.86972468,730.0052327
10.8349,7.5928,34.8994,33.1106,58.1854,12,50.78994372,19.99450875,79.96823994,741.8072685,15.3972988,75.73760083,43.86883665,729.9874084
10.8392,7.5958,35.216,32.0056,58.7003,12.39999962,47.50967546,20.00112264,79.95569867,743.8977976,15.85107559,72.21767695,44.47061528,730.0011347
10.9094,7.645,34.3569,38.0185,57.0738,12.39999962,49.11042596,19.99584427,79.98331023,745.5720521,16.24077665,68.8020207,44.35332,730.0102692
10.9646,7.6837,35.2729,35.2012,58.6256,12,49.36979658,19.99962156,79.95874785,748.1459362,16.8949416,65.79347421,45.01746072,730.0104855
10.4135,7.2975,35.4807,32.3119,57.787,12,49.76486865,20.0006267,79.97240332,747.6855019,18.20158801,63.89967133,45.75896429,729.9770411
9.7869,6.8583,34.4609,40.0005,57.9954,11.69999981,51.71823666,19.99727808,79.96735441,742.9098256,18.69069106,62.31616447,43.75162169,729.9404238
9.3687,6.5653,34.5403,40.04,57.7056,11.69999981,48.65659323,19.99526761,79.94335165,739.0986308,30.89423526,68.88703089,41.47284326,730.0324485
9.3166,6.5288,34.7154,40.1285,57.5697,11.60000038,46.88258091,19.99499754,79.95061623,737.3769653,29.42391864,74.2074017,40.68842778,729.9979542
8.58,6.0126,34.1517,37.2217,57.4482,11.69999981,49.59600774,20.00323248,79.9631888,726.3813972,26.90523282,73.60743066,36.26619758,729.9626806
9.0851,6.3665,34.1664,35.8227,58.1425,11.5,50.25560018,20.00450068,79.95816192,732.4594101,26.82765068,73.65832689,38.51230859,730.0380383
10.3891,7.2803,34.6702,31.8905,59.2268,11.69999981,48.22699395,19.99777241,79.95503423,741.433835,27.09314718,73.46593523,39.19445694,730.0328592
11.185,7.8381,35.226,29.8336,59.0153,11.69999981,52.23804226,19.99723524,79.97354009,751.4909013,27.8904455,77.08225542,43.67936321,730.0370785
12.0954,8.476,35.9401,25.4548,59.6546,11.69999981,48.63094239,19.99881651,79.97500507,757.9964793,28.02152768,81.79481356,45.79486791,729.9654444
12.2799,8.6053,35.6904,23.7481,58.2794,11.80000019,48.36510411,20.0018933,79.95947812,759.8696814,28.18854071,76.96518524,47.6880422,730.0148175
12.4048,8.6929,35.1854,35.8864,58.7853,11.69999981,49.0611101,20.00360675,79.98311935,761.272485,28.03091662,56.08160617,48.68297404,729.9617444
12.1038,8.4819,33.6839,31.9886,58.5518,11.80000019,50.69797207,20.00161005,79.97643387,758.1999265,27.5029206,58.45008515,48.05313538,730.0104019
12.0741,8.4612,33.4043,28.3277,58.0929,11.80000019,51.48200025,20.00120356,79.96811562,758.6707461,26.95176211,60.54763747,48.67818237,729.9948172
10.3645,7.2631,33.6752,33.5122,58.056,11.80000019,46.74488405,19.99135273,79.98278579,738.6783659,24.80790275,61.44833357,41.29707693,729.924962
8.7024,6.0984,32.2411,35.1745,58.6248,11.69999981,48.91760009,20.00468596,79.93301856,724.9052959,25.202086,49.59274985,36.0750127,730.0048706
9.2754,6.4999,32.8118,32.7484,58.874,11.69999981,49.78464635,20.00254362,79.93784629,728.6971934,24.09053916,59.7687532,36.47836019,730.0160061
7.1684,5.0234,32.8957,30.5584,60.361,11.69999981,49.68459386,20.00278852,79.93460139,706.8511593,21.60174253,56.79564585,27.59177745,729.9061608
7.2188,5.0587,33.014,30.6723,58.6822,12,50.6536574,19.99566635,79.95830049,712.6562821,27.36313536,53.78989018,30.01552249,729.983252
7.6742,5.3778,34.2385,30.9424,58.5544,12,47.38338348,19.9964595,79.93049023,717.8478963,27.61461575,60.87721191,31.91370037,730.1815633
8.3744,5.8685,34.5598,34.7624,57.3096,12,49.45120143,20.00313655,79.9599493,725.9162603,28.24190898,67.08172578,35.07104467,730.0105007
8.436,5.9116,35.0072,38.4953,59.4403,12,48.60019275,20.00250748,79.96929842,726.1989533,27.89049323,70.3096863,34.74633875,729.9431781
8.4405,5.9148,34.9779,37.1548,55.77,12,49.14997577,20.00171908,79.9384202,725.2529267,27.41598779,72.44797254,33.55348939,729.9636095
8.5462,5.9889,34.93,36.8679,58.63,12,48.60346527,19.9996332,79.97481536,725.6972418,27.31800859,74.08574074,32.87831893,729.9792309
8.3104,5.8237,35.0354,38.244,55.4935,11.60000038,48.42618357,19.66003291,79.87561321,711.7768117,27.87613368,75.97493819,35.25505135,712.9190695
8.0062,5.6105,34.5568,39.9838,57.7686,11.69999981,47.84564505,19.99803903,79.9403817,712.4177087,27.87309214,73.41079639,34.75522033,716.1867566
8.0066,5.6108,33.9478,39.6498,56.3427,11.69999981,47.25554726,19.99685824,79.91691158,715.2304939,27.91534284,66.92303043,33.32886028,719.9996531
8.1398,5.7041,34.5906,39.9216,52.5275,11.69999981,48.09887287,19.99717486,79.93861289,713.8687738,26.53556582,71.64723213,31.76607887,720.0099116
8.5191,5.9699,34.7225,39.862,53.6757,11.69999981,49.47176199,19.99663764,79.90481559,719.4252771,28.72861291,63.61206934,32.53356527,720.0628735
8.3176,5.8287,34.913,39.6298,50.3718,11.60000038,47.66419349,19.9969143,79.91916686,723.2025561,30.02467383,56.0200068,35.45508561,720.0406179
8.1192,5.6896,34.6284,39.6301,44.6787,11.60000038,48.42319616,19.99778957,79.90672356,721.2779807,30.06979206,54.04686768,33.97507524,720.0474311
8.1626,5.7201,34.7445,39.1081,57.8476,11.60000038,48.40065343,20.00463122,79.87067806,718.5039109,28.27264348,64.85747594,32.41664798,719.9364977
8.2269,5.7652,34.6675,39.3715,45.474,11.60000038,49.73131019,19.99718903,79.87688499,718.7007735,27.42510722,75.152727,32.47941318,720.0293446
8.349,5.8507,34.6804,39.5653,47.2406,11.60000038,50.06048737,20.00164994,79.8612772,719.9679761,27.2582634,78.92746566,32.83081344,719.9783486
8.2632,5.7906,34.4124,39.7662,66.4644,11.60000038,48.71443231,20.00286858,79.89895939,720.8722532,27.41615674,81.81105208,34.07807946,719.9615424
8.4095,5.8931,34.8006,39.7499,76.3536,11.39999962,49.28942587,20.0021008,79.88512972,723.2421845,27.34313281,83.3945269,35.09997439,720.0383512
8.6184,6.0395,35.4172,39.2858,70.7776,11.39999962,49.73803773,19.99784386,77.9632517,725.5849509,28.26661543,71.71081577,35.98973928,719.9781883
8.4137,5.8961,36.8913,39.5422,34.6077,11.39999962,48.30287171,20.00384253,74.88969334,721.9449484,28.52987097,58.86187109,34.46399896,719.7551703
7.6102,5.333,35.7825,39.5084,21.7093,11.39999962,48.94949827,20.00130012,74.88364628,712.8557486,27.69507318,60.12438487,31.57393779,719.958985
7.6816,5.383,36.3775,39.2594,22.1892,11.39999962,49.53205707,19.99893713,74.88005757,713.1544227,27.63441309,60.91768847,31.13517609,720.0204686
7.9669,5.583,37.58,39.1355,18.4325,11.89999962,48.65461555,19.99771148,74.88271484,716.2732086,27.78589983,61.74889286,31.75478838,720.0426546
8.43,5.9075,38.4541,39.6771,17.5931,11.60000038,49.36039234,20.00341263,74.87563282,720.3490301,28.08729017,62.43490574,32.39405826,719.9956396
12.264,8.5942,37.626,36.1632,44.9608,11.5,50.43387286,20.0078328,74.84880032,766.9152011,31.52961686,63.18042146,49.47795867,720.1697558
13.3822,9.3778,37.9805,39.7383,58.5438,11.60000038,45.9856445,20.00120909,74.93679401,774.4885757,32.37499899,64.62457025,57.79099576,719.934049
13.2673,9.2973,37.9249,39.7032,59.0785,11.39999962,48.965684,19.99960622,77.46757551,771.0335184,32.18410185,59.4182657,56.23065114,719.9942669
12.3913,8.6834,37.0992,39.8757,59.0308,11.5,48.44487215,20.0021364,79.91347315,757.6361417,30.62518325,55.5107109,52.30421279,719.9246955
12.4398,8.7174,36.1642,39.8697,58.1514,11.5,47.40105963,20.00148071,79.9168608,760.3754654,30.22324036,58.53239713,54.18186852,720.0538
13.1342,9.204,38.0615,39.7255,59.5483,11.5,33.97864819,19.99903832,79.68654433,767.3638718,31.24229045,54.3898979,55.22469774,719.9919169
13.1732,9.2314,36.7085,39.5111,57.8759,11.5,37.0254272,20.00227372,79.92488242,766.4699055,30.51566747,58.39799239,54.17008335,720.0115165
13.5285,9.4804,37.3494,39.8866,55.8662,11.39999962,34.88434413,20.00466128,79.93467069,775.2834271,32.16554856,55.57916373,56.69499719,719.9787927
3.0833,2.1607,36.1164,41.5072,60.2025,11.39999962,21.03356511,10.30052064,79.81263696,624.2196991,19.28288744,64.83193573,15.05741256,673.2672384
7.8828,5.524,35.346,34.9184,51.945,11.5,10.8746641,17.90400436,35.72054107,695.9752412,3.943937283,31.7085045,27.88514109,725.9401373
11.2696,7.8974,35.2818,39.9941,56.733,11.39999962,31.35657448,18.00008716,60.01160908,777.6383241,9.931878296,34.65736145,50.41725726,750.0107639
11.6167,8.1406,35.7356,40.1236,57.1004,11.30000019,61.69083545,18.00278524,77.88999221,786.9118174,11.94256529,33.03560073,53.14644693,750.0139244
11.3693,7.9672,35.6827,40.2578,57.1298,11.30000019,15.87255406,18.00296667,79.99975293,784.8054269,12.04266008,35.83245139,51.73699937,749.9813876
9.6361,6.7527,36.4628,40.2383,57.7485,11.19999981,16.23604877,19.18257061,79.99896669,758.6176027,10.0970591,36.64235937,40.82370414,749.9345412
