DepRate,KerFeed,KerTemp,WaterLev,BrineLev,WaterpH
13.4667,7.46,40.36,30.6003,36.0725,12
13.4752,7.46,40.79,35.2736,35.7178,12
12.8864,7.14,41.54,29.4969,35.8927,12
12.4308,6.89,40.34,26.6676,36.5771,12.10000038
12.8181,7.1,40.07,38.383,36.1927,11.39999962
12.8411,7.11,39.92,46.0682,36.2878,11.5
12.4295,6.89,39.5,42.4457,36.411,11.69999981
12.4899,6.92,39.05,40.2319,35.8134,11.69999981
12.6259,6.99,42.04,35.4251,36.5803,12
12.2815,6.8,40.44,32.0645,36.7352,11.80000019
11.9569,6.62,39.01,29.9896,37.2793,11.80000019
12.3718,6.85,39.18,40.9881,36.6441,11.69999981
13.1219,7.27,40.33,45.9412,36.4155,11.69999981
12.2081,6.76,39.41,42.7267,36.9436,11.89999962
11.8053,6.54,37.19,36.9094,36.5092,12.69999981
14.5617,8.07,35.56,42.4366,36.3973,11.69999981
15.3573,8.51,35.95,38.5808,36.4127,12
16.1261,8.93,36.17,34.9021,36.5971,11.89999962
16.0404,8.89,35.88,31.0783,36.7327,12
16.0524,8.89,35,34.1446,36.3597,11.89999962
14.221,7.88,36.42,32.9374,36.7722,11.89999962
12.1309,6.72,38.45,28.4148,36.8042,11.89999962
12.8574,7.12,39.88,27.286,37.0297,11.89999962
12.9043,7.15,41.39,25.1791,36.9221,12
12.8548,7.12,39.77,24.0142,37.3299,12
12.3293,6.83,39.54,37.5319,35.7567,12
11.493,6.37,39.21,46.7762,36.0734,11.69999981
11.6524,6.45,39.92,45.4595,36.322,11.80000019
11.7239,6.49,38.48,44.314,35.8947,11.80000019
11.7128,6.49,38.7,43.6299,35.7813,11.80000019
11.9966,6.65,39.87,42.9443,36.0192,11.80000019
11.9238,6.6,39.34,41.9972,36.5485,11.69999981
11.6032,6.43,38.24,41.4833,36.8208,11.10000038
11.7324,6.5,38.24,41.1898,36.7684,11.89999962
12.0622,6.68,39.02,40.3972,36.974,11.89999962
12.64,7,39.67,39.5065,37.0047,12.10000038
13.4743,7.46,41.6,34.0881,37.6489,11.5
12.3937,6.87,40.19,33.3015,36.9161,11.89999962
12.4244,6.88,39.2,33.3729,37.4216,11.60000038
12.6531,7.01,38.98,32.7098,37.1557,11.69999981
12.8526,7.12,39.58,30.8825,37.2861,11.69999981
13.133,7.27,40.9,28.6081,37.3475,11.69999981
12.6491,7.01,40.08,26.3476,37.2928,11.69999981
12.3025,6.81,40.2,24.0693,36.8313,11.89999962
11.8258,6.55,39.21,22.5278,36.8957,12
11.6458,6.45,38.04,36.8188,36.6669,11.80000019
11.778,6.52,38.5,35.6192,36.9572,11.80000019
11.774,6.52,37.92,33.8307,36.6111,12.30000019
11.2619,6.24,37.08,32.8296,36.8429,11.89999962
10.6928,5.92,33.6,32.4435,36.1267,12
10.9022,6.04,32.36,31.8083,34.7527,11.89999962
11.3227,6.27,32.99,30.6768,36.123,11.19999981
11.6764,6.47,35.58,28.5067,36.9175,12
11.9308,6.61,35.95,26.0553,35.1669,12
12.4737,6.91,38.38,22.452,29.5096,12.39999962
12.851,7.12,39.43,24.6928,32.6628,12
12.5909,6.97,39.94,35.906,37.2463,11.80000019
12.9414,7.17,40.88,34.3407,37.1797,11.80000019
13.1823,7.3,42.09,32.4352,37.909,12
12.9258,7.16,41.33,29.9644,38.1177,11.80000019
13.329,7.38,41.55,25.4839,38.3083,11.80000019
13.9319,7.72,42.67,23.2605,38.2311,11.89999962
13.848,7.67,42.08,46.3424,37.2217,12
13.7905,7.64,42.36,42.8048,37.7646,11.80000019
12.9548,7.18,40.04,40.6782,37.8395,11.80000019
11.8994,6.59,38.1,39.6056,37.8108,11.89999962
12.4013,6.87,38.51,36.9459,37.7666,12.10000038
13.9661,7.74,41.38,32.2578,37.9188,11.89999962
14.2085,7.87,43.39,27.7253,38.4557,11.89999962
13.7656,7.63,43.08,23.6629,38.0379,11.89999962
14.0205,7.77,43.28,34.5367,37.6951,11.80000019
13.7121,7.6,42.02,43.496,37.4755,12
12.726,7.05,40.68,43.8721,37.7813,12.10000038
13.2354,7.33,39.84,42.9855,38.0733,12
13.2135,7.32,38.62,40.5238,37.8045,11.89999962
14.3457,7.95,41.23,36.314,37.9251,12
14.9991,8.31,43.67,33.1967,37.9337,12.10000038
15.1687,8.4,44.21,30.831,37.9788,12.30000019
15.0878,8.36,43.61,30.6374,38.1117,11.89999962
15.0566,8.34,43.24,30.6965,37.9591,11.89999962
14.2511,7.89,39.89,28.0373,38.042,11.89999962
14.4724,8.02,37.04,24.5635,37.8245,11.89999962
14.5815,8.08,36.49,34.5958,37.8407,11.80000019
14.7944,8.19,40.1,39.4837,37.4715,11.89999962
14.8331,8.22,40.91,33.2464,37.9973,12
14.9222,8.27,39.38,37.3674,37.4099,11.89999962
15.0176,8.32,39.29,41.8322,36.8404,11.89999962
15.0096,8.31,40.1,34.6456,37.2003,12
14.9924,8.3,40.12,40.236,36.9871,11.89999962
14.9871,8.3,38.27,41.0101,36.7429,12
15.0134,8.32,40.79,32.735,37.0512,12
14.9575,8.29,40.65,40.0422,36.6289,11.5
14.0723,7.79,39.84,43.1109,36.6191,11.60000038
13.8602,7.68,38.83,36.3546,36.6222,11.69999981
14.3393,7.94,41.33,28.3652,37.562,11.80000019
14.6404,8.11,42.29,37.0157,36.4305,11.69999981
15.034,8.33,41.04,41.7362,36.854,11.89999962
14.8851,8.25,43.3,37.8157,36.6301,11
14.8415,8.22,42.85,33.8754,36.8294,11.19999981
14.9876,8.3,42.19,27.3752,36.3051,11.19999981
15.1442,8.39,41.85,30.1795,35.7164,11.5
15.1249,8.38,41.47,47.3211,34.9814,11.5
15.1404,8.39,42.43,43.9842,35.3475,11.80000019
15.1405,8.39,42.13,40.2985,35.9642,11.19999981
15.1336,8.38,37.46,39.3829,35.9903,12.10000038
14.7035,8.14,36.55,38.7568,36.6231,12.30000019
15.1074,8.37,36.83,33.5935,36.4582,12
17.6526,9.78,33.58,34.0288,36.9701,12
17.9123,9.92,31.05,40.9388,37.3425,11.89999962
18.3235,10.15,33.05,44.489,37.5669,12
18.9338,10.49,32.82,39.4924,36.7399,12.10000038
12.7224,7.05,33.92,43.7931,36.9469,12.10000038
4.6945,3.26,32.53,42.1393,29.3234,12.10000038
8.9368,6.2,35.44,37.2507,36.8097,12.10000038
8.9376,6.2,35.92,37.876,36.9711,11.89999962
9.9278,6.89,34.86,40.631,37.3486,11.89999962
13.2072,9.16,34.02,42.0127,37.9877,11.89999962
13.0384,9.05,33.94,47.0626,37.1647,11.89999962
13.0318,9.04,34.1,45.3174,36.6519,12
13.581,9.42,34.73,43.9954,36.0176,12.10000038
13.997,9.71,35.79,41.4559,36.0884,12.19999981
14.3742,9.97,36.35,38.0809,36.6211,12.19999981
13.7635,9.55,35.34,42.3363,38.5341,11.69999981
13.1977,9.16,34.65,46.3296,40.0004,11.69999981
13.6587,9.48,34.8,44.7218,39.7993,11.89999962
13.0809,9.08,35.58,41.6806,38.1721,12
9.7193,6.74,35.93,40.8358,36.9684,11.89999962
13.8915,9.64,35.59,38.6722,37.9981,12
13.7046,9.51,36.08,35.5228,37.627,12
12.4202,8.62,35.47,40.0438,36.9473,11.69999981
12.6276,8.76,32.96,44.3456,37.1219,11.80000019
12.6832,8.8,31.84,32.2058,36.8146,11.60000038
11.5547,8.02,31.35,36.7124,36.887,11.80000019
10.2859,7.14,32.28,44.0295,37.8691,11.5
13.9993,9.71,37.59,37.4526,37.5995,11.5
14.1614,9.83,37.88,34.5061,37.9791,11.69999981
14.3472,9.95,37.44,44.1672,37.6126,11.60000038
14.6245,10.15,37.48,38.7173,38.0713,11.69999981
14.3077,9.93,36.35,32.9989,38.2252,11.69999981
14.688,10.19,37.92,39.8568,37.686,11.60000038
14.9976,10.41,39.04,42.8566,38.1309,11.80000019
15.2887,10.61,39.08,43.4802,38.249,11.69999981
13.5394,9.39,41.13,48.4611,38.0619,11.80000019
12.1076,8.4,36.98,49.4662,39.6017,11.60000038
14.4315,10.01,34.58,43.8051,40.1358,11.80000019
14.5617,10.1,34.67,39.1471,39.2226,11.80000019
14.6749,10.18,35.61,35.4613,38.635,11.80000019
14.6655,10.18,35.97,35.1558,38.6949,11.89999962
14.8204,10.28,36.91,40.7616,38.0136,11.69999981
14.6784,10.18,34.03,37.2942,38.5979,12
14.4315,10.01,38.76,29.2668,38.9116,12.10000038
14.3852,9.98,39.83,40.7653,38.4702,11.69999981
13.5077,9.37,39.92,40.9309,35.9284,11.89999962
13.0333,9.04,38.19,36.9001,45.2391,11.89999962
12.94,8.98,38.39,37.7367,45.162,11.89999962
12.9026,8.95,38.31,39.2968,42.6482,11.89999962
12.8652,8.93,38.24,40.857,40.1343,11.89999962
12.8133,8.89,37.98,42.3989,38.1188,11.89999962
11.7103,8.12,36.35,41.2897,38.5407,11.89999962
10.5447,7.32,34.27,38.3619,38.1007,11.89999962
10.1659,7.05,33.81,35.828,37.7893,11.89999962
10.6433,7.38,35.31,39.7607,39.0187,11.60000038
11.6589,8.09,36.55,40.2412,38.2899,11.60000038
11.9232,8.27,36.86,35.0545,38.3883,11.60000038
12.5318,8.69,37.68,30.4867,39.3511,11.60000038
12.9091,8.96,37.48,25.4842,38.5939,11.60000038
13.3999,9.3,36.97,45.4274,39.4787,11.60000038
13.4437,9.33,37.94,40.0301,39.0345,11.60000038
13.6654,9.48,37.56,42.1249,38.8251,11.60000038
14.249,9.89,39.14,37.8227,39.0081,11.60000038
14.4531,10.03,39.44,30.6257,38.64,11.60000038
6.7985,4.72,37.62,39.9583,39.1457,11.60000038
6.7284,4.67,38.76,48.509,40.9916,11.60000038
6.6129,4.59,39.14,48.7411,40.9928,11.60000038
6.8231,4.73,38.52,48.8378,42.2653,11.60000038
9.4326,6.54,36.45,47.6328,39.2495,11.60000038
11.0139,7.64,34.7,42.8689,38.2786,11.60000038
10.8262,7.51,34.97,35.8783,37.8208,11.69999981
11.0555,7.67,35.39,40.4098,38.3205,11.69999981
10.9635,7.61,33.88,41.1356,37.8619,11.69999981
10.8167,7.5,35,36.2363,39.1633,11.69999981
10.6175,7.37,35.56,39.821,39.0583,11.69999981
10.4213,7.23,34.92,41.8205,38.2996,11.69999981
10.5329,7.31,33.34,38.7005,40.1001,11.39999962
10.5746,7.34,34.03,34.7794,42.3566,12.39999962
10.9656,7.61,34.34,41.8065,40.364,12.39999962
9.9491,6.9,34.39,36.5903,39.0569,12.39999962
9.1609,6.36,34.68,39.9397,39.8428,12.39999962
9.2826,6.44,37.94,40.2339,40.0697,10.89999962
8.513,5.91,37.02,39.0779,41.4257,11.5
7.4755,5.19,35.13,39.4895,42.1661,11.5
7.1899,4.99,36.6,38.6403,44.0991,11.5
6.9955,4.85,38.02,44.2665,41.675,11.10000038
6.7351,4.67,36.12,48.0263,42.1888,11.10000038
7.0548,4.89,36.29,48.679,40.6117,11.10000038
8.0202,5.56,38.5,48.1398,41.2576,11.10000038
8.6207,5.98,38.39,48.3366,42.1728,11.10000038
8.8862,6.17,40.92,48.6076,41.8198,11.10000038
8.7098,6.04,40.71,48.4957,43.2934,11.60000038
8.7111,6.04,41.3,48.7151,43.5766,11
8.5457,5.93,40.76,48.384,43.8475,11
8.5845,5.96,39.61,46.9845,43.9337,10.89999962
7.9261,5.5,37.15,47.0115,43.9946,11
7.2812,5.05,36.59,46.2184,43.185,10.89999962
7.2067,5,36.83,45.7088,43.2261,10.60000038
7.4559,5.17,37.81,45.5288,42.6894,10.80000019
7.655,5.31,38.85,45.2688,42.761,10.69999981
7.7103,5.35,36.2,45.6087,43.0233,10.80000019
8.5375,5.92,38.84,45.6665,42.4149,10.80000019
9.6524,6.7,42.27,44.282,42.5096,10.89999962
10.3364,7.17,43.63,40.8144,43.4341,10.80000019
10.8695,7.54,45.59,37.2365,38.5836,11
10.5202,7.3,43.49,34.9899,39.4339,11
10.0339,6.96,43.82,32.5838,41.8585,11.10000038
10.0045,6.94,43.87,29.4464,42.9834,11
9.7253,6.75,42.32,27.6473,43.7541,10.89999962
9.7929,6.79,40.52,29.2375,42.0363,11.10000038
9.5408,6.62,35.22,46.1675,40.7553,10.89999962
9.7574,6.77,35.62,41.7924,41.8961,11
9.8455,6.83,35.39,39.1039,41.6417,11
9.5818,6.65,32.06,37.8858,41.7873,11
9.5385,6.62,35.81,41.1193,40.5884,10.89999962
9.4374,6.55,35.23,41.8987,40.9715,11.60000038
9.575,6.64,35.38,39.6636,41.1725,11.10000038
9.4323,6.54,35.19,37.1894,41.2413,11.10000038
8.4988,5.9,33.22,36.0178,41.1946,11.19999981
7.6642,5.32,32.12,35.3909,40.2157,11.19999981
7.7647,5.39,32.66,33.9892,40.8226,11.19999981
8.3522,5.79,33.63,32.7729,40.1351,11.19999981
8.7031,6.04,33.71,39.6551,39.2498,10.69999981
8.6798,6.02,33.36,42.9635,40.3334,12
8.8229,6.12,33.89,41.0638,40.6443,11
8.8059,6.11,33.64,38.6159,41.4122,11
8.7144,6.05,32.13,37.1607,41.0223,11.60000038
8.7481,6.07,33.4,35.0962,40.7009,11
8.7362,6.06,31.45,33.8004,40.7407,11.19999981
11.3689,7.89,32.89,41.1404,38.4542,11.10000038
12.748,8.84,34.52,45.6399,40.1271,11.39999962
12.8271,8.9,35.37,41.9181,40.5798,11.19999981
13.1551,9.13,35.87,38.3233,40.9088,11.30000019
13.16,9.13,35.79,34.289,41.2423,12
10.2818,7.13,34.24,31.6128,41.4162,11.89999962
8.5286,5.92,32.38,36.3369,40.7308,11.60000038
8.7052,6.04,32.82,40.2005,40.3333,11.60000038
8.925,6.19,32.88,39.4245,39.8202,11.60000038
8.9561,6.21,33.27,38.2736,40.1963,11.60000038
8.9817,6.23,33.03,36.5787,40.4532,11.69999981
9.2433,6.41,33.21,35.3898,40.1332,11.69999981
9.5662,6.64,32.25,34.6998,40.1877,12.5
9.909,6.87,31.99,42.1281,40.28,11.69999981
9.811,6.81,32.93,46.4988,40.5111,12.60000038
9.4565,6.56,33.89,45.4543,40.3305,12.5
9.0607,6.29,34.86,47.7462,39.0723,11.60000038
8.9034,6.18,33.19,46.8041,38.8818,12.10000038
9.0102,6.25,33.96,45.0896,40.0485,11.69999981
10.2332,7.1,34.59,42.5143,40.6638,11.89999962
9.6055,6.66,35.06,39.1787,40.8107,12.19999981
9.6229,6.68,34.34,43.3317,41.0748,11.60000038
9.3828,6.51,33.27,45.585,40.8364,11.5
8.766,6.08,33.28,42.527,40.4797,11.60000038
8.8081,6.11,32.49,40.602,40.5952,12
8.9233,6.19,33.16,38.5908,40.641,11.69999981
8.8809,6.16,33.46,35.8681,40.6641,11.60000038
8.7434,6.07,33.46,33.197,40.2278,11.60000038
8.6964,6.03,33.16,30.8092,40.439,12
8.8027,6.11,33.27,28.9562,39.9973,12.10000038
9.1035,6.32,32.19,29.1752,39.7072,11.69999981
8.9312,6.2,32.48,27.0515,40.282,12
8.9989,6.24,31.35,26.1207,39.6864,12.10000038
9.0557,6.28,31.73,24.0019,40.8098,11.80000019
9.0187,6.26,31.97,45.2027,39.0807,11.69999981
9.1503,6.35,30.92,39.2012,40.1556,11.69999981
9.3593,6.49,31.89,34.5319,40.403,11.69999981
9.5167,6.6,32.47,30.5882,39.891,11.69999981
9.3018,6.45,32.71,27.535,40.2577,11.80000019
9.6113,6.67,33.59,25.9046,39.9185,11.80000019
9.4373,6.55,34.44,35.7734,39.2035,11.80000019
9.5932,6.66,35.3,39.0188,39.3307,11.80000019
8.6224,5.98,34.19,35.1543,40.0191,11.80000019
8.5285,5.92,36.42,32.4062,40.068,12.10000038
8.6096,5.97,39.59,28.6127,40.6665,12
8.8177,6.12,40.51,26.1639,40.8986,11.80000019
8.7688,6.08,40.37,24.5317,40.6425,11.69999981
8.7958,6.1,41.36,23.1851,40.3078,11.69999981
8.9113,6.18,40.91,26.8669,39.6929,10.80000019
8.8879,6.17,40.31,46.0409,40.2832,12
8.8525,6.14,38.79,43.7391,41.7172,12
9.1802,6.37,41.33,40.2628,42.5644,12.10000038
8.6392,5.99,37.93,39.5233,41.8604,11.60000038
8.9235,6.19,39.71,35.2835,41.0932,11.60000038
9.3777,6.51,41.58,29.3818,42.7934,11.60000038
9.7482,6.76,41.68,26.9048,42.7009,11.60000038
10.1092,7.01,43.09,23.7642,42.0343,11.60000038
10.1799,7.06,43.65,27.7168,42.2222,11.60000038
10.413,7.22,42.09,34.014,42.7535,11.80000019
11.337,7.87,36.67,31.2318,41.3562,12
10.6732,7.41,35.71,30.5122,39.0195,11.69999981
10.9,7.56,38.25,27.3641,42.583,11.60000038
11.1202,7.72,38.93,35.6087,39.897,12.10000038
11.3611,7.88,39.36,39.7611,40.313,11.5
11.2333,7.79,39.01,37.5843,41.8284,11.5
11.0207,7.65,38.37,32.9017,42.2035,11.5
10.4875,7.28,37.88,28.8868,41.7486,11.60000038
10.0331,6.96,35.62,30.8839,40.978,11.69999981
9.8523,6.84,35.58,31.5381,40.5628,11.60000038
9.5809,6.65,34.13,25.9246,41.3374,11.69999981
9.5025,6.59,35.7,35.7317,40.8357,11.5
9.4974,6.59,36.98,29.9613,40.5603,12.10000038
10.0809,6.99,38.68,32.4158,40.6582,11.80000019
9.9224,6.88,37.7,30.6501,36.8256,11.69999981
10.1122,7.02,38.06,34.8585,40.3583,11.80000019
10.0543,6.98,37.7,40.9643,39.9379,11.69999981
9.8943,6.86,37.39,32.0234,41.2723,12.60000038
9.44,6.55,35.78,34.6531,41.4926,12.10000038
9.2212,6.4,35.8,40.8462,40.7343,11.80000019
8.9303,6.2,35.37,34.2716,41.4312,11.80000019
8.875,6.16,35.52,30.3862,40.9545,11.69999981
8.7698,6.08,35.05,27.3753,40.3684,11.69999981
8.3115,5.77,32.52,26.2885,39.6408,11.69999981
8.5689,5.95,33.24,31.3445,38.738,11.80000019
8.3565,5.8,32.86,43.4517,37.941,11.69999981
10.9371,7.59,38.76,36.7596,38.9881,11.69999981
12.9184,8.96,44.09,25.9022,40.9653,11.69999981
13.6376,9.46,47.08,31.8627,39.5413,11.69999981
13.3011,9.23,47.62,28.6081,40.0134,12
11.9072,8.26,45.71,23.4416,41.7499,11.80000019
11.411,7.92,46.18,30.2325,41.1664,11.80000019
11.9497,8.29,44.71,35.2133,40.7591,12.10000038
12.1089,8.4,39.8,35.0954,40.7595,12
11.8714,8.24,39.76,33.8218,40.4331,11.80000019
11.5463,8.01,38.27,28.0898,40.4709,11.89999962
13.998,9.71,32.77,22.3715,39.814,11.89999962
13.8965,9.64,34.4,21.515,38.8542,11.89999962
14.972,10.39,35.16,37.8327,38.3484,11.80000019
15.1374,10.5,35.25,27.6574,36.5407,11.80000019
15.2071,10.55,35.01,39.3553,37.1781,11.80000019
12.1532,8.43,37.73,36.1737,39.0779,11.80000019
9.9218,6.88,33.12,43.188,38.3097,11.80000019
14.3645,9.97,34.97,33.1147,39.8621,11.80000019
15.1544,10.51,34.95,23.979,37.2534,11.69999981
15.0482,10.44,34.61,36.7136,36.643,11.80000019
15.0116,10.42,34.15,27.7774,34.34,11.80000019
9.0251,6.26,35.13,41.8807,36.1266,11.80000019
0.9683,0.67,32.97,23.8602,38.5738,11.80000019
1.2085,0.87,33.19,0.5324,37.7922,11.80000019
6.3657,4.56,37.85,38.6896,40.1638,11.80000019
6.7531,4.84,38.2,36.6228,41.5562,11.80000019
6.9652,4.99,39.02,38.6405,43.1463,11
9.0028,6.45,38.59,37.9487,36.8116,11
9.7511,6.98,38.71,36.9644,37.0137,11
9.8489,7.05,38.22,37.6157,47.0114,11.60000038
9.6382,6.9,38.89,36.9041,46.5406,11.60000038
9.7802,7,38.15,37.326,46.323,10.89999962
9.5305,6.82,37.78,37.6944,31.2491,11
8.2374,5.9,38.22,37.8918,36.6849,11.39999962
8.1819,5.86,35.8,37.9048,37.4084,11.39999962
7.897,5.65,35.18,37.421,36.8824,11.10000038
8.458,6.06,35.17,38.9662,36.5247,11
8.9685,6.42,35.48,38.4098,37.534,11
9.0006,6.44,35.18,38.3752,38.4032,11.10000038
8.461,6.06,35.09,38.0855,37.5278,11.5
8.4921,6.08,36,37.7362,36.7612,11.5
8.3367,5.97,34.92,37.771,36.8025,11
8.164,5.85,35.13,39.0991,35.6554,11.39999962
8.2674,5.92,36.14,38.744,36.3709,11.30000019
8.0134,5.74,36.76,38.3625,36.997,11
7.6101,5.45,36.52,38.0926,37.5938,10.80000019
8.649,6.19,36.65,38.793,37.6958,10.69999981
8.9569,6.41,36.55,37.0903,38.0958,10.80000019
9.2078,6.59,37.02,35.7403,38.1901,11.39999962
9.1828,6.58,37.39,34.9972,36.3421,10.80000019
9.0107,6.45,37.46,33.7372,37.3369,10.80000019
9.0201,6.46,37.19,31.9808,36.2193,10.89999962
8.7161,6.24,37.04,31.2648,37.1741,10.89999962
8.8966,6.37,36.92,27.6917,37.5923,11.39999962
9.745,6.98,36.36,23.8882,37.7499,10.69999981
9.507,6.81,33.65,18.8904,38.0952,11
9.2327,6.61,34.47,31.6397,36.6849,10.89999962
9.5844,6.86,35.19,31.9571,36.6618,10.89999962
10.1338,7.26,35.13,27.3487,37.2528,10.89999962
10.1027,7.23,35.5,27.7571,38.5745,11.5
9.3881,6.72,34.11,37.3726,36.9865,11.39999962
8.9928,6.44,34.18,34.8058,37.3265,11.69999981
9.159,6.56,35.01,28.2691,37.199,11.39999962
9.1818,6.57,35.23,23.9113,37.176,11.39999962
9.1,6.52,34.33,36.6466,36.8227,10.80000019
9.1506,6.55,32.61,34.5075,36.7729,10.80000019
8.5777,6.14,33.49,30.5014,37.3049,10.69999981
9.0461,6.48,34.22,27.1671,37.7364,10.80000019
9.881,7.08,35.49,36.3958,37.9577,10.5
10.4875,7.51,36.32,30.0693,38.9011,11.30000019
10.2747,7.36,35.65,30.0379,39.2,11.39999962
10.178,7.29,35.09,35.5594,39.1938,10.69999981
10.3466,7.41,34.55,29.0137,40.2469,11
10.2648,7.35,35.1,33.5602,41.0495,11.39999962
10.0473,7.19,34.8,35.5788,39.478,11.80000019
9.8368,7.04,34.53,27.8569,40.1181,12
9.856,7.06,33.09,31.8229,39.6514,11.89999962
9.7893,7.01,33.96,33.6925,39.8853,11
9.6898,6.94,34.49,24.852,39.9995,11.10000038
10.2098,7.31,35.97,28.6376,39.3528,11
10.8107,7.74,35.9,22.9471,39.0676,11.5
10.7984,7.73,35.43,19.4809,39.5058,11.5
11.4626,8.21,35.09,35.746,39.4596,10.5
11.1224,7.96,35.03,37.3057,39.7971,10.89999962
10.9875,7.87,34.73,31.9508,40.1925,11.19999981
9.9642,7.13,34.79,24.3209,39.9382,12
9.5228,6.82,34.62,36.182,39.6952,12
8.4229,6.03,32.55,41.8668,37.6479,12
8.4615,6.06,30.7,42.6434,37.0713,11.10000038
8.2849,5.93,30.61,41.4209,36.994,11.39999962
8.1111,5.81,31.13,40.4918,37.2207,11.10000038
7.6078,5.45,32.19,38.6183,37.0838,11.10000038
7.7522,5.55,31.31,38.3373,36.7902,11.69999981
7.9077,5.66,31.69,37.7457,37.2785,11.5
7.5792,5.43,32.89,35.2526,35.8996,11.80000019
7.6025,5.44,31.13,40.5203,38.184,11.19999981
7.4819,5.36,31.67,42.984,34.8871,11.19999981
8.0882,5.79,31.97,40.3068,37.0976,11.39999962
8.8748,6.35,33.35,37.777,38.0833,11.19999981
9.4017,6.73,35.21,34.1859,38.2525,11.30000019
10.0232,7.18,36.3,31.9423,36.9993,12.39999962
10.1173,7.24,36.37,40.5914,37.3397,11.69999981
10.7113,7.67,37.73,44.2176,37.1143,11.39999962
11.2215,8.04,39.39,39.217,37.8324,11.10000038
11.5021,8.24,39.38,36.2934,37.1935,11.10000038
11.6779,8.36,40.03,33.4533,37.1944,11.69999981
12.2193,8.75,41.06,29.497,37.1146,12.30000019
12.2408,8.76,41.02,46.4114,37.3486,11.5
11.9944,8.59,41.95,43.7489,36.9555,12.39999962
11.8619,8.49,41.61,41.306,38.0564,11.39999962
12.0937,8.66,43.46,36.0846,39.6557,11.39999962
11.8459,8.48,41.31,34.4598,37.8643,11.39999962
9.1532,6.55,35.18,37.2413,36.9986,11.60000038
8.8748,6.35,34.96,35.896,36.9813,11.60000038
8.7096,6.24,32.72,36.0161,38.2071,11.89999962
8.4954,6.08,32.33,35.2088,37.5041,11.89999962
8.2706,5.92,33.79,31.6929,37.0971,11.80000019
7.8864,5.65,34.03,28.9513,37.6886,11.89999962
7.9074,5.66,31.64,27.2826,37.1783,12
8.0465,5.76,32.21,32.0919,37.4866,11.80000019
8.7477,6.26,34.01,45.9453,37.5686,12.10000038
10.6611,7.63,36.09,41.1842,37.8205,11.89999962
11.6146,8.32,36.73,42.4355,37.5507,11.69999981
11.8293,8.47,35.58,43.1451,38.9099,11.89999962
11.8204,8.46,35.76,40.2632,37.8693,12.30000019
11.2148,8.03,34.99,40.7646,37.3847,12.5
10.9718,7.86,36.15,39.9767,37.2979,11.69999981
10.9822,7.86,36.79,32.1272,36.1948,11.69999981
11.2605,8.06,35.99,31.2974,36.0222,12.80000019
11.1131,7.96,34.04,31.5911,35.5719,11.80000019
10.8418,7.76,33.89,29.2696,37.3025,11.80000019
10.3155,7.39,34.09,30.1302,36.1356,11.69999981
10.0101,7.17,34.78,27.3034,34.7384,11.80000019
10.0082,7.17,35.34,26.2219,36.3704,11.89999962
10.4699,7.5,35.47,28.9945,37.0902,11.69999981
12.8748,9.22,33.2,33.3002,37.0168,11.80000019
13.092,9.37,31.13,44.5637,35.1084,11.80000019
11.5105,8.24,33.25,50.5356,34.9712,11.80000019
11.0422,7.91,34.99,44.486,34.7117,12
11.1949,8.02,33.75,50.6213,33.2675,11.60000038
11.3806,8.15,33.81,52.2305,35.7206,12.19999981
10.9916,7.87,34.6,48.1115,35.2818,12.19999981
11.0486,7.91,34.22,52.2495,35.1689,11.60000038
11.038,7.9,33.54,49.9291,35.2221,11.80000019
11.7944,8.45,32.14,46.0994,35.0867,11.80000019
11.6416,8.34,33.64,46.5289,34.6627,12.60000038
12.1041,8.67,33.9,43.6399,34.337,12.69999981
13.3151,9.53,31.58,55.809,35.105,12
12.3258,8.83,35.25,53.0454,34.1476,12
10.8831,7.79,33.22,51.5823,34.317,12.19999981
6.4672,4.63,29.11,55.6639,28.8686,12.10000038
1.0744,0.85,30.12,8.5864,11.0496,12.10000038
7.2044,5.71,30.94,56.8658,40.4617,11.39999962
13.0988,10.38,31.3,50.4314,35.7881,11.5
14.1067,11.18,30.88,45.8358,35.569,11.60000038
8.9522,7.09,32.37,65.4969,35.9288,11.69999981
9.5917,7.6,31.86,63.1739,36.0079,11.5
9.9343,7.87,32.46,59.9126,35.968,11.89999962
9.4163,7.46,32.52,55.6236,35.7852,11.69999981
9.6157,7.62,31.79,51.7279,35.6858,12
9.8291,7.79,31.74,56.3374,35.9187,11.80000019
9.6474,7.64,31.69,64.4106,37.0276,11.39999962
9.6996,7.69,32.19,66.8432,35.8356,11.5
10.0555,7.97,33.12,67.2471,35.3903,11.5
10.4975,8.32,32.85,65.9122,35.2127,11.30000019
10.5819,8.39,31.93,63.2521,35.9386,11.5
10.5169,8.33,32.63,59.9419,35.9763,11.60000038
11.1982,8.87,34.23,54.0945,36.0808,11.80000019
12.4017,9.83,35.59,53.9716,36.466,11.5
13.3442,10.57,36.03,50.0856,36.5446,12.19999981
13.5435,10.73,34.23,44.5529,36.0014,12.5
13.6832,10.84,35.1,48.4805,35.8947,12.39999962
12.5,9.9,34.49,51.5302,36.2161,12.5
13.241,10.49,34.61,53.5923,36.4505,12.39999962
14.2355,11.28,33.91,39.8165,37.4291,12.5
13.6586,10.82,35.77,45.5682,37.3887,12.19999981
14.0125,11.1,34.86,56.8991,36.2653,12.30000019
13.7875,10.93,35.42,58.8664,37.1618,12.30000019
13.6394,10.81,35,56.3797,38.4553,12.39999962
