DepRate,KerFeed,KerTemp,WaterLev,BrineLev,WaterpH,WCBootLev,ECPdP,ECPLev,ReactorIP,ReactordP,ReactorCauLev,ClaydP,ClayOP
8.9518,6.2731,32.4555,40.056,53.5029,10.60000038,34.66,20.00,84.11,766.56,13.35,49.33,40.30,750.03
10.4243,7.305,33.0301,39.9997,54.3128,10.60000038,36.21,20.00,79.99,790.56,15.86,50.36,47.42,750.01
10.8758,7.6214,33.3085,40.0003,53.729,11.5,38.88,20.00,81.41,802.34,17.37,46.39,51.23,750.01
11.0582,7.7492,31.436,40.0167,53.8668,11.5,24.90,20.00,79.99,809.26,18.25,49.35,54.56,749.91
12.4564,8.7291,32.5034,40.001,51.856,11.60000038,15.08,20.00,80.12,826.74,19.73,53.63,59.65,743.01
13.8759,9.7238,34.2367,39.9263,49.4126,11.60000038,41.46,20.00,80.00,833.78,21.08,57.37,62.85,729.53
13.381,9.3769,34.7965,40.0086,47.7804,11.60000038,18.14,20.00,80.01,844.01,20.75,59.35,59.72,750.01
13.7298,9.6214,36.7078,39.9996,47.752,11.5,25.17,20.00,79.99,840.77,21.05,64.45,65.30,736.16
14.5379,10.1877,41.2617,40.0048,46.1231,11.39999962,16.66,20.00,79.99,840.39,21.11,73.38,66.66,726.62
13.9476,9.774,39.3247,40.0277,49.7393,11.30000019,54.52,20.00,80.00,830.18,20.12,78.60,64.00,729.94
13.818,9.6832,39.3029,40.0438,53.579,11.69999981,11.14,19.99,79.97,828.45,19.59,82.82,63.83,730.15
13.2632,9.2944,38.3935,39.9968,52.9194,11.69999981,30.01,20.00,80.01,820.44,19.36,87.04,62.81,729.89
12.4644,8.7346,37.7449,40.0041,52.7266,11.69999981,35.35,20.00,80.00,807.93,18.39,92.00,60.21,729.98
12.3654,8.6653,36.7878,40.0238,52.813,11.69999981,29.62,20.00,80.00,806.65,18.44,71.22,60.36,730.08
12.3978,8.6879,36.8364,40.0787,53.048,11.69999981,33.15,20.00,80.00,807.88,18.80,65.52,61.12,729.96
12.4455,8.7214,37.6912,40.0058,52.5971,11.5,41.14,20.00,79.99,809.69,18.86,69.91,61.71,730.02
12.7545,8.938,38.6534,40.018,51.6218,11.5,32.75,20.00,80.01,815.65,19.35,74.74,63.21,729.99
12.0235,8.4257,34.6455,40.0886,52.9799,11.5,27.41,20.00,79.99,803.76,18.53,79.56,60.85,729.94
11.736,8.2242,34.7505,40.0455,49.8576,11.19999981,21.00,20.00,79.99,798.82,17.83,83.66,59.36,730.02
11.6777,8.1833,34.5308,40.0472,49.5537,11.19999981,22.71,20.00,80.01,799.43,17.88,84.43,59.72,729.92
11.4341,8.0126,33.5291,40.0846,48.1742,11.39999962,48.21,20.00,80.01,795.07,17.06,86.38,58.00,729.99
11.5377,8.0852,34.0676,40.0391,48.3738,10.89999962,10.49,20.00,80.00,793.89,16.37,88.60,55.41,730.01
11.0079,7.7139,34.013,40.1133,47.8782,10.89999962,12.92,20.00,80.00,788.16,17.71,50.58,53.00,729.94
11.0386,7.7355,33.5758,40.1953,51.9695,10.89999962,62.64,20.02,79.98,776.62,19.49,44.42,53.90,713.93
10.4899,7.351,34.0156,40.0364,48.8877,11.69999981,55.27,20.00,80.01,746.96,14.90,66.33,49.63,700.02
11.0851,7.7681,34.7446,40.033,49.3227,11.69999981,30.16,20.00,80.00,757.44,15.43,68.57,51.82,700.17
11.8934,8.3345,33.1439,39.9751,49.1084,11.30000019,19.98,20.00,80.00,773.62,16.85,73.57,56.77,699.95
12.0434,8.4396,32.0461,39.9412,42.2146,11.39999962,33.39,20.00,80.00,782.47,18.91,74.67,61.26,700.05
10.9882,7.7002,32.3819,39.8349,48.6172,11.39999962,24.25,19.99,80.00,762.10,16.73,76.23,55.37,700.04
9.8175,6.8798,32.2978,39.9486,60.9146,11.39999962,30.84,20.00,80.00,741.19,15.02,78.94,50.10,700.00
10.6989,7.4974,32.033,39.9493,56.3819,11.5,19.67,20.00,80.01,758.19,16.13,81.51,54.33,700.11
12.8144,8.9799,34.3228,39.982,51.7915,12,10.73,20.01,79.99,798.15,17.96,88.10,63.42,699.95
12.866,9.0161,34.2004,39.3604,47.5113,11.60000038,11.85,20.00,80.00,801.28,18.19,94.32,65.76,699.97
12.4682,8.7373,35.3006,39.5004,41.7161,11.69999981,15.16,20.00,80.02,800.38,21.28,93.68,65.25,700.05
12.1951,8.5459,35.1786,39.6828,39.4129,11.69999981,41.87,20.00,80.00,788.78,16.12,64.20,61.78,699.99
12.5716,8.8097,35.579,39.5845,50.2081,11.69999981,47.10,20.00,80.00,797.12,16.57,54.45,62.67,700.01
12.2699,8.5984,34.7321,39.3074,47.7872,12.10000038,46.69,20.00,79.99,795.93,16.75,57.24,64.36,700.04
10.7297,7.519,33.1648,38.2659,42.757,12.10000038,47.16,20.00,80.01,767.38,14.91,59.64,57.60,699.95
10.3891,7.2803,31.9773,39.3411,48.1836,12.10000038,49.63,20.00,79.99,764.01,14.88,61.87,57.59,699.99
11.036,7.7337,31.2443,37.9097,43.2748,12.10000038,48.64,20.00,80.01,776.20,15.57,60.91,58.58,700.02
10.3996,7.2877,31.2163,39.1586,48.1026,12.10000038,47.82,19.99,80.02,771.49,15.85,62.96,59.79,699.91
9.7607,6.84,30.4507,39.7247,36.517,11.89999962,48.60,20.00,80.00,764.45,14.79,64.49,59.52,699.98
10.2998,7.2178,31.2619,39.641,40.3906,11.89999962,50.32,20.00,79.94,777.50,15.20,68.59,62.28,699.99
10.245,7.1793,31.7388,39.5648,40.1348,11.5,47.86,20.00,79.99,788.04,24.73,58.64,62.07,699.99
10.2568,7.1876,31.6765,39.2672,46.4694,12,49.13,20.00,80.01,781.26,15.26,65.76,62.73,700.01
10.3028,7.2198,32.3078,39.3908,33.9346,11.89999962,50.59,20.00,79.99,783.17,15.38,67.83,62.77,699.97
10.3593,7.2595,32.2581,39.1871,49.2686,11.5,47.43,20.00,79.99,785.40,15.23,70.45,63.51,700.00
10.3393,7.2454,32.0106,39.1487,42.2065,11.39999962,47.43,20.00,80.01,787.28,15.20,75.64,64.76,700.01
10.8944,7.6345,32.17,39.2195,40.7392,11.39999962,48.21,20.00,79.99,799.87,15.55,80.28,67.35,699.99
10.9826,7.6963,32.3352,38.9278,32.6792,11.5,50.63,20.00,80.01,798.61,15.27,82.65,66.17,699.96
11.4545,8.0269,32.9536,39.4943,41.3313,11.69999981,49.64,20.00,80.00,809.47,15.66,84.51,67.51,700.06
11.5296,8.0796,32.7375,39.6251,36.5679,11.69999981,47.74,20.00,80.00,810.72,16.51,65.72,69.96,700.01
10.8221,7.5838,32.8593,38.8917,58.6613,11.80000019,47.96,20.00,80.00,795.55,15.74,62.62,69.73,700.02
11.4808,8.0453,33.0153,38.0432,63.1081,11.30000019,48.73,20.00,80.00,812.96,16.72,66.49,74.96,699.94
9.3123,6.5258,31.8991,39.086,60.0536,11.30000019,51.01,20.00,80.00,765.71,13.61,68.62,61.64,699.95
9.7546,6.8357,33.0649,39.3137,83.1247,11.30000019,49.43,20.00,80.00,777.66,14.06,69.98,65.19,700.10
11.3198,7.9326,33.8556,38.6605,51.148,11.69999981,46.61,20.00,80.00,814.00,16.17,69.50,73.58,700.10
11.7267,8.2177,33.8728,37.9423,22.0636,11.69999981,49.16,20.00,80.00,826.16,16.85,69.63,76.86,700.06
11.3872,7.9798,32.7711,37.0899,23.8432,11.69999981,45.88,20.00,80.00,823.00,17.16,70.28,77.80,699.94
10.4472,7.3211,32.5362,37.6928,21.4914,11.69999981,48.08,20.00,80.00,802.50,15.43,76.39,73.49,700.02
10.7528,7.5352,30.6077,38.6742,40.9523,11.69999981,47.45,20.00,80.00,814.38,16.69,78.06,78.04,700.08
11.0226,7.7243,33.0507,36.9261,59.3981,11.60000038,49.27,20.00,80.00,821.38,17.28,77.56,78.40,699.99
11.1814,7.8355,33.1761,37.5596,57.6572,11.30000019,49.59,20.00,80.00,826.32,16.84,83.52,79.00,700.04
11.5291,8.0792,33.2413,38.7285,56.6356,11.19999981,47.69,19.99,80.00,839.21,17.35,84.90,82.66,700.20
11.6736,8.1805,32.9735,38.383,59.9447,11.30000019,50.38,20.00,80.00,841.86,17.08,88.06,82.82,699.98
11.2657,7.8946,32.605,37.5201,55.9693,11.19999981,49.92,20.00,80.00,838.49,17.51,91.15,85.74,699.98
10.8695,7.617,33.2669,36.2587,56.3842,11.19999981,44.27,20.00,80.01,828.79,17.74,92.02,83.12,699.86
10.6111,7.4359,33.2911,36.0664,57.6234,11.19999981,46.90,20.00,79.99,821.51,16.35,94.20,80.73,700.13
10.4103,7.2952,32.6878,36.8867,56.934,11.19999981,50.09,20.00,80.00,817.59,15.33,98.49,80.45,700.07
10.2389,7.1751,32.4851,37.6135,57.0512,11.19999981,47.07,20.00,80.00,814.22,15.08,98.37,79.57,700.01
10.376,7.2712,32.522,38.6827,57.675,11.19999981,50.12,20.00,80.00,825.54,20.44,96.79,81.95,700.06
12.7358,8.9248,32.6944,37.5704,55.7367,11.19999981,42.83,19.99,80.36,866.19,24.04,96.39,98.55,690.20
13.9616,9.7838,32.6137,35.6309,57.0766,11.19999981,47.25,20.00,80.00,884.08,19.22,96.80,103.02,700.02
14.2323,9.9735,32.4012,35.3058,52.6313,11.19999981,61.77,20.34,80.04,886.56,20.12,92.07,107.13,698.20
14.6357,10.2562,34.1501,35.2974,55.8417,11.19999981,47.11,20.04,80.02,892.02,20.82,76.80,109.86,699.84
14.1552,9.9195,34.6809,37.256,54.6709,11.39999962,49.93,20.00,80.00,877.04,20.33,40.37,108.39,699.99
14.0547,9.849,33.55,35.9769,56.4026,12.19999981,48.59,20.00,80.00,896.74,20.28,45.42,110.55,719.19
12.3122,8.628,32.3142,34.7371,57.6262,11.60000038,48.79,19.99,80.01,855.23,18.24,38.47,98.33,719.76
9.5838,6.716,33.4311,32.8338,53.202,11.69999981,49.29,20.00,79.99,786.97,14.44,36.82,77.03,714.31
8.4059,5.8906,34.1574,26.4679,54.6908,11.19999981,49.58,20.00,80.00,757.49,12.62,34.97,67.37,709.95
2.0791,2.2725,29.9201,25.6179,49.5588,11.19999981,35.32,8.89,78.63,320.53,14.81,33.76,28.20,333.12
0,0,24.99,30.1935,0,11.19999981,24.98,1.33,77.86,0.00,12.38,34.75,9.74,39.14
0.1709,0.19,30.04,30.2676,2.3187,11.30000019,19.86,4.70,79.14,119.05,9.02,35.31,15.36,95.42
4.274,4.67,30.7,27.3577,19.387,11.30000019,47.70,20.00,79.97,635.40,9.02,38.05,22.22,665.20
6.742,7.37,32.04,28.6185,20.251,11.19999981,48.78,20.00,80.02,749.21,14.09,36.66,48.88,700.20
7.2324,7.91,32.74,23.4733,40.4346,11.69999981,49.68,20.00,79.99,760.97,15.28,35.53,50.63,700.03
7.4308,8.12,33.38,30.6144,61.478,11.69999981,47.92,20.00,80.77,771.22,18.71,35.76,51.87,699.98
7.3516,8.04,32.48,36.5143,62.7075,11.89999962,49.06,20.00,80.00,770.31,17.14,39.49,52.81,700.00
7.1498,7.81,32.4,36.9568,61.5205,11.89999962,49.11,20.00,80.01,763.96,15.71,44.10,50.63,699.94
5.339,5.84,32.88,38.2485,62.6671,11.89999962,50.92,19.99,80.01,714.88,12.01,40.37,36.99,699.98
6.503,7.11,32.88,40.9566,62.8358,12,49.57,20.00,80.00,747.13,14.60,43.76,44.91,700.19
6.4789,7.08,32.71,43.1919,53.3867,12,48.20,20.00,80.00,748.62,15.02,42.22,45.64,700.04
6.3391,6.93,31.87,45.0962,36.8723,12,49.24,20.00,80.00,745.81,14.03,45.90,45.43,699.99
6.1934,6.77,31.73,45.0072,36.7922,11.60000038,49.17,19.99,80.00,741.95,13.18,52.41,44.27,699.97
6.0151,6.57,32.1,45.4512,36.9126,11.80000019,48.72,20.00,80.00,737.20,12.65,51.76,42.33,700.10
6.4276,7.03,31.45,46.4327,37.3113,11.69999981,52.06,19.99,80.00,752.98,14.74,46.58,46.19,700.12
4.4558,4.87,31.5,45.8879,37.7231,11.89999962,48.19,19.95,80.00,696.53,9.71,59.37,30.29,699.96
4.3229,4.72,30.09,46.5828,40.0045,12.19999981,52.90,20.00,79.97,696.33,9.92,60.46,31.85,699.99
4.3021,4.7,30.01,45.5268,39.1339,12.10000038,49.60,19.99,79.97,695.91,10.14,60.17,29.84,699.99
4.0144,4.39,32.29,44.2071,39.8579,11.19999981,49.25,20.00,79.98,688.59,11.29,50.39,26.32,699.99
4.1708,4.56,32.55,46.3298,38.4569,12.10000038,50.11,20.00,80.00,693.76,17.18,41.39,27.66,699.97
4.0608,4.44,32.44,47.2651,38.1335,12,50.15,20.00,80.01,693.58,22.47,46.47,28.78,699.92
4.3766,4.78,31.96,45.1684,38.6485,11.60000038,49.32,20.00,79.99,669.50,24.77,51.83,29.89,668.91
4.633,5.06,32.15,45.7076,39.2566,12.10000038,50.03,19.99,80.00,656.48,25.45,50.69,30.57,650.02
4.6678,5.1,33.07,45.7075,38.2584,12.10000038,49.37,20.00,80.00,659.16,25.67,52.01,31.42,650.07
4.5798,5.01,33.77,46.3341,38.738,12.10000038,49.59,20.00,80.01,656.78,25.47,56.12,30.48,650.00
4.9401,5.4,33.41,45.5372,38.694,12.10000038,49.38,20.00,79.98,668.12,25.81,46.15,32.43,650.15
5.6069,6.13,33.46,44.722,38.4123,12,50.19,20.00,80.00,688.23,25.94,43.96,37.62,649.94
4.916,5.37,34.11,45.4112,38.5683,11.69999981,49.68,20.00,80.01,667.59,23.47,47.09,32.88,650.07
5.0979,5.57,33.81,45.9152,38.4615,11.80000019,49.23,20.00,79.99,675.36,23.82,45.95,34.68,650.00
5.107,5.58,32.97,47.1454,37.9839,11.80000019,49.83,20.00,80.01,675.98,23.45,76.41,34.67,650.00
5.0938,5.57,33.45,47.2496,40.0734,11.80000019,50.43,20.00,80.00,678.73,23.76,50.82,34.28,650.08
5.0761,5.55,32.78,47.3138,38.9799,12,49.52,20.00,79.99,681.92,25.34,48.70,34.46,649.92
5.1028,5.58,33.34,47.4748,37.5787,11.80000019,50.36,20.00,80.00,684.59,23.41,45.09,33.90,650.06
5.0693,5.54,33.91,46.8523,38.0362,11.80000019,49.94,20.00,80.00,689.05,24.04,45.93,35.25,650.00
5.0078,5.47,34.28,45.4046,38.3678,11.80000019,48.08,20.01,80.00,693.28,26.75,39.04,35.37,650.02
4.6869,5.12,33.92,46.3824,37.1472,11.69999981,50.41,19.99,80.01,686.13,26.82,40.58,33.65,649.92
5.095,5.57,33.65,44.8827,38.3154,11.69999981,44.63,20.00,80.04,702.94,26.08,41.41,35.11,650.06
5.6918,6.22,34.36,43.0071,38.8499,12.30000019,75.83,20.00,81.89,735.39,23.05,43.90,35.33,662.91
7.3048,7.98,32.71,41.8185,38.2048,12.30000019,39.89,20.00,80.01,819.14,24.20,46.29,47.14,679.92
7.5404,8.24,33.74,37.8656,37.492,11.10000038,33.98,20.00,79.50,819.28,24.71,49.31,48.25,679.94
7.4515,8.14,33.75,35.6387,37.0042,11.10000038,30.20,20.00,79.49,817.68,25.33,53.33,51.44,679.97
7.4007,8.09,33.43,33.676,37.0874,12.10000038,31.59,20.00,79.51,819.05,25.70,56.33,53.82,680.03
7.0125,7.66,32.69,32.8728,45.873,12.10000038,38.18,20.00,79.49,797.21,24.60,61.26,49.86,679.99
6.8162,7.45,32.4,32.8431,37.1384,11.30000019,37.44,20.00,79.50,789.96,23.98,64.52,48.15,680.01
6.723,7.35,31.99,33.0804,36.8809,12.30000019,36.17,20.00,79.50,785.02,23.84,67.16,47.15,680.08
6.699,7.32,31.49,34.9243,31.2135,12.30000019,55.05,19.88,79.48,789.86,23.74,50.68,48.09,683.68
6.6458,7.26,31.52,35.288,29.7276,12.39999962,73.46,19.82,79.35,794.79,23.53,44.27,49.22,688.07
6.5759,7.19,32.27,34.5924,34.8915,12.39999962,41.14,19.92,79.39,792.38,25.66,40.54,49.83,684.13
6.2886,6.87,32.5,33.1142,37.561,12.5,43.23,20.00,79.51,766.35,23.46,39.66,46.55,680.02
6.0645,6.63,31.98,32.829,37.4099,11.5,34.04,20.00,79.49,757.79,22.05,35.30,45.21,679.91
6.1717,6.75,31.77,31.0237,37.9017,11.5,27.84,20.00,79.47,761.01,20.72,34.45,42.10,679.98
6.1395,6.71,32.11,31.2444,37.4542,12.30000019,33.86,20.00,79.49,760.51,20.35,41.14,41.82,680.09
6.3884,6.98,32.11,32.3462,37.8934,12.10000038,38.23,20.00,79.51,772.61,20.62,44.70,44.32,680.08
6.4161,7.01,32.68,32.9236,36.8889,12.10000038,24.86,20.00,79.49,777.09,20.68,47.68,45.55,680.01
6.2179,6.8,32.78,32.6893,37.2248,12.30000019,35.07,20.00,79.49,769.02,21.02,37.47,44.68,679.93
6.1713,6.75,32.09,32.6659,37.4571,12.30000019,40.15,20.00,79.49,770.41,20.51,39.49,44.50,680.03
6.2281,6.81,32.08,33.8904,37.3925,12.39999962,34.16,19.98,79.33,773.72,20.69,42.70,45.83,680.44
6.2196,6.8,32.42,33.6869,37.1552,12.60000038,35.63,20.00,79.51,777.49,20.74,45.75,48.19,679.98
6.5719,7.18,32.28,32.2719,37.0365,12.39999962,37.49,20.00,79.49,793.41,20.66,46.49,47.72,680.03
7.0196,7.67,32.54,32.3566,37.4812,12.39999962,33.55,20.00,79.47,811.60,21.33,50.40,50.91,680.01
7.1589,7.82,32.31,33.0042,37.4247,12.30000019,41.08,20.00,79.50,818.98,21.54,54.31,53.80,680.05
7.304,7.98,32.5,31.6778,37.9931,12.60000038,34.37,20.00,79.49,818.27,21.01,51.66,51.55,679.94
7.464,8.16,32.56,32.4945,37.7676,12.60000038,34.28,20.00,79.49,819.26,21.48,54.76,53.18,680.01
7.1213,7.78,33.24,32.1902,34.5979,12.39999962,40.46,20.02,79.68,800.12,21.15,57.53,53.29,677.65
7.2582,7.93,32.86,27.2372,32.8929,12.5,29.11,19.96,79.38,802.37,20.56,59.75,51.84,681.09
7.5728,8.28,33.2,20.5453,36.0783,12.69999981,36.70,20.00,79.61,814.29,22.39,61.91,54.07,680.31
7.5092,8.21,33.51,36.3484,35.8936,12.69999981,32.18,20.00,79.49,810.72,21.46,43.93,54.59,679.98
7.4433,8.14,33.46,44.6226,35.5447,12.30000019,42.29,20.00,79.49,809.16,20.99,38.88,54.37,679.97
7.2732,7.95,33.57,40.2312,35.7332,12.30000019,34.87,20.00,79.48,803.00,19.12,43.90,52.97,679.88
3.0965,3.38,33.08,35.4806,37.3771,12.39999962,55.04,9.56,79.08,375.74,16.84,45.68,24.48,357.47
4.0177,4.39,31.42,34.531,38.1599,12.39999962,68.05,16.07,79.34,580.61,10.25,47.94,18.49,595.32
5.3902,5.89,31.22,33.8497,36.4953,12.39999962,61.89,20.00,79.49,790.80,11.56,50.32,35.47,740.06
5.5255,6.04,31.53,31.9559,36.6623,12.39999962,49.82,20.00,79.45,806.65,12.32,52.17,39.53,739.98
5.7068,6.24,30.59,29.4093,36.1952,12.39999962,36.45,20.00,79.50,818.89,12.86,53.75,39.76,740.08
5.927,6.48,28.23,28.3714,35.7204,12.39999962,37.14,20.00,79.48,834.96,14.15,55.85,44.72,739.96
6.6195,7.24,27.66,33.2716,36.3531,12.10000038,41.69,20.01,79.49,866.66,15.94,43.10,50.61,740.00
7.2604,7.94,28.59,32.1432,36.7276,12.10000038,37.31,20.00,79.49,883.58,16.72,35.54,53.36,740.03
7.4889,8.19,30.44,33.5103,36.8815,12,35.71,20.00,79.51,879.09,16.70,38.31,52.59,740.06
7.3001,7.98,26.3,47.3462,36.5108,11.89999962,38.57,20.00,79.50,870.49,17.89,42.85,57.61,740.02
7.0499,7.71,29.11,37.4328,36.8875,11.89999962,48.29,20.00,79.50,853.94,16.39,44.79,52.47,739.98
7.0962,7.76,30.48,31.5039,37.2746,11.89999962,35.48,20.00,79.48,855.33,15.84,53.44,50.76,740.02
7.315,8,31.22,28.2269,37.6051,11.89999962,18.62,20.00,80.39,858.73,16.49,55.02,51.85,739.98
7.7137,8.43,31.58,33.943,37.1939,11.80000019,13.88,20.01,82.01,872.24,17.13,60.88,54.06,739.80
7.9585,8.7,31.76,43.3419,37.1778,11.80000019,38.78,20.00,82.00,878.65,18.60,61.35,56.55,740.10
8.152,8.91,31.79,38.583,37.308,11.80000019,21.87,20.00,81.99,883.01,18.45,72.20,58.96,740.01
7.889,8.62,31.46,34.7428,37.457,12.30000019,40.63,20.00,82.00,869.85,18.10,72.70,56.32,740.05
8.3252,9.1,32.1,32.8218,37.003,12.19999981,53.36,20.01,82.01,883.92,19.90,73.63,61.41,739.78
8.3619,9.14,32.15,28.2319,37.1526,12.19999981,26.17,20.00,81.99,883.04,18.86,83.74,61.06,740.12
8.4087,9.19,31.84,25.0454,37.1276,11.60000038,26.96,20.00,82.01,892.28,19.33,50.22,61.37,740.15
8.3444,9.12,31.81,42.2397,36.7938,11.69999981,41.46,20.00,82.00,898.32,20.66,39.39,64.90,739.94
7.9958,8.74,31.27,34.6337,36.8208,11.69999981,28.72,20.00,81.99,898.58,21.03,44.29,65.68,739.99
7.3443,8.03,30.53,29.9594,36.5017,11.69999981,37.68,20.00,82.00,876.18,19.74,48.48,61.07,739.83
7.0351,7.69,30.99,25.4614,36.637,11.60000038,33.92,20.00,82.00,870.33,18.54,52.04,58.08,740.11
6.9247,7.57,31.76,44.2294,36.6484,11.60000038,39.63,20.00,82.00,870.61,17.65,55.43,56.20,739.99
6.1796,6.75,31.95,40.0534,36.0313,11.60000038,36.25,19.99,82.00,843.56,15.70,58.48,49.93,740.01
6.6552,7.27,32.07,38.3814,36.2456,7.900000095,37.25,20.00,82.00,871.16,17.06,44.73,54.05,740.11
6.6848,7.31,31.42,39.373,36.7973,7.900000095,34.13,20.00,82.01,867.45,16.09,38.15,51.91,739.88
6.9353,7.58,31.86,37.0431,36.9467,11.30000019,35.10,20.00,82.00,874.92,15.59,43.03,50.79,740.06
7.3868,8.07,31.61,30.2515,37.0661,11.60000038,68.35,20.00,82.00,903.74,16.21,45.92,52.72,740.04
8.2093,8.97,31.92,30.4773,37.1475,11.69999981,48.05,20.00,82.00,927.19,18.37,48.58,58.06,739.88
8.3708,9.15,32.97,41.1581,36.6439,11.69999981,69.25,20.00,82.00,913.14,18.85,56.98,60.26,740.08
8.5024,9.29,33.66,32.1065,36.6806,11.80000019,59.85,20.00,82.00,915.38,19.38,46.21,61.29,739.87
8.613,9.41,33.7,25.982,36.5962,11.89999962,28.81,20.00,82.00,922.05,20.15,39.71,63.10,739.97
8.638,9.44,33.62,35.9475,36.7525,11.80000019,23.18,20.00,82.01,927.02,20.70,44.00,64.23,739.89
8.572,9.37,33.74,44.5185,36.4814,11.89999962,52.99,20.00,82.00,927.34,20.87,48.16,64.94,740.00
8.3497,9.13,33.56,37.0711,36.5771,12,61.00,19.99,81.99,917.98,19.80,52.01,62.59,740.20
8.2085,8.97,32.93,32.2224,36.4922,12,31.28,20.00,81.99,915.27,19.40,55.81,61.45,739.96
8.1057,8.86,33.4,27.6926,36.9766,12,27.16,20.00,82.02,901.60,18.77,59.40,59.96,739.94
8.1259,8.88,33.16,21.4535,36.4305,12,28.19,20.00,81.98,900.79,20.15,49.25,59.45,740.05
8.0913,8.84,33.68,35.4433,37.0003,12.10000038,49.67,20.00,81.99,902.37,17.31,54.50,59.97,740.04
8.3873,9.17,33.99,44.4878,36.8423,12.19999981,37.54,20.00,82.01,912.25,19.91,39.81,58.68,739.77
8.1894,8.95,33.44,42.6438,35.7932,12.19999981,10.47,20.00,81.99,906.03,18.03,29.70,62.90,740.02
8.1999,8.96,33.05,38.4616,35.7601,12.19999981,18.26,20.00,82.00,913.61,17.67,37.05,63.88,739.96
8.2858,9.06,33.2,34.3941,36.0978,12.19999981,46.81,20.00,81.98,918.87,17.80,39.32,64.10,739.99
8.4834,9.27,33.02,30.4234,36.5362,12.19999981,37.93,20.00,82.00,935.50,18.31,41.42,64.85,740.09
8.5474,9.34,31.79,26.3209,35.9037,12.39999962,24.86,20.00,81.99,932.98,20.76,36.91,67.99,739.95
8.4415,9.23,32.15,29.0166,36.5553,12.30000019,38.75,20.00,82.00,919.64,19.30,41.37,65.99,739.94
8.6977,9.51,32.09,39.1709,36.3995,12.30000019,34.93,20.00,81.99,929.50,18.89,50.38,67.83,739.96
9.0415,9.88,33.95,35.6848,36.6487,12.5,51.67,20.00,82.02,935.39,19.03,55.43,67.91,739.45
8.9995,9.84,34.11,40.2769,36.2794,12.30000019,82.30,19.99,81.96,916.67,20.58,40.99,72.95,720.42
7.2571,7.93,34.42,41.963,36.6539,12.19999981,78.16,20.00,82.01,847.15,16.63,31.87,60.42,720.16
8.7449,9.56,33.86,39.4388,37.4444,12.30000019,56.97,20.00,82.00,904.01,19.72,34.88,71.97,719.99
8.3939,9.17,33.12,34.8928,37.4692,12.30000019,58.29,20.00,81.98,888.47,18.83,39.46,69.18,719.95
8.2779,9.05,32.63,31.0488,37.5069,12.39999962,47.81,20.00,82.00,884.73,18.60,41.83,68.53,719.97
6.7092,7.33,31.1,43.4716,37.1136,12.39999962,63.60,20.01,82.00,826.68,15.09,46.28,55.41,719.81
4.6547,5.09,31.36,46.8868,36.1229,12.30000019,63.42,20.00,82.01,747.84,11.03,45.74,40.43,718.48
5.5038,6.02,32.25,45.7722,36.0139,12.30000019,74.14,20.02,81.99,778.54,12.74,45.72,46.74,710.42
8.522,9.31,31.75,39.8715,36.9461,12.30000019,64.51,20.00,81.99,897.16,20.28,53.14,73.75,710.02
8.6876,9.5,31.7,33.704,37.1007,12.30000019,64.16,20.00,82.00,903.67,20.00,62.30,76.89,709.97
8.311,9.08,30.51,27.9775,37.1069,12.39999962,28.67,20.00,81.99,892.00,19.58,66.65,77.08,710.00
8.3776,9.16,30.95,35.5379,36.8871,12.10000038,69.22,20.00,82.02,890.86,19.82,69.64,77.84,710.13
8.4946,9.28,32.64,34.9651,37.06,12.10000038,65.43,20.01,82.00,893.66,19.89,50.38,78.31,709.92
8.3369,9.11,32.71,29.2282,37.1932,12.19999981,53.41,20.01,81.98,889.75,19.45,41.32,76.55,710.08
8.44,9.22,33.28,33.2664,37.2921,12.10000038,59.13,20.00,82.01,893.58,20.32,39.50,76.38,709.92
8.6089,9.41,33.3,45.1053,37.4238,12.10000038,46.62,20.00,93.93,894.58,19.14,48.30,76.38,709.86
8.6388,9.44,32.63,40.986,35.9939,12.10000038,31.00,20.00,80.00,904.86,20.42,54.19,81.90,710.02
8.4238,9.21,32.17,34.9559,36.6934,12.19999981,31.01,20.00,79.98,897.14,20.25,57.55,79.97,710.06
8.0719,8.82,32.16,30.9797,37.6212,12.19999981,25.89,20.00,80.00,882.50,19.53,61.05,75.41,709.93
7.8773,8.61,31.01,26.9314,36.6546,12.19999981,44.26,19.99,80.00,872.80,18.88,51.80,71.65,709.99
8.0909,8.84,31.71,32.9444,37.3465,12.39999962,68.02,20.00,80.00,882.16,19.39,44.89,73.81,709.95
8.0047,8.75,32.42,45.977,36.8657,12.19999981,50.48,20.00,80.00,876.04,19.01,48.69,70.86,709.91
6.7984,7.43,33.24,43.197,36.6205,12.10000038,66.80,20.01,80.00,828.09,16.19,48.95,62.68,709.80
7.1165,7.78,32.66,39.6282,36.7575,12.19999981,53.06,20.00,80.00,845.09,16.16,49.90,64.92,710.11
6.9585,7.61,32.73,36.7805,36.3768,12.10000038,51.73,19.99,80.00,843.32,15.71,52.52,63.99,709.97
7.4326,8.12,32.51,34.0653,36.7083,12.19999981,59.35,20.00,79.99,864.55,16.65,40.78,67.56,710.13
7.2561,7.93,31.78,39.7641,36.2023,12,59.00,20.00,80.00,856.03,17.35,37.03,70.14,709.75
7.083,7.74,31.72,43.3448,36.6387,11.89999962,64.86,20.00,80.00,846.59,16.81,50.44,68.38,709.91
